Gene,Num_seqs,Mouse_presence,Human_presence,Num_codons_hum,Length_seq
ENSG00000118496,71,1,1,745,3768
ENSG00000118503,71,1,1,790,3033
ENSG00000118507,71,1,1,348,3996
ENSG00000118508,67,1,1,225,993
ENSG00000118513,71,1,1,761,2850
ENSG00000118514,72,1,1,487,1668
ENSG00000118515,69,1,1,526,2640
ENSG00000118518,57,1,1,359,1128
ENSG00000118520,69,1,1,330,1611
ENSG00000118523,68,1,1,349,2238
ENSG00000118526,66,1,1,179,1041
ENSG00000118557,69,1,1,1007,5256
ENSG00000118564,71,1,1,691,3234
ENSG00000118579,60,1,1,178,1488
ENSG00000118596,68,1,1,478,1692
ENSG00000118600,66,1,1,443,1965
ENSG00000118640,64,1,1,100,684
ENSG00000118655,68,1,1,532,2220
ENSG00000118680,65,1,1,172,801
ENSG00000118689,69,1,1,673,2364
ENSG00000118690,63,1,1,867,4155
ENSG00000118702,66,1,1,108,564
ENSG00000118705,69,1,1,631,2784
ENSG00000118707,64,1,1,237,795
ENSG00000118729,70,1,1,399,2955
ENSG00000118733,71,1,1,478,1653
ENSG00000118762,69,1,1,968,4209
ENSG00000118785,69,1,1,314,1698
ENSG00000118804,62,1,1,358,1581
ENSG00000118816,64,1,1,377,1857
ENSG00000118849,66,1,1,294,2274
ENSG00000118855,69,1,1,514,2337
ENSG00000118873,70,1,1,1393,6051
ENSG00000118898,69,1,1,1756,7380
ENSG00000118900,71,1,1,1134,5022
ENSG00000118922,68,1,1,402,1674
ENSG00000118946,65,1,1,1159,4086
ENSG00000118960,68,1,1,392,2928
ENSG00000118961,66,1,1,325,1728
ENSG00000118965,68,1,1,1181,4680
ENSG00000118971,70,1,1,289,1656
ENSG00000118972,62,1,1,251,1299
ENSG00000118985,67,1,1,640,3066
ENSG00000119004,68,1,1,462,1716
ENSG00000119013,58,1,1,98,348
ENSG00000119041,71,1,1,886,4398
ENSG00000119042,71,1,1,733,2499
ENSG00000119048,67,1,1,152,624
ENSG00000119121,68,1,1,2022,7824
ENSG00000119125,72,1,1,471,2703
ENSG00000119138,64,1,1,244,747
ENSG00000119147,68,1,1,148,828
ENSG00000119185,60,1,1,200,681
ENSG00000119203,71,1,1,684,3111
ENSG00000119227,64,1,1,579,2613
ENSG00000119231,68,1,1,755,2778
ENSG00000119242,65,1,1,331,1587
ENSG00000119280,63,1,1,327,2298
ENSG00000119283,68,1,1,783,4782
ENSG00000119285,68,1,1,2144,7467
ENSG00000119314,67,1,1,558,3189
ENSG00000119318,63,1,1,409,1665
ENSG00000119321,71,1,1,1219,6030
ENSG00000119326,68,1,1,734,3054
ENSG00000119328,70,1,1,181,912
ENSG00000119333,67,1,1,536,2775
ENSG00000119383,65,1,1,323,2340
ENSG00000119392,65,1,1,698,2874
ENSG00000119396,72,1,1,215,684
ENSG00000119397,64,1,1,2325,8736
ENSG00000119401,61,1,1,653,2538
ENSG00000119402,62,1,1,454,1806
ENSG00000119403,70,1,1,599,3108
ENSG00000119408,68,1,1,347,2769
ENSG00000119411,68,1,1,402,2715
ENSG00000119414,68,1,1,342,2181
ENSG00000119421,67,1,1,172,834
ENSG00000119431,52,1,1,251,885
ENSG00000119446,68,1,1,190,594
ENSG00000119457,70,1,1,475,2658
ENSG00000119471,68,1,1,418,3243
ENSG00000119487,70,1,1,522,1785
ENSG00000119508,69,1,1,637,3432
ENSG00000119509,70,1,1,1065,5031
ENSG00000119514,68,1,1,581,2811
ENSG00000119522,63,1,1,1009,4626
ENSG00000119523,66,1,1,416,1656
ENSG00000119535,69,1,1,863,3939
ENSG00000119537,70,1,1,332,2703
ENSG00000119541,65,1,1,444,2079
ENSG00000119547,62,1,1,504,3249
ENSG00000119559,59,1,1,118,2139
ENSG00000119574,55,1,1,511,2862
ENSG00000119596,72,1,1,2146,7860
ENSG00000119608,71,1,1,592,2214
ENSG00000119614,69,1,1,361,1926
ENSG00000119616,50,1,1,198,702
ENSG00000119630,66,1,1,170,1953
ENSG00000119636,70,1,1,529,2988
ENSG00000119638,71,1,1,979,4545
ENSG00000119640,60,1,1,129,720
ENSG00000119650,68,1,1,213,1053
ENSG00000119655,66,1,1,151,1338
ENSG00000119661,69,1,1,190,1500
ENSG00000119669,44,1,1,796,3366
ENSG00000119681,69,1,1,1821,9087
ENSG00000119682,70,1,1,823,3069
ENSG00000119684,72,1,1,1453,6828
ENSG00000119685,68,1,1,1281,5616
ENSG00000119686,67,1,1,526,2811
ENSG00000119688,70,1,1,606,2658
ENSG00000119689,68,1,1,453,1956
ENSG00000119698,71,1,1,873,3747
ENSG00000119699,70,1,1,412,1542
ENSG00000119703,65,1,1,456,1860
ENSG00000119705,60,1,1,109,1218
ENSG00000119707,63,1,1,843,3138
ENSG00000119711,71,1,1,535,2265
ENSG00000119714,61,1,1,365,1779
ENSG00000119715,68,1,1,508,5307
ENSG00000119718,69,1,1,351,1827
ENSG00000119720,70,1,1,1164,4644
ENSG00000119723,70,1,1,468,2535
ENSG00000119725,65,1,1,516,2499
ENSG00000119729,65,1,1,205,2910
ENSG00000119737,55,1,1,540,1629
ENSG00000119760,68,1,1,414,1518
ENSG00000119771,68,1,1,875,4368
ENSG00000119772,65,1,1,912,4515
ENSG00000119777,67,1,1,689,2661
ENSG00000119778,71,1,1,1458,6819
ENSG00000119782,66,1,1,108,984
ENSG00000119787,68,1,1,583,2934
ENSG00000119801,66,1,1,121,1005
ENSG00000119812,63,1,1,518,2169
ENSG00000119820,72,1,1,244,2103
ENSG00000119844,67,1,1,936,3162
ENSG00000119862,66,1,1,172,1710
ENSG00000119865,70,1,1,164,642
ENSG00000119866,70,1,1,835,3261
ENSG00000119878,67,1,1,101,705
ENSG00000119888,66,1,1,314,2772
ENSG00000119899,70,1,1,495,2739
ENSG00000119900,70,1,1,451,2787
ENSG00000119906,71,1,1,1186,5052
ENSG00000119912,72,1,1,1019,4809
ENSG00000119913,72,1,1,329,1374
ENSG00000119915,69,1,1,270,834
ENSG00000119919,66,1,1,364,2748
ENSG00000119922,55,1,1,472,1779
ENSG00000119927,72,1,1,828,3561
ENSG00000119929,69,1,1,273,1164
ENSG00000119938,65,1,1,317,1857
ENSG00000119943,68,1,1,581,2760
ENSG00000119946,66,1,1,951,3963
ENSG00000119950,68,1,1,295,1287
ENSG00000119953,59,1,1,238,1185
ENSG00000119965,48,1,1,445,1476
ENSG00000119969,66,1,1,884,5766
ENSG00000119973,54,1,1,370,1794
ENSG00000119977,68,1,1,607,2958
ENSG00000119979,61,1,1,357,2181
ENSG00000119986,57,1,1,147,498
ENSG00000120008,71,1,1,1224,5040
ENSG00000120029,70,1,1,689,3087
ENSG00000120049,66,1,1,285,1602
ENSG00000120051,70,1,1,872,2829
ENSG00000120053,72,1,1,413,1725
ENSG00000120054,71,1,1,458,2085
ENSG00000120055,11,1,1,213,693
ENSG00000120057,63,1,1,317,1389
ENSG00000120063,72,1,1,377,1821
ENSG00000120068,49,1,1,243,1047
ENSG00000120071,71,1,1,1105,4380
ENSG00000120075,66,1,1,269,1209
ENSG00000120093,62,1,1,431,2193
ENSG00000120094,66,1,1,301,996
ENSG00000120129,69,1,1,367,1515
ENSG00000120137,67,1,1,370,1737
ENSG00000120149,64,1,1,267,1059
ENSG00000120156,70,1,1,1124,5679
ENSG00000120158,70,1,1,373,2253
ENSG00000120159,70,1,1,361,1308
ENSG00000120160,61,1,1,294,2547
ENSG00000120162,68,1,1,216,1296
ENSG00000120210,55,1,1,213,870
ENSG00000120215,69,1,1,118,390
ENSG00000120217,70,1,1,290,1827
ENSG00000120251,72,1,1,883,3435
ENSG00000120253,62,1,1,380,1764
ENSG00000120254,72,1,1,979,5115
ENSG00000120256,67,1,1,500,2634
ENSG00000120262,71,1,1,715,4383
ENSG00000120265,66,1,1,286,1158
ENSG00000120278,71,1,1,1385,7827
ENSG00000120279,69,1,1,235,1302
ENSG00000120280,63,1,1,301,996
ENSG00000120306,56,1,1,97,1005
ENSG00000120314,65,1,1,383,3582
ENSG00000120318,69,1,1,1544,6042
ENSG00000120327,37,1,1,798,2880
ENSG00000120329,33,1,1,301,948
ENSG00000120332,70,1,1,1299,15183
ENSG00000120333,66,1,1,128,699
ENSG00000120334,67,1,1,390,1596
ENSG00000120337,61,1,1,199,1134
ENSG00000120341,71,1,1,1060,5067
ENSG00000120370,67,1,1,394,1806
ENSG00000120436,34,1,1,319,1293
ENSG00000120438,55,1,1,556,2067
ENSG00000120440,42,1,1,592,3912
ENSG00000120451,71,1,1,992,4152
ENSG00000120457,70,1,1,419,1572
ENSG00000120458,62,1,1,559,2769
ENSG00000120498,53,1,1,940,4563
ENSG00000120500,60,1,1,388,1926
ENSG00000120509,64,1,1,140,1197
ENSG00000120519,70,1,1,358,1749
ENSG00000120526,70,1,1,583,2841
ENSG00000120533,52,1,1,101,372
ENSG00000120539,71,1,1,879,3762
ENSG00000120549,69,1,1,1943,9432
ENSG00000120594,71,1,1,529,2403
ENSG00000120616,71,1,1,836,3207
ENSG00000120645,70,1,1,1182,7158
ENSG00000120647,71,1,1,488,2532
ENSG00000120656,63,1,1,161,801
ENSG00000120658,71,1,1,643,2871
ENSG00000120659,71,1,1,317,1302
ENSG00000120662,70,1,1,445,1617
ENSG00000120675,65,1,1,150,747
ENSG00000120685,70,1,1,944,3663
ENSG00000120686,54,1,1,103,915
ENSG00000120688,69,1,1,376,1722
ENSG00000120690,71,1,1,619,3555
ENSG00000120693,70,1,1,467,3183
ENSG00000120694,69,1,1,860,3870
ENSG00000120696,52,1,1,684,2265
ENSG00000120697,71,1,1,324,1905
ENSG00000120699,64,1,1,276,1425
ENSG00000120705,55,1,1,437,1788
ENSG00000120708,72,1,1,683,2922
ENSG00000120709,67,1,1,392,1440
ENSG00000120725,72,1,1,461,3027
ENSG00000120727,67,1,1,127,1026
ENSG00000120729,70,1,1,498,3798
ENSG00000120733,72,1,1,1761,9417
ENSG00000120738,66,1,1,543,1851
ENSG00000120742,59,1,1,66,297
ENSG00000120756,69,1,1,629,2784
ENSG00000120784,60,1,1,519,2037
ENSG00000120798,72,1,1,603,3477
ENSG00000120800,72,1,1,2785,11166
ENSG00000120802,69,1,1,694,6678
ENSG00000120805,69,1,1,181,912
ENSG00000120820,70,1,1,349,1833
ENSG00000120832,59,1,1,385,1308
ENSG00000120833,61,1,1,198,1320
ENSG00000120837,57,1,1,207,819
ENSG00000120860,66,1,1,194,915
ENSG00000120868,71,1,1,1248,4665
ENSG00000120875,64,1,1,394,1905
ENSG00000120885,65,1,1,449,2664
ENSG00000120896,68,1,1,671,5622
ENSG00000120899,70,1,1,1009,4308
ENSG00000120903,67,1,1,529,2814
ENSG00000120907,71,1,1,475,2406
ENSG00000120910,72,1,1,521,3225
ENSG00000120913,66,1,1,602,3249
ENSG00000120915,70,1,1,555,3195
ENSG00000120937,50,1,1,134,699
ENSG00000120942,67,1,1,338,1152
ENSG00000120948,51,1,1,414,1596
ENSG00000120949,63,1,1,595,5121
ENSG00000120963,64,1,1,76,813
ENSG00000120992,50,1,1,230,1098
ENSG00000121005,71,1,1,500,2310
ENSG00000121022,63,1,1,334,1377
ENSG00000121039,69,1,1,341,1122
ENSG00000121053,64,1,1,715,2817
ENSG00000121057,68,1,1,903,4461
ENSG00000121058,68,1,1,576,2520
ENSG00000121060,70,1,1,630,3405
ENSG00000121064,67,1,1,452,2511
ENSG00000121068,65,1,1,712,5418
ENSG00000121073,69,1,1,359,2172
ENSG00000121075,70,1,1,546,2124
ENSG00000121101,65,1,1,1497,8712
ENSG00000121104,62,1,1,453,2466
ENSG00000121152,71,1,1,741,3180
ENSG00000121207,65,1,1,230,1059
ENSG00000121210,70,1,1,1610,7020
ENSG00000121211,58,1,1,205,1086
ENSG00000121236,43,1,1,516,1839
ENSG00000121274,71,1,1,698,3693
ENSG00000121281,69,1,1,1080,8268
ENSG00000121289,69,1,1,783,4863
ENSG00000121297,68,1,1,1081,4131
ENSG00000121310,61,1,1,292,1659
ENSG00000121316,71,1,1,553,2703
ENSG00000121350,71,1,1,500,2430
ENSG00000121351,61,1,1,89,390
ENSG00000121361,69,1,1,424,1497
ENSG00000121377,34,1,1,318,1017
ENSG00000121380,63,1,1,327,2319
ENSG00000121390,68,1,1,523,3003
ENSG00000121410,52,1,1,495,3861
ENSG00000121413,46,1,1,566,6075
ENSG00000121440,69,1,1,1066,5970
ENSG00000121446,61,1,1,1076,5835
ENSG00000121454,68,1,1,390,1749
ENSG00000121481,62,1,1,336,1413
ENSG00000121486,69,1,1,733,4086
ENSG00000121542,70,1,1,307,1791
ENSG00000121570,52,1,1,304,2226
ENSG00000121577,68,1,1,364,1431
ENSG00000121578,68,1,1,344,1425
ENSG00000121579,56,1,1,169,828
ENSG00000121594,56,1,1,288,2700
ENSG00000121621,70,1,1,898,3456
ENSG00000121634,54,1,1,433,1566
ENSG00000121644,69,1,1,194,1119
ENSG00000121653,69,1,1,711,6306
ENSG00000121671,70,1,1,614,2928
ENSG00000121680,71,1,1,346,1911
ENSG00000121690,67,1,1,511,2373
ENSG00000121691,70,1,1,527,2196
ENSG00000121741,72,1,1,1377,4986
ENSG00000121742,62,1,1,261,783
ENSG00000121743,46,1,1,435,2085
ENSG00000121749,70,1,1,691,4134
ENSG00000121753,67,1,1,1584,9465
ENSG00000121764,67,1,1,425,2037
ENSG00000121766,56,1,1,263,2070
ENSG00000121769,48,1,1,133,681
ENSG00000121774,68,1,1,443,2370
ENSG00000121775,69,1,1,492,2577
ENSG00000121797,59,1,1,356,1869
ENSG00000121807,45,1,1,374,1977
ENSG00000121853,68,1,1,366,1122
ENSG00000121858,68,1,1,281,2001
ENSG00000121864,57,1,1,485,2241
ENSG00000121871,64,1,1,977,3201
ENSG00000121879,69,1,1,1068,3678
ENSG00000121892,70,1,1,1337,4860
ENSG00000121895,69,1,1,296,1707
ENSG00000121897,64,1,1,372,1473
ENSG00000121898,70,1,1,756,3480
ENSG00000121900,68,1,1,222,1413
ENSG00000121903,71,1,1,1043,4101
ENSG00000121904,70,1,1,3631,16866
ENSG00000121905,70,1,1,193,2475
ENSG00000121931,71,1,1,769,2772
ENSG00000121933,59,1,1,347,2376
ENSG00000121940,68,1,1,551,2622
ENSG00000121957,71,1,1,684,2556
ENSG00000121964,71,1,1,458,2772
ENSG00000121966,69,1,1,356,1623
ENSG00000121988,69,1,1,1079,5505
ENSG00000121989,71,1,1,513,2301
ENSG00000122008,69,1,1,870,3720
ENSG00000122012,72,1,1,727,2454
ENSG00000122025,72,1,1,993,4770
ENSG00000122033,71,1,1,278,1572
ENSG00000122034,69,1,1,365,4590
ENSG00000122035,66,1,1,242,1071
ENSG00000122042,71,1,1,117,642
ENSG00000122068,59,1,1,318,1695
ENSG00000122085,65,1,1,381,1875
ENSG00000122121,70,1,1,674,3645
ENSG00000122122,67,1,1,380,2016
ENSG00000122126,69,1,1,901,3681
ENSG00000122140,64,1,1,296,2433
ENSG00000122145,64,1,1,520,2121
ENSG00000122176,66,1,1,376,1779
ENSG00000122180,71,1,1,224,1125
ENSG00000122188,66,1,1,398,1902
ENSG00000122194,59,1,1,810,3861
ENSG00000122203,62,1,1,305,1029
ENSG00000122218,70,1,1,1233,5316
ENSG00000122223,57,1,1,370,3105
ENSG00000122224,48,1,1,655,3900
ENSG00000122254,62,1,1,367,1161
ENSG00000122257,68,1,1,1792,6459
ENSG00000122299,71,1,1,971,3660
ENSG00000122335,72,1,1,654,3162
ENSG00000122359,64,1,1,505,3048
ENSG00000122367,69,1,1,732,3762
ENSG00000122375,67,1,1,489,3312
ENSG00000122376,57,1,1,904,4845
ENSG00000122378,68,1,1,229,1047
ENSG00000122386,64,1,1,554,3171
ENSG00000122390,66,1,1,249,1710
ENSG00000122417,70,1,1,636,3909
ENSG00000122420,71,1,1,359,1140
ENSG00000122432,56,1,1,459,2241
ENSG00000122435,69,1,1,481,1848
ENSG00000122477,70,1,1,339,1476
ENSG00000122481,68,1,1,267,2034
ENSG00000122482,72,1,1,1327,4698
ENSG00000122483,69,1,1,1454,6690
ENSG00000122484,68,1,1,612,3027
ENSG00000122490,67,1,1,271,1065
ENSG00000122507,70,1,1,887,4020
ENSG00000122515,62,1,1,920,3792
ENSG00000122545,63,1,1,401,4038
ENSG00000122547,69,1,1,569,1860
ENSG00000122550,68,1,1,586,2058
ENSG00000122557,71,1,1,406,1506
ENSG00000122565,47,1,1,183,963
ENSG00000122566,66,1,1,353,1911
ENSG00000122574,67,1,1,483,6540
ENSG00000122584,67,1,1,271,1428
ENSG00000122585,67,1,1,97,1167
ENSG00000122591,71,1,1,521,3234
ENSG00000122592,63,1,1,230,777
ENSG00000122641,69,1,1,426,1629
ENSG00000122642,69,1,1,623,3726
ENSG00000122643,63,1,1,336,1425
ENSG00000122644,54,1,1,200,1026
ENSG00000122678,70,1,1,508,4587
ENSG00000122679,62,1,1,148,1386
ENSG00000122687,63,1,1,246,1791
ENSG00000122691,39,1,1,202,1230
ENSG00000122692,67,1,1,513,1893
ENSG00000122694,58,1,1,154,2505
ENSG00000122705,67,1,1,248,912
ENSG00000122707,72,1,1,971,4128
ENSG00000122711,59,1,1,86,1068
ENSG00000122729,71,1,1,889,3426
ENSG00000122733,67,1,1,400,2058
ENSG00000122735,70,1,1,703,2988
ENSG00000122741,69,1,1,559,2907
ENSG00000122756,69,1,1,372,2136
ENSG00000122778,67,1,1,1950,9099
ENSG00000122779,67,1,1,1050,5583
ENSG00000122783,64,1,1,157,1035
ENSG00000122786,69,1,1,793,6252
ENSG00000122787,61,1,1,326,1128
ENSG00000122859,40,1,1,214,723
ENSG00000122861,70,1,1,431,2550
ENSG00000122862,61,1,1,158,789
ENSG00000122863,65,1,1,479,2412
ENSG00000122870,70,1,1,974,4701
ENSG00000122873,60,1,1,108,537
ENSG00000122877,65,1,1,476,2472
ENSG00000122882,70,1,1,677,3786
ENSG00000122884,72,1,1,534,2883
ENSG00000122912,65,1,1,332,1716
ENSG00000122952,63,1,1,277,1857
ENSG00000122958,68,1,1,327,1599
ENSG00000122965,63,1,1,960,4422
ENSG00000122966,71,1,1,2069,8013
ENSG00000122970,70,1,1,676,2985
ENSG00000122971,67,1,1,412,2199
ENSG00000122986,66,1,1,273,1965
ENSG00000123064,68,1,1,882,5406
ENSG00000123066,71,1,1,2210,8439
ENSG00000123080,68,1,1,168,609
ENSG00000123091,69,1,1,154,804
ENSG00000123094,69,1,1,419,1902
ENSG00000123095,59,1,1,482,4173
ENSG00000123096,67,1,1,243,1626
ENSG00000123104,67,1,1,2701,9540
ENSG00000123106,65,1,1,441,2217
ENSG00000123119,67,1,1,351,1833
ENSG00000123124,68,1,1,922,3927
ENSG00000123131,70,1,1,271,1608
ENSG00000123136,60,1,1,427,2628
ENSG00000123143,63,1,1,948,5448
ENSG00000123144,57,1,1,176,1104
ENSG00000123146,62,1,1,835,6708
ENSG00000123154,66,1,1,315,1254
ENSG00000123159,63,1,1,333,1839
ENSG00000123165,45,1,1,376,1434
ENSG00000123171,48,1,1,233,843
ENSG00000123178,68,1,1,196,1323
ENSG00000123179,62,1,1,206,795
ENSG00000123191,68,1,1,1465,6678
ENSG00000123200,70,1,1,1668,7395
ENSG00000123213,71,1,1,704,4245
ENSG00000123219,70,1,1,269,1884
ENSG00000123240,69,1,1,577,2874
ENSG00000123243,70,1,1,728,4815
ENSG00000123268,66,1,1,271,1422
ENSG00000123297,69,1,1,346,2430
ENSG00000123307,60,1,1,331,1035
ENSG00000123329,65,1,1,821,4935
ENSG00000123338,68,1,1,1127,4098
ENSG00000123342,71,1,1,508,3138
ENSG00000123349,52,1,1,154,738
ENSG00000123352,65,1,1,545,2451
ENSG00000123353,57,1,1,153,885
ENSG00000123358,69,1,1,652,4017
ENSG00000123360,67,1,1,536,5370
ENSG00000123364,58,1,1,330,1275
ENSG00000123374,65,1,1,298,1608
ENSG00000123384,65,1,1,4544,19887
ENSG00000123388,64,1,1,304,2283
ENSG00000123395,64,1,1,218,1353
ENSG00000123405,68,1,1,373,1254
ENSG00000123407,59,1,1,282,1059
ENSG00000123411,68,1,1,585,3411
ENSG00000123415,60,1,1,270,1221
ENSG00000123416,54,1,1,451,1755
ENSG00000123427,66,1,1,226,840
ENSG00000123444,69,1,1,543,2046
ENSG00000123453,64,1,1,918,4797
ENSG00000123454,67,1,1,617,2808
ENSG00000123472,65,1,1,351,1758
ENSG00000123473,70,1,1,1288,5916
ENSG00000123485,60,1,1,748,4935
ENSG00000123496,68,1,1,380,2343
ENSG00000123500,69,1,1,680,2100
ENSG00000123545,59,1,1,175,633
ENSG00000123552,71,1,1,814,5898
ENSG00000123560,69,1,1,277,1470
ENSG00000123561,58,1,1,415,1578
ENSG00000123562,51,1,1,288,1545
ENSG00000123570,61,1,1,201,603
ENSG00000123572,69,1,1,1582,10149
ENSG00000123575,66,1,1,388,1470
ENSG00000123576,44,1,1,406,2718
ENSG00000123595,54,1,1,201,621
ENSG00000123600,71,1,1,407,1968
ENSG00000123607,72,1,1,1316,4800
ENSG00000123609,68,1,1,307,1824
ENSG00000123610,70,1,1,277,864
ENSG00000123612,72,1,1,493,2415
ENSG00000123636,70,1,1,2168,7647
ENSG00000123643,69,1,1,476,1803
ENSG00000123684,71,1,1,370,3141
ENSG00000123685,65,1,1,127,1413
ENSG00000123689,45,1,1,103,723
ENSG00000123700,69,1,1,427,1413
ENSG00000123728,69,1,1,183,1485
ENSG00000123737,72,1,1,456,2205
ENSG00000123739,60,1,1,189,1092
ENSG00000123810,63,1,1,175,870
ENSG00000123815,70,1,1,544,3657
ENSG00000123892,69,1,1,211,1515
ENSG00000123901,67,1,1,423,1890
ENSG00000123908,69,1,1,859,4551
ENSG00000123933,63,1,1,209,2154
ENSG00000123975,64,1,1,79,486
ENSG00000123977,70,1,1,415,2283
ENSG00000123983,72,1,1,720,2490
ENSG00000123989,68,1,1,775,2478
ENSG00000123992,68,1,1,493,2565
ENSG00000123999,68,1,1,366,1923
ENSG00000124003,68,1,1,335,1896
ENSG00000124006,63,1,1,1896,9798
ENSG00000124019,65,1,1,455,1776
ENSG00000124067,72,1,1,1087,6045
ENSG00000124074,69,1,1,346,1818
ENSG00000124089,52,1,1,323,1269
ENSG00000124091,65,1,1,429,1947
ENSG00000124092,65,1,1,700,3849
ENSG00000124098,62,1,1,192,1008
ENSG00000124104,64,1,1,373,1371
ENSG00000124107,55,1,1,132,795
ENSG00000124116,62,1,1,231,1494
ENSG00000124120,71,1,1,342,1239
ENSG00000124126,69,1,1,1659,8439
ENSG00000124134,66,1,1,526,2340
ENSG00000124140,67,1,1,1139,6168
ENSG00000124143,50,1,1,622,3753
ENSG00000124145,69,1,1,198,1041
ENSG00000124151,72,1,1,1424,5493
ENSG00000124155,71,1,1,578,3285
ENSG00000124159,68,1,1,581,4311
ENSG00000124160,69,1,1,579,2502
ENSG00000124164,67,1,1,243,1242
ENSG00000124171,66,1,1,372,1683
ENSG00000124172,58,1,1,51,306
ENSG00000124177,71,1,1,2715,9078
ENSG00000124181,67,1,1,1291,6762
ENSG00000124191,68,1,1,506,4311
ENSG00000124193,64,1,1,344,1602
ENSG00000124194,68,1,1,386,1773
ENSG00000124196,44,1,1,148,708
ENSG00000124198,72,1,1,1785,6987
ENSG00000124201,71,1,1,1918,7224
ENSG00000124203,62,1,1,1677,7128
ENSG00000124205,64,1,1,238,2205
ENSG00000124207,68,1,1,971,3369
ENSG00000124208,18,1,1,370,1365
ENSG00000124209,68,1,1,194,1131
ENSG00000124212,68,1,1,500,2889
ENSG00000124214,71,1,1,577,3285
ENSG00000124215,44,1,1,832,5091
ENSG00000124216,59,1,1,264,1185
ENSG00000124217,59,1,1,460,1728
ENSG00000124225,64,1,1,287,2457
ENSG00000124226,71,1,1,228,1503
ENSG00000124227,61,1,1,345,2655
ENSG00000124228,72,1,1,796,4305
ENSG00000124232,69,1,1,517,3321
ENSG00000124237,68,1,1,137,882
ENSG00000124249,57,1,1,330,1938
ENSG00000124251,67,1,1,290,1815
ENSG00000124253,71,1,1,622,2322
ENSG00000124256,55,1,1,429,2916
ENSG00000124257,65,1,1,285,963
ENSG00000124275,64,1,1,725,3663
ENSG00000124279,68,1,1,662,2805
ENSG00000124299,68,1,1,493,2391
ENSG00000124302,68,1,1,424,2190
ENSG00000124313,70,1,1,1488,8472
ENSG00000124333,66,1,1,260,3231
ENSG00000124334,59,1,1,521,4185
ENSG00000124356,64,1,1,424,2256
ENSG00000124357,69,1,1,390,2871
ENSG00000124370,58,1,1,176,921
ENSG00000124374,66,1,1,123,816
ENSG00000124380,65,1,1,155,1254
ENSG00000124383,64,1,1,681,3087
ENSG00000124391,63,1,1,197,837
ENSG00000124406,71,1,1,1164,5472
ENSG00000124422,64,1,1,525,3069
ENSG00000124429,70,1,1,595,2904
ENSG00000124440,66,1,1,669,4245
ENSG00000124449,50,1,1,463,3165
ENSG00000124459,54,1,1,682,3186
ENSG00000124466,65,1,1,346,2646
ENSG00000124479,68,1,1,133,399
ENSG00000124486,63,1,1,2570,9045
ENSG00000124490,59,1,1,243,1239
ENSG00000124491,70,1,1,732,3144
ENSG00000124493,67,1,1,912,5496
ENSG00000124507,68,1,1,444,2406
ENSG00000124523,67,1,1,310,1857
ENSG00000124532,71,1,1,446,2556
ENSG00000124535,69,1,1,665,3252
ENSG00000124541,56,1,1,259,1617
ENSG00000124557,66,1,1,526,2148
ENSG00000124562,54,1,1,159,1224
ENSG00000124564,57,1,1,498,2013
ENSG00000124568,59,1,1,467,2469
ENSG00000124571,70,1,1,1204,4647
ENSG00000124574,67,1,1,1492,7092
ENSG00000124575,37,1,1,221,858
ENSG00000124587,70,1,1,980,3615
ENSG00000124588,67,1,1,231,1659
ENSG00000124596,64,1,1,152,759
ENSG00000124602,65,1,1,518,2394
ENSG00000124608,70,1,1,985,4581
ENSG00000124610,39,1,1,215,684
ENSG00000124614,46,1,1,165,777
ENSG00000124615,70,1,1,385,3261
ENSG00000124635,38,1,1,126,504
ENSG00000124657,35,1,1,313,1161
ENSG00000124659,46,1,1,346,1263
ENSG00000124664,70,1,1,335,1440
ENSG00000124678,62,1,1,516,4173
ENSG00000124688,66,1,1,306,1680
ENSG00000124701,71,1,1,224,1119
ENSG00000124702,68,1,1,382,2835
ENSG00000124713,67,1,1,295,1602
ENSG00000124721,55,1,1,4707,16893
ENSG00000124731,60,1,1,234,2229
ENSG00000124733,53,1,1,185,1026
ENSG00000124743,69,1,1,634,2175
ENSG00000124762,67,1,1,164,1158
ENSG00000124766,49,1,1,474,2691
ENSG00000124767,65,1,1,184,729
ENSG00000124772,69,1,1,593,3684
ENSG00000124782,68,1,1,1742,8508
ENSG00000124783,62,1,1,286,2256
ENSG00000124784,71,1,1,568,3030
ENSG00000124785,62,1,1,168,1260
ENSG00000124786,71,1,1,401,1725
ENSG00000124787,66,1,1,363,1623
ENSG00000124788,65,1,1,815,4662
ENSG00000124789,68,1,1,1506,5646
ENSG00000124795,55,1,1,375,1797
ENSG00000124812,58,1,1,249,1848
ENSG00000124813,71,1,1,521,5883
ENSG00000124818,72,1,1,354,2394
ENSG00000124827,68,1,1,506,1674
ENSG00000124831,69,1,1,808,10344
ENSG00000124839,57,1,1,212,1290
ENSG00000124882,70,1,1,169,1290
ENSG00000124920,68,1,1,1151,7785
ENSG00000124942,52,1,1,5890,53160
ENSG00000125037,69,1,1,261,1116
ENSG00000125046,65,1,1,375,2607
ENSG00000125084,64,1,1,370,1221
ENSG00000125089,57,1,1,1336,8913
ENSG00000125107,68,1,1,2376,8607
ENSG00000125122,66,1,1,223,2640
ENSG00000125124,70,1,1,721,3093
ENSG00000125149,65,1,1,422,2610
ENSG00000125166,58,1,1,430,1563
ENSG00000125170,69,1,1,365,2040
ENSG00000125207,68,1,1,861,3462
ENSG00000125245,63,1,1,331,1071
