Parsing alignment lchiroptera_subt2_mt12cp ... ... 
Length alignment: 7240
Number of taxa: 634
Taxon: ametrida_centurio | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: miniopterus_tristis | Num gaps: 6550 | Missing taxon?: N | % Missing data: 90.4696132596685
Taxon: molossops_mattogrossensis | Num gaps: 6648 | Missing taxon?: N | % Missing data: 91.8232044198895
Taxon: molossops_temminckii | Num gaps: 6650 | Missing taxon?: N | % Missing data: 91.8508287292818
Taxon: molossus_ater | Num gaps: 5948 | Missing taxon?: N | % Missing data: 82.1546961325967
Taxon: molossus_molossus | Num gaps: 5890 | Missing taxon?: N | % Missing data: 81.353591160221
Taxon: molossus_rufus | Num gaps: 6664 | Missing taxon?: N | % Missing data: 92.0441988950276
Taxon: molossus_sinaloae | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: monophyllus_plethodon | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: monophyllus_redmani | Num gaps: 5880 | Missing taxon?: N | % Missing data: 81.2154696132597
Taxon: mops_bakarii | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: mops_condylurus | Num gaps: 6670 | Missing taxon?: N | % Missing data: 92.1270718232044
Taxon: mops_leucostigma | Num gaps: 5990 | Missing taxon?: N | % Missing data: 82.7348066298343
Taxon: mops_midas | Num gaps: 6522 | Missing taxon?: N | % Missing data: 90.0828729281768
Taxon: mormoops_blainvillei | Num gaps: 5872 | Missing taxon?: N | % Missing data: 81.1049723756906
Taxon: mormoops_megalophylla | Num gaps: 5796 | Missing taxon?: N | % Missing data: 80.0552486187845
Taxon: mormopterus_beccarii | Num gaps: 6546 | Missing taxon?: N | % Missing data: 90.414364640884
Taxon: mormopterus_cobourgianus | Num gaps: 6734 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_eleryi | Num gaps: 6734 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_halli | Num gaps: 6734 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_kitcheneri | Num gaps: 6734 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_loriae | Num gaps: 6734 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_lumsdenae | Num gaps: 6734 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_norfolkensis | Num gaps: 6734 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_petersi | Num gaps: 6734 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_planiceps | Num gaps: 6734 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_ridei | Num gaps: 6734 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: murina_aenea | Num gaps: 5912 | Missing taxon?: N | % Missing data: 81.6574585635359
Taxon: murina_aurata | Num gaps: 6604 | Missing taxon?: N | % Missing data: 91.2154696132597
Taxon: murina_bicolor | Num gaps: 5854 | Missing taxon?: N | % Missing data: 80.8563535911602
Taxon: murina_cineracea | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: murina_cyclotis | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: murina_eleryi | Num gaps: 6548 | Missing taxon?: N | % Missing data: 90.4419889502762
Taxon: murina_florium | Num gaps: 5912 | Missing taxon?: N | % Missing data: 81.6574585635359
Taxon: murina_gracilis | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: murina_hilgendorfi | Num gaps: 5912 | Missing taxon?: N | % Missing data: 81.6574585635359
Taxon: murina_huttoni | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_jaintiana | Num gaps: 6514 | Missing taxon?: N | % Missing data: 89.9723756906077
Taxon: murina_leucogaster | Num gaps: 76 | Missing taxon?: N | % Missing data: 1.04972375690608
Taxon: murina_peninsularis | Num gaps: 5912 | Missing taxon?: N | % Missing data: 81.6574585635359
Taxon: murina_pluvialis | Num gaps: 6486 | Missing taxon?: N | % Missing data: 89.585635359116
Taxon: murina_puta | Num gaps: 5912 | Missing taxon?: N | % Missing data: 81.6574585635359
Taxon: murina_recondita | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: murina_rozendaali | Num gaps: 6604 | Missing taxon?: N | % Missing data: 91.2154696132597
Taxon: murina_ryukyuna | Num gaps: 6604 | Missing taxon?: N | % Missing data: 91.2154696132597
Taxon: murina_suilla | Num gaps: 5912 | Missing taxon?: N | % Missing data: 81.6574585635359
Taxon: murina_tiensa | Num gaps: 5912 | Missing taxon?: N | % Missing data: 81.6574585635359
Taxon: murina_tubinaris | Num gaps: 5912 | Missing taxon?: N | % Missing data: 81.6574585635359
Taxon: murina_ussuriensis | Num gaps: 40 | Missing taxon?: N | % Missing data: 0.552486187845304
Taxon: musonycteris_harrisoni | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: myopterus_daubentonii | Num gaps: 6658 | Missing taxon?: N | % Missing data: 91.9613259668508
Taxon: myotis_adversus | Num gaps: 5152 | Missing taxon?: N | % Missing data: 71.1602209944751
Taxon: myotis_adversus_taiwanensis | Num gaps: 5848 | Missing taxon?: N | % Missing data: 80.7734806629834
Taxon: myotis_adversus_tanimbarensis | Num gaps: 5880 | Missing taxon?: N | % Missing data: 81.2154696132597
Taxon: myotis_aff_alcathoe | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_albescens | Num gaps: 5964 | Missing taxon?: N | % Missing data: 82.3756906077348
Taxon: myotis_alcathoe | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_altarium | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_anjouanensis | Num gaps: 6488 | Missing taxon?: N | % Missing data: 89.6132596685083
Taxon: myotis_annamiticus | Num gaps: 6508 | Missing taxon?: N | % Missing data: 89.8895027624309
Taxon: myotis_annectans | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_atacamensis | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_ater | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_aurascens | Num gaps: 5848 | Missing taxon?: N | % Missing data: 80.7734806629834
Taxon: myotis_auriculus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_austroriparius | Num gaps: 6494 | Missing taxon?: N | % Missing data: 89.6961325966851
Taxon: myotis_bechsteinii | Num gaps: 5872 | Missing taxon?: N | % Missing data: 81.1049723756906
Taxon: myotis_blythii_ancilla | Num gaps: 6484 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: myotis_blythii_blythii | Num gaps: 5950 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: myotis_blythii_omari | Num gaps: 6488 | Missing taxon?: N | % Missing data: 89.6132596685083
Taxon: myotis_bocagii | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_bocagii_cupreolus | Num gaps: 6554 | Missing taxon?: N | % Missing data: 90.524861878453
Taxon: myotis_bombinus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_bombinus_amurensis | Num gaps: 6558 | Missing taxon?: N | % Missing data: 90.5801104972376
Taxon: myotis_brandtii | Num gaps: 80 | Missing taxon?: N | % Missing data: 1.10497237569061
Taxon: myotis_californicus | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: myotis_capaccinii | Num gaps: 5848 | Missing taxon?: N | % Missing data: 80.7734806629834
Taxon: myotis_chiloensis | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_chinensis | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_ciliolabrum | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_csorbai | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_dasycneme | Num gaps: 5882 | Missing taxon?: N | % Missing data: 81.2430939226519
Taxon: myotis_daubentonii | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_nathalinae | Num gaps: 5978 | Missing taxon?: N | % Missing data: 82.5690607734807
Taxon: myotis_davidii | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: myotis_dominicensis | Num gaps: 5952 | Missing taxon?: N | % Missing data: 82.2099447513812
Taxon: myotis_elegans | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_emarginatus | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_escalerai | Num gaps: 5950 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: myotis_evotis | Num gaps: 6484 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: myotis_evotis_milleri | Num gaps: 6490 | Missing taxon?: N | % Missing data: 89.6408839779006
Taxon: myotis_fimbriatus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_flavus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_formosus | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: myotis_fortidens | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_frater | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_goudoti | Num gaps: 6484 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: myotis_gracilis | Num gaps: 6708 | Missing taxon?: N | % Missing data: 92.6519337016575
Taxon: myotis_grisescens | Num gaps: 6548 | Missing taxon?: N | % Missing data: 90.4419889502762
Taxon: myotis_hajastanicus | Num gaps: 6486 | Missing taxon?: N | % Missing data: 89.585635359116
Taxon: myotis_hasseltii | Num gaps: 5952 | Missing taxon?: N | % Missing data: 82.2099447513812
Taxon: myotis_horsfieldii | Num gaps: 5950 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: myotis_horsfieldii_deignani | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_ikonnikovi | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: myotis_keaysi | Num gaps: 5966 | Missing taxon?: N | % Missing data: 82.4033149171271
Taxon: myotis_keenii | Num gaps: 6628 | Missing taxon?: N | % Missing data: 91.5469613259668
Taxon: myotis_laniger | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_leibii | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_levis | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_longipes | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_lucifugus | Num gaps: 46 | Missing taxon?: N | % Missing data: 0.635359116022099
Taxon: myotis_lucifugus_alascensis | Num gaps: 6492 | Missing taxon?: N | % Missing data: 89.6685082872928
Taxon: myotis_lucifugus_carissima | Num gaps: 6132 | Missing taxon?: N | % Missing data: 84.6961325966851
Taxon: myotis_lucifugus_relictus | Num gaps: 6486 | Missing taxon?: N | % Missing data: 89.585635359116
Taxon: myotis_macrodactylus | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: myotis_macropus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_macrotarsus | Num gaps: 5968 | Missing taxon?: N | % Missing data: 82.4309392265193
Taxon: myotis_martiniquensis | Num gaps: 6516 | Missing taxon?: N | % Missing data: 90
Taxon: myotis_martiniquensis_nyctor | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_melanorhinus | Num gaps: 6490 | Missing taxon?: N | % Missing data: 89.6408839779006
Taxon: myotis_montivagus | Num gaps: 5952 | Missing taxon?: N | % Missing data: 82.2099447513812
Taxon: myotis_muricola | Num gaps: 5156 | Missing taxon?: N | % Missing data: 71.2154696132597
Taxon: myotis_muricola_browni | Num gaps: 5956 | Missing taxon?: N | % Missing data: 82.2651933701657
Taxon: myotis_myotis | Num gaps: 5950 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: myotis_myotis_blythii | Num gaps: 6710 | Missing taxon?: N | % Missing data: 92.6795580110497
Taxon: myotis_mystacinus | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_nattereri | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_nattereri_tschuliensis | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_nesopolus_nesopolus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_nigricans | Num gaps: 5256 | Missing taxon?: N | % Missing data: 72.5966850828729
Taxon: myotis_oxygnathus | Num gaps: 5896 | Missing taxon?: N | % Missing data: 81.4364640883978
Taxon: myotis_oxyotus | Num gaps: 6004 | Missing taxon?: N | % Missing data: 82.9281767955801
Taxon: myotis_pequinius | Num gaps: 6574 | Missing taxon?: N | % Missing data: 90.8011049723757
Taxon: myotis_petax | Num gaps: 44 | Missing taxon?: N | % Missing data: 0.607734806629834
Taxon: myotis_phanluongi | Num gaps: 6492 | Missing taxon?: N | % Missing data: 89.6685082872928
Taxon: myotis_pruinosus | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_punicus | Num gaps: 5886 | Missing taxon?: N | % Missing data: 81.2983425414365
Taxon: myotis_ricketti | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_ridleyi | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_riparius | Num gaps: 5950 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: myotis_rosseti | Num gaps: 6516 | Missing taxon?: N | % Missing data: 90
Taxon: myotis_ruber | Num gaps: 5950 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: myotis_rufoniger | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_schaubi | Num gaps: 5982 | Missing taxon?: N | % Missing data: 82.6243093922652
Taxon: myotis_scotti | Num gaps: 6494 | Missing taxon?: N | % Missing data: 89.6961325966851
Taxon: myotis_secundus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_septentrionalis | Num gaps: 6616 | Missing taxon?: N | % Missing data: 91.3812154696133
Taxon: myotis_sicarius | Num gaps: 6484 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: myotis_siligorensis | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_siligorensis_alticraniatus | Num gaps: 6486 | Missing taxon?: N | % Missing data: 89.585635359116
Taxon: myotis_simus | Num gaps: 5790 | Missing taxon?: N | % Missing data: 79.9723756906077
Taxon: myotis_sodalis | Num gaps: 6508 | Missing taxon?: N | % Missing data: 89.8895027624309
Taxon: myotis_thysanodes | Num gaps: 5950 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: myotis_tricolor | Num gaps: 6486 | Missing taxon?: N | % Missing data: 89.585635359116
Taxon: myotis_velifer | Num gaps: 5436 | Missing taxon?: N | % Missing data: 75.0828729281768
Taxon: myotis_vivesi | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_volans | Num gaps: 5950 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: myotis_watasei | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_welwitschii | Num gaps: 6040 | Missing taxon?: N | % Missing data: 83.4254143646409
Taxon: myotis_yanbarensis | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_yumanensis | Num gaps: 5496 | Missing taxon?: N | % Missing data: 75.9116022099447
Taxon: mystacina_tuberculata | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: myzopoda_aurita | Num gaps: 6488 | Missing taxon?: N | % Missing data: 89.6132596685083
Taxon: myzopoda_schliemanni | Num gaps: 6488 | Missing taxon?: N | % Missing data: 89.6132596685083
Taxon: natalus_jamaicensis | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: natalus_major | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: natalus_saturatus | Num gaps: 6484 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: natalus_stramineus | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: natalus_stramineus_mexicanus | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: natalus_tumidirostris | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: neoromicia_brunneus | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: neoromicia_capensis | Num gaps: 6464 | Missing taxon?: N | % Missing data: 89.2817679558011
Taxon: neoromicia_guineensis | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: neoromicia_malagasyensis | Num gaps: 6470 | Missing taxon?: N | % Missing data: 89.3646408839779
Taxon: neoromicia_matroka | Num gaps: 6464 | Missing taxon?: N | % Missing data: 89.2817679558011
Taxon: neoromicia_nanus | Num gaps: 6488 | Missing taxon?: N | % Missing data: 89.6132596685083
Taxon: neoromicia_rendalli | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: neoromicia_robertsi | Num gaps: 6470 | Missing taxon?: N | % Missing data: 89.3646408839779
Taxon: neoromicia_somalicus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: neoromicia_tenuipinnis | Num gaps: 6670 | Missing taxon?: N | % Missing data: 92.1270718232044
Taxon: neoromicia_zuluensis | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: noctilio_albiventris | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: noctilio_leporinus | Num gaps: 5152 | Missing taxon?: N | % Missing data: 71.1602209944751
Taxon: nyctalus_aviator | Num gaps: 6604 | Missing taxon?: N | % Missing data: 91.2154696132597
Taxon: nyctalus_lasiopterus | Num gaps: 5950 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: nyctalus_leisleri | Num gaps: 5882 | Missing taxon?: N | % Missing data: 81.2430939226519
Taxon: nyctalus_noctula | Num gaps: 42 | Missing taxon?: N | % Missing data: 0.580110497237569
Taxon: nyctalus_plancyi | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: nyctalus_velutinus | Num gaps: 6604 | Missing taxon?: N | % Missing data: 91.2154696132597
Taxon: nycteris_arge | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: nycteris_grandis | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: nycteris_hispida | Num gaps: 5794 | Missing taxon?: N | % Missing data: 80.0276243093923
Taxon: nycteris_javanica | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: nycteris_thebaica | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: nycteris_tragata | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: nycticeinops_schlieffeni | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: nycticeius_humeralis | Num gaps: 6486 | Missing taxon?: N | % Missing data: 89.585635359116
Taxon: nyctiellus_lepidus~ | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: nyctinomops_aurispinosus | Num gaps: 5922 | Missing taxon?: N | % Missing data: 81.7955801104972
Taxon: nyctinomops_femorosaccus | Num gaps: 5914 | Missing taxon?: N | % Missing data: 81.6850828729282
Taxon: nyctinomops_macrotis | Num gaps: 5896 | Missing taxon?: N | % Missing data: 81.4364640883978
Taxon: nyctophilus_geoffroyi | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: nyctophilus_gouldi | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: otomops_madagascariensis | Num gaps: 5982 | Missing taxon?: N | % Missing data: 82.6243093922652
Taxon: otomops_martiensseni | Num gaps: 5902 | Missing taxon?: N | % Missing data: 81.5193370165746
Taxon: otomops_wroughtoni | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: otonycteris_hemprichii | Num gaps: 5854 | Missing taxon?: N | % Missing data: 80.8563535911602
Taxon: otonycteris_leucophaea | Num gaps: 5856 | Missing taxon?: N | % Missing data: 80.8839779005525
Taxon: parastrellus_hesperus | Num gaps: 6484 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: peropteryx_kappleri | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: peropteryx_leucoptera | Num gaps: 6484 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: peropteryx_macrotis | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: peropteryx_trinitatis | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: philetor_brachypterus | Num gaps: 6622 | Missing taxon?: N | % Missing data: 91.4640883977901
Taxon: phylloderma_stenops | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: phyllonycteris_aphylla | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: phyllonycteris_obtusa | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: phyllonycteris_poeyi | Num gaps: 5192 | Missing taxon?: N | % Missing data: 71.7127071823204
Taxon: phyllops_falcatus | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: phyllostomus_discolor | Num gaps: 6638 | Missing taxon?: N | % Missing data: 91.6850828729282
Taxon: phyllostomus_elongatus | Num gaps: 5154 | Missing taxon?: N | % Missing data: 71.1878453038674
Taxon: phyllostomus_hastatus | Num gaps: 5426 | Missing taxon?: N | % Missing data: 74.9447513812155
Taxon: phyllostomus_latifolius | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_abramus | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: pipistrellus_ceylonicus | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_coromandra | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_deserti | Num gaps: 6644 | Missing taxon?: N | % Missing data: 91.767955801105
Taxon: pipistrellus_hanaki | Num gaps: 6640 | Missing taxon?: N | % Missing data: 91.7127071823204
Taxon: pipistrellus_hesperidus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: pipistrellus_javanicus | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_kuhlii | Num gaps: 5892 | Missing taxon?: N | % Missing data: 81.3812154696133
Taxon: pipistrellus_maderensis | Num gaps: 6646 | Missing taxon?: N | % Missing data: 91.7955801104972
Taxon: pipistrellus_nathusii | Num gaps: 5860 | Missing taxon?: N | % Missing data: 80.939226519337
Taxon: pipistrellus_paterculus | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_pipistrellus | Num gaps: 5888 | Missing taxon?: N | % Missing data: 81.3259668508287
Taxon: pipistrellus_pygmaeus | Num gaps: 6708 | Missing taxon?: N | % Missing data: 92.6519337016575
Taxon: pipistrellus_raceyi | Num gaps: 6464 | Missing taxon?: N | % Missing data: 89.2817679558011
Taxon: pipistrellus_rueppellii | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: perimyotis_subflavus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: pipistrellus_tenuis | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: platalina_genovensium | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: platyrrhinus_albericoi | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_aurarius | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_brachycephalus | Num gaps: 4870 | Missing taxon?: N | % Missing data: 67.2651933701657
Taxon: platyrrhinus_dorsalis | Num gaps: 4870 | Missing taxon?: N | % Missing data: 67.2651933701657
Taxon: platyrrhinus_guianensis | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_helleri | Num gaps: 4870 | Missing taxon?: N | % Missing data: 67.2651933701657
Taxon: platyrrhinus_incarum | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_infuscus | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_ismaeli | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_lineatus | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_nigellus | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_masu | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_matapalensis | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_recifinus | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_vittatus | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: plecotus_auritus | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: plecotus_austriacus | Num gaps: 6646 | Missing taxon?: N | % Missing data: 91.7955801104972
Taxon: plecotus_kolombatovici | Num gaps: 6644 | Missing taxon?: N | % Missing data: 91.767955801105
Taxon: plecotus_macrobullaris | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: plecotus_ognevi | Num gaps: 6708 | Missing taxon?: N | % Missing data: 92.6519337016575
Taxon: corynorhinus_rafinesquii | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: plecotus_sacrimontis | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: plecotus_sardus | Num gaps: 6646 | Missing taxon?: N | % Missing data: 91.7955801104972
Taxon: plecotus_teneriffae_gaisleri | Num gaps: 6642 | Missing taxon?: N | % Missing data: 91.7403314917127
Taxon: plecotus_turkmenicus | Num gaps: 6720 | Missing taxon?: N | % Missing data: 92.8176795580111
Taxon: promops_centralis | Num gaps: 6648 | Missing taxon?: N | % Missing data: 91.8232044198895
Taxon: pteronotus_davyi | Num gaps: 5186 | Missing taxon?: N | % Missing data: 71.6298342541436
Taxon: pteronotus_gymnonotus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: pteronotus_macleayii | Num gaps: 5910 | Missing taxon?: N | % Missing data: 81.6298342541436
Taxon: pteronotus_parnellii | Num gaps: 40 | Missing taxon?: N | % Missing data: 0.552486187845304
Taxon: pteronotus_personatus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: pteronotus_pusillus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
