Parsing alignment lchiroptera_subt2_nt12cp ... ... 
Length alignment: 234986
Number of taxa: 634
Taxon: ametrida_centurio | Num gaps: 233630 | Missing taxon?: N | % Missing data: 99.4229443456206
Taxon: molossus_rufus | Num gaps: 234296 | Missing taxon?: N | % Missing data: 99.7063654856034
Taxon: molossus_sinaloae | Num gaps: 234192 | Missing taxon?: N | % Missing data: 99.6621075298103
Taxon: monophyllus_plethodon | Num gaps: 233862 | Missing taxon?: N | % Missing data: 99.5216736316206
Taxon: monophyllus_redmani | Num gaps: 230796 | Missing taxon?: N | % Missing data: 98.2169150502583
Taxon: mops_bakarii | Num gaps: 234146 | Missing taxon?: N | % Missing data: 99.6425318955172
Taxon: mops_condylurus | Num gaps: 234146 | Missing taxon?: N | % Missing data: 99.6425318955172
Taxon: mops_leucostigma | Num gaps: 234146 | Missing taxon?: N | % Missing data: 99.6425318955172
Taxon: mops_midas | Num gaps: 234146 | Missing taxon?: N | % Missing data: 99.6425318955172
Taxon: mormoops_blainvillei | Num gaps: 233240 | Missing taxon?: N | % Missing data: 99.2569770113964
Taxon: mormoops_megalophylla | Num gaps: 227906 | Missing taxon?: N | % Missing data: 96.9870545479305
Taxon: mormopterus_beccarii | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_cobourgianus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_eleryi | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_halli | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_kitcheneri | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_loriae | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_lumsdenae | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_norfolkensis | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_petersi | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_planiceps | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: mormopterus_ridei | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_aenea | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_aurata | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_bicolor | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_cineracea | Num gaps: 234488 | Missing taxon?: N | % Missing data: 99.7880724809138
Taxon: murina_cyclotis | Num gaps: 233582 | Missing taxon?: N | % Missing data: 99.402517596793
Taxon: murina_eleryi | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_florium | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_gracilis | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_hilgendorfi | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_huttoni | Num gaps: 233582 | Missing taxon?: N | % Missing data: 99.402517596793
Taxon: murina_jaintiana | Num gaps: 234216 | Missing taxon?: N | % Missing data: 99.6723209042241
Taxon: murina_leucogaster | Num gaps: 234674 | Missing taxon?: N | % Missing data: 99.8672261326207
Taxon: murina_peninsularis | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_pluvialis | Num gaps: 234212 | Missing taxon?: N | % Missing data: 99.6706186751551
Taxon: murina_puta | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_recondita | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_rozendaali | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_ryukyuna | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_suilla | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_tiensa | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_tubinaris | Num gaps: 233572 | Missing taxon?: N | % Missing data: 99.3982620241206
Taxon: murina_ussuriensis | Num gaps: 234166 | Missing taxon?: N | % Missing data: 99.651043040862
Taxon: musonycteris_harrisoni | Num gaps: 233020 | Missing taxon?: N | % Missing data: 99.1633544126033
Taxon: myopterus_daubentonii | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_adversus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_adversus_taiwanensis | Num gaps: 233912 | Missing taxon?: N | % Missing data: 99.5429514949827
Taxon: myotis_adversus_tanimbarensis | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_aff_alcathoe | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_albescens | Num gaps: 233580 | Missing taxon?: N | % Missing data: 99.4016664822585
Taxon: myotis_alcathoe | Num gaps: 234224 | Missing taxon?: N | % Missing data: 99.675725362362
Taxon: myotis_altarium | Num gaps: 234676 | Missing taxon?: N | % Missing data: 99.8680772471552
Taxon: myotis_anjouanensis | Num gaps: 234228 | Missing taxon?: N | % Missing data: 99.677427591431
Taxon: myotis_annamiticus | Num gaps: 234222 | Missing taxon?: N | % Missing data: 99.6748742478275
Taxon: myotis_annectans | Num gaps: 234228 | Missing taxon?: N | % Missing data: 99.677427591431
Taxon: myotis_atacamensis | Num gaps: 234224 | Missing taxon?: N | % Missing data: 99.675725362362
Taxon: myotis_ater | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_aurascens | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_auriculus | Num gaps: 234222 | Missing taxon?: N | % Missing data: 99.6748742478275
Taxon: myotis_austroriparius | Num gaps: 234224 | Missing taxon?: N | % Missing data: 99.675725362362
Taxon: myotis_bechsteinii | Num gaps: 234228 | Missing taxon?: N | % Missing data: 99.677427591431
Taxon: myotis_blythii_ancilla | Num gaps: 234222 | Missing taxon?: N | % Missing data: 99.6748742478275
Taxon: myotis_blythii_blythii | Num gaps: 234224 | Missing taxon?: N | % Missing data: 99.675725362362
Taxon: myotis_blythii_omari | Num gaps: 234224 | Missing taxon?: N | % Missing data: 99.675725362362
Taxon: myotis_bocagii | Num gaps: 232886 | Missing taxon?: N | % Missing data: 99.106329738793
Taxon: myotis_bocagii_cupreolus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_bombinus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_bombinus_amurensis | Num gaps: 234226 | Missing taxon?: N | % Missing data: 99.6765764768965
Taxon: myotis_brandtii | Num gaps: 234222 | Missing taxon?: N | % Missing data: 99.6748742478275
Taxon: myotis_californicus | Num gaps: 233578 | Missing taxon?: N | % Missing data: 99.400815367724
Taxon: myotis_capaccinii | Num gaps: 233578 | Missing taxon?: N | % Missing data: 99.400815367724
Taxon: myotis_chiloensis | Num gaps: 234232 | Missing taxon?: N | % Missing data: 99.6791298204999
Taxon: myotis_chinensis | Num gaps: 234678 | Missing taxon?: N | % Missing data: 99.8689283616896
Taxon: myotis_ciliolabrum | Num gaps: 233592 | Missing taxon?: N | % Missing data: 99.4067731694654
Taxon: myotis_csorbai | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_dasycneme | Num gaps: 234222 | Missing taxon?: N | % Missing data: 99.6748742478275
Taxon: myotis_daubentonii | Num gaps: 228316 | Missing taxon?: N | % Missing data: 97.1615330274995
Taxon: myotis_nathalinae | Num gaps: 234222 | Missing taxon?: N | % Missing data: 99.6748742478275
Taxon: myotis_davidii | Num gaps: 232302 | Missing taxon?: N | % Missing data: 98.8578042947239
Taxon: myotis_dominicensis | Num gaps: 233578 | Missing taxon?: N | % Missing data: 99.400815367724
Taxon: myotis_elegans | Num gaps: 233630 | Missing taxon?: N | % Missing data: 99.4229443456206
Taxon: myotis_emarginatus | Num gaps: 234228 | Missing taxon?: N | % Missing data: 99.677427591431
Taxon: myotis_escalerai | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_evotis | Num gaps: 234222 | Missing taxon?: N | % Missing data: 99.6748742478275
Taxon: myotis_evotis_milleri | Num gaps: 234252 | Missing taxon?: N | % Missing data: 99.6876409658448
Taxon: myotis_fimbriatus | Num gaps: 234226 | Missing taxon?: N | % Missing data: 99.6765764768965
Taxon: myotis_flavus | Num gaps: 234234 | Missing taxon?: N | % Missing data: 99.6799809350344
Taxon: myotis_formosus | Num gaps: 234224 | Missing taxon?: N | % Missing data: 99.675725362362
Taxon: myotis_fortidens | Num gaps: 233590 | Missing taxon?: N | % Missing data: 99.4059220549309
Taxon: myotis_frater | Num gaps: 234226 | Missing taxon?: N | % Missing data: 99.6765764768965
Taxon: myotis_goudoti | Num gaps: 234234 | Missing taxon?: N | % Missing data: 99.6799809350344
Taxon: myotis_gracilis | Num gaps: 234222 | Missing taxon?: N | % Missing data: 99.6748742478275
Taxon: myotis_grisescens | Num gaps: 234222 | Missing taxon?: N | % Missing data: 99.6748742478275
Taxon: myotis_hajastanicus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_hasseltii | Num gaps: 234226 | Missing taxon?: N | % Missing data: 99.6765764768965
Taxon: myotis_horsfieldii | Num gaps: 233434 | Missing taxon?: N | % Missing data: 99.3395351212413
Taxon: myotis_horsfieldii_deignani | Num gaps: 234226 | Missing taxon?: N | % Missing data: 99.6765764768965
Taxon: myotis_ikonnikovi | Num gaps: 234224 | Missing taxon?: N | % Missing data: 99.675725362362
Taxon: myotis_keaysi | Num gaps: 233594 | Missing taxon?: N | % Missing data: 99.4076242839999
Taxon: myotis_keenii | Num gaps: 234242 | Missing taxon?: N | % Missing data: 99.6833853931724
Taxon: myotis_laniger | Num gaps: 226070 | Missing taxon?: N | % Missing data: 96.2057314052752
Taxon: myotis_leibii | Num gaps: 234222 | Missing taxon?: N | % Missing data: 99.6748742478275
Taxon: myotis_levis | Num gaps: 233578 | Missing taxon?: N | % Missing data: 99.400815367724
Taxon: myotis_longipes | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_lucifugus | Num gaps: 82006 | Missing taxon?: N | % Missing data: 34.8982492574026
Taxon: myotis_lucifugus_alascensis | Num gaps: 234254 | Missing taxon?: N | % Missing data: 99.6884920803793
Taxon: myotis_lucifugus_carissima | Num gaps: 234226 | Missing taxon?: N | % Missing data: 99.6765764768965
Taxon: myotis_lucifugus_relictus | Num gaps: 234256 | Missing taxon?: N | % Missing data: 99.6893431949137
Taxon: myotis_macrodactylus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_macropus | Num gaps: 234514 | Missing taxon?: N | % Missing data: 99.799136969862
Taxon: myotis_macrotarsus | Num gaps: 234222 | Missing taxon?: N | % Missing data: 99.6748742478275
Taxon: myotis_martiniquensis | Num gaps: 234224 | Missing taxon?: N | % Missing data: 99.675725362362
Taxon: myotis_martiniquensis_nyctor | Num gaps: 234284 | Missing taxon?: N | % Missing data: 99.7012587983965
Taxon: myotis_melanorhinus | Num gaps: 234256 | Missing taxon?: N | % Missing data: 99.6893431949137
Taxon: myotis_montivagus | Num gaps: 234224 | Missing taxon?: N | % Missing data: 99.675725362362
Taxon: myotis_muricola | Num gaps: 234676 | Missing taxon?: N | % Missing data: 99.8680772471552
Taxon: myotis_muricola_browni | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_myotis | Num gaps: 232106 | Missing taxon?: N | % Missing data: 98.7743950703446
Taxon: myotis_myotis_blythii | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_mystacinus | Num gaps: 233914 | Missing taxon?: N | % Missing data: 99.5438026095172
Taxon: myotis_nattereri | Num gaps: 234172 | Missing taxon?: N | % Missing data: 99.6535963844655
Taxon: myotis_nattereri_tschuliensis | Num gaps: 234222 | Missing taxon?: N | % Missing data: 99.6748742478275
Taxon: myotis_nesopolus_nesopolus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_nigricans | Num gaps: 232976 | Missing taxon?: N | % Missing data: 99.1446298928447
Taxon: myotis_oxygnathus | Num gaps: 234226 | Missing taxon?: N | % Missing data: 99.6765764768965
Taxon: myotis_oxyotus | Num gaps: 234224 | Missing taxon?: N | % Missing data: 99.675725362362
Taxon: myotis_pequinius | Num gaps: 234224 | Missing taxon?: N | % Missing data: 99.675725362362
Taxon: myotis_petax | Num gaps: 234172 | Missing taxon?: N | % Missing data: 99.6535963844655
Taxon: myotis_phanluongi | Num gaps: 234524 | Missing taxon?: N | % Missing data: 99.8033925425345
Taxon: myotis_pruinosus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_punicus | Num gaps: 234226 | Missing taxon?: N | % Missing data: 99.6765764768965
Taxon: myotis_ricketti | Num gaps: 214660 | Missing taxon?: N | % Missing data: 91.3501229860502
Taxon: myotis_ridleyi | Num gaps: 234232 | Missing taxon?: N | % Missing data: 99.6791298204999
Taxon: myotis_riparius | Num gaps: 233436 | Missing taxon?: N | % Missing data: 99.3403862357758
Taxon: myotis_rosseti | Num gaps: 234224 | Missing taxon?: N | % Missing data: 99.675725362362
Taxon: myotis_ruber | Num gaps: 234228 | Missing taxon?: N | % Missing data: 99.677427591431
Taxon: myotis_rufoniger | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_schaubi | Num gaps: 234192 | Missing taxon?: N | % Missing data: 99.6621075298103
Taxon: myotis_scotti | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_secundus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_septentrionalis | Num gaps: 233586 | Missing taxon?: N | % Missing data: 99.404219825862
Taxon: myotis_sicarius | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_siligorensis | Num gaps: 234676 | Missing taxon?: N | % Missing data: 99.8680772471552
Taxon: myotis_siligorensis_alticraniatus | Num gaps: 234230 | Missing taxon?: N | % Missing data: 99.6782787059655
Taxon: myotis_simus | Num gaps: 234222 | Missing taxon?: N | % Missing data: 99.6748742478275
Taxon: myotis_sodalis | Num gaps: 234230 | Missing taxon?: N | % Missing data: 99.6782787059655
Taxon: myotis_thysanodes | Num gaps: 233576 | Missing taxon?: N | % Missing data: 99.3999642531896
Taxon: myotis_tricolor | Num gaps: 234222 | Missing taxon?: N | % Missing data: 99.6748742478275
Taxon: myotis_velifer | Num gaps: 232080 | Missing taxon?: N | % Missing data: 98.7633305813963
Taxon: myotis_vivesi | Num gaps: 234222 | Missing taxon?: N | % Missing data: 99.6748742478275
Taxon: myotis_volans | Num gaps: 233580 | Missing taxon?: N | % Missing data: 99.4016664822585
Taxon: myotis_watasei | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_welwitschii | Num gaps: 233580 | Missing taxon?: N | % Missing data: 99.4016664822585
Taxon: myotis_yanbarensis | Num gaps: 234170 | Missing taxon?: N | % Missing data: 99.652745269931
Taxon: myotis_yumanensis | Num gaps: 233578 | Missing taxon?: N | % Missing data: 99.400815367724
Taxon: mystacina_tuberculata | Num gaps: 223396 | Missing taxon?: N | % Missing data: 95.0677912726716
Taxon: myzopoda_aurita | Num gaps: 228274 | Missing taxon?: N | % Missing data: 97.1436596222754
Taxon: myzopoda_schliemanni | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: natalus_jamaicensis | Num gaps: 234078 | Missing taxon?: N | % Missing data: 99.6135940013448
Taxon: natalus_major | Num gaps: 234078 | Missing taxon?: N | % Missing data: 99.6135940013448
Taxon: natalus_saturatus | Num gaps: 234080 | Missing taxon?: N | % Missing data: 99.6144451158792
Taxon: natalus_stramineus | Num gaps: 225098 | Missing taxon?: N | % Missing data: 95.7920897415165
Taxon: natalus_stramineus_mexicanus | Num gaps: 234612 | Missing taxon?: N | % Missing data: 99.8408415820517
Taxon: natalus_tumidirostris | Num gaps: 234078 | Missing taxon?: N | % Missing data: 99.6135940013448
Taxon: neoromicia_brunneus | Num gaps: 233512 | Missing taxon?: N | % Missing data: 99.3727285880861
Taxon: neoromicia_capensis | Num gaps: 233800 | Missing taxon?: N | % Missing data: 99.4952890810516
Taxon: neoromicia_guineensis | Num gaps: 234334 | Missing taxon?: N | % Missing data: 99.7225366617586
Taxon: neoromicia_malagasyensis | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: neoromicia_matroka | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: neoromicia_nanus | Num gaps: 232888 | Missing taxon?: N | % Missing data: 99.1071808533274
Taxon: neoromicia_rendalli | Num gaps: 232800 | Missing taxon?: N | % Missing data: 99.0697318138102
Taxon: neoromicia_robertsi | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: neoromicia_somalicus | Num gaps: 232784 | Missing taxon?: N | % Missing data: 99.0629228975343
Taxon: neoromicia_tenuipinnis | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: neoromicia_zuluensis | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: noctilio_albiventris | Num gaps: 227338 | Missing taxon?: N | % Missing data: 96.7453380201374
Taxon: noctilio_leporinus | Num gaps: 228964 | Missing taxon?: N | % Missing data: 97.437294136672
Taxon: nyctalus_aviator | Num gaps: 234168 | Missing taxon?: N | % Missing data: 99.6518941553965
Taxon: nyctalus_lasiopterus | Num gaps: 234490 | Missing taxon?: N | % Missing data: 99.7889235954482
Taxon: nyctalus_leisleri | Num gaps: 233514 | Missing taxon?: N | % Missing data: 99.3735797026206
Taxon: nyctalus_noctula | Num gaps: 227232 | Missing taxon?: N | % Missing data: 96.7002289498098
Taxon: nyctalus_plancyi | Num gaps: 232846 | Missing taxon?: N | % Missing data: 99.0893074481033
Taxon: nyctalus_velutinus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: nycteris_arge | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: nycteris_grandis | Num gaps: 231006 | Missing taxon?: N | % Missing data: 98.306282076379
Taxon: nycteris_hispida | Num gaps: 234524 | Missing taxon?: N | % Missing data: 99.8033925425345
Taxon: nycteris_javanica | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: nycteris_thebaica | Num gaps: 226670 | Missing taxon?: N | % Missing data: 96.4610657656201
Taxon: nycteris_tragata | Num gaps: 234034 | Missing taxon?: N | % Missing data: 99.5948694815861
Taxon: nycticeinops_schlieffeni | Num gaps: 232876 | Missing taxon?: N | % Missing data: 99.1020741661205
Taxon: nycticeius_humeralis | Num gaps: 233584 | Missing taxon?: N | % Missing data: 99.4033687113275
Taxon: nyctiellus_lepidus~ | Num gaps: 234080 | Missing taxon?: N | % Missing data: 99.6144451158792
Taxon: nyctinomops_aurispinosus | Num gaps: 234256 | Missing taxon?: N | % Missing data: 99.6893431949137
Taxon: nyctinomops_femorosaccus | Num gaps: 234244 | Missing taxon?: N | % Missing data: 99.6842365077068
Taxon: nyctinomops_macrotis | Num gaps: 234078 | Missing taxon?: N | % Missing data: 99.6135940013448
Taxon: nyctophilus_geoffroyi | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: nyctophilus_gouldi | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: otomops_madagascariensis | Num gaps: 234146 | Missing taxon?: N | % Missing data: 99.6425318955172
Taxon: otomops_martiensseni | Num gaps: 233560 | Missing taxon?: N | % Missing data: 99.3931553369137
Taxon: otomops_wroughtoni | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: otonycteris_hemprichii | Num gaps: 233570 | Missing taxon?: N | % Missing data: 99.3974109095861
Taxon: otonycteris_leucophaea | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: parastrellus_hesperus | Num gaps: 233570 | Missing taxon?: N | % Missing data: 99.3974109095861
Taxon: peropteryx_kappleri | Num gaps: 233436 | Missing taxon?: N | % Missing data: 99.3403862357758
Taxon: peropteryx_leucoptera | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: peropteryx_macrotis | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: peropteryx_trinitatis | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: philetor_brachypterus | Num gaps: 234486 | Missing taxon?: N | % Missing data: 99.7872213663793
Taxon: phylloderma_stenops | Num gaps: 233276 | Missing taxon?: N | % Missing data: 99.2722970730171
Taxon: phyllonycteris_aphylla | Num gaps: 234078 | Missing taxon?: N | % Missing data: 99.6135940013448
Taxon: phyllonycteris_obtusa | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: phyllonycteris_poeyi | Num gaps: 231746 | Missing taxon?: N | % Missing data: 98.6211944541377
Taxon: phyllops_falcatus | Num gaps: 234080 | Missing taxon?: N | % Missing data: 99.6144451158792
Taxon: phyllostomus_discolor | Num gaps: 233038 | Missing taxon?: N | % Missing data: 99.1710144434137
Taxon: phyllostomus_elongatus | Num gaps: 234536 | Missing taxon?: N | % Missing data: 99.8084992297413
Taxon: phyllostomus_hastatus | Num gaps: 232976 | Missing taxon?: N | % Missing data: 99.1446298928447
Taxon: phyllostomus_latifolius | Num gaps: 234324 | Missing taxon?: N | % Missing data: 99.7182810890862
Taxon: pipistrellus_abramus | Num gaps: 227806 | Missing taxon?: N | % Missing data: 96.9444988212064
Taxon: pipistrellus_ceylonicus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_coromandra | Num gaps: 233576 | Missing taxon?: N | % Missing data: 99.3999642531896
Taxon: pipistrellus_deserti | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_hanaki | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_hesperidus | Num gaps: 232794 | Missing taxon?: N | % Missing data: 99.0671784702067
Taxon: pipistrellus_javanicus | Num gaps: 233572 | Missing taxon?: N | % Missing data: 99.3982620241206
Taxon: pipistrellus_kuhlii | Num gaps: 234214 | Missing taxon?: N | % Missing data: 99.6714697896896
Taxon: pipistrellus_maderensis | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_nathusii | Num gaps: 233522 | Missing taxon?: N | % Missing data: 99.3769841607585
Taxon: pipistrellus_paterculus | Num gaps: 233538 | Missing taxon?: N | % Missing data: 99.3837930770344
Taxon: pipistrellus_pipistrellus | Num gaps: 232322 | Missing taxon?: N | % Missing data: 98.8663154400688
Taxon: pipistrellus_pygmaeus | Num gaps: 233578 | Missing taxon?: N | % Missing data: 99.400815367724
Taxon: pipistrellus_raceyi | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_rueppellii | Num gaps: 233772 | Missing taxon?: N | % Missing data: 99.4833734775689
Taxon: perimyotis_subflavus | Num gaps: 233586 | Missing taxon?: N | % Missing data: 99.404219825862
Taxon: pipistrellus_tenuis | Num gaps: 233556 | Missing taxon?: N | % Missing data: 99.3914531078447
Taxon: platalina_genovensium | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: platyrrhinus_albericoi | Num gaps: 233694 | Missing taxon?: N | % Missing data: 99.450180010724
Taxon: platyrrhinus_aurarius | Num gaps: 233696 | Missing taxon?: N | % Missing data: 99.4510311252585
Taxon: platyrrhinus_brachycephalus | Num gaps: 232982 | Missing taxon?: N | % Missing data: 99.1471832364481
Taxon: platyrrhinus_dorsalis | Num gaps: 233698 | Missing taxon?: N | % Missing data: 99.451882239793
Taxon: platyrrhinus_guianensis | Num gaps: 233798 | Missing taxon?: N | % Missing data: 99.4944379665172
Taxon: platyrrhinus_helleri | Num gaps: 232564 | Missing taxon?: N | % Missing data: 98.9693002987412
Taxon: platyrrhinus_incarum | Num gaps: 232988 | Missing taxon?: N | % Missing data: 99.1497365800516
Taxon: platyrrhinus_infuscus | Num gaps: 234504 | Missing taxon?: N | % Missing data: 99.7948813971896
Taxon: platyrrhinus_ismaeli | Num gaps: 233694 | Missing taxon?: N | % Missing data: 99.450180010724
Taxon: platyrrhinus_lineatus | Num gaps: 233674 | Missing taxon?: N | % Missing data: 99.4416688653792
Taxon: platyrrhinus_nigellus | Num gaps: 233704 | Missing taxon?: N | % Missing data: 99.4544355833965
Taxon: platyrrhinus_masu | Num gaps: 234506 | Missing taxon?: N | % Missing data: 99.7957325117241
Taxon: platyrrhinus_matapalensis | Num gaps: 233792 | Missing taxon?: N | % Missing data: 99.4918846229137
Taxon: platyrrhinus_recifinus | Num gaps: 232986 | Missing taxon?: N | % Missing data: 99.1488854655171
Taxon: platyrrhinus_vittatus | Num gaps: 234500 | Missing taxon?: N | % Missing data: 99.7931791681207
Taxon: plecotus_auritus | Num gaps: 232464 | Missing taxon?: N | % Missing data: 98.9267445720171
Taxon: plecotus_austriacus | Num gaps: 233578 | Missing taxon?: N | % Missing data: 99.400815367724
Taxon: plecotus_kolombatovici | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: plecotus_macrobullaris | Num gaps: 233546 | Missing taxon?: N | % Missing data: 99.3871975351723
Taxon: plecotus_ognevi | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: corynorhinus_rafinesquii | Num gaps: 233572 | Missing taxon?: N | % Missing data: 99.3982620241206
Taxon: plecotus_sacrimontis | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: plecotus_sardus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: plecotus_teneriffae_gaisleri | Num gaps: 233584 | Missing taxon?: N | % Missing data: 99.4033687113275
Taxon: plecotus_turkmenicus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: promops_centralis | Num gaps: 234294 | Missing taxon?: N | % Missing data: 99.7055143710689
Taxon: pteronotus_davyi | Num gaps: 233250 | Missing taxon?: N | % Missing data: 99.2612325840688
Taxon: pteronotus_gymnonotus | Num gaps: 233248 | Missing taxon?: N | % Missing data: 99.2603814695344
Taxon: pteronotus_macleayii | Num gaps: 233248 | Missing taxon?: N | % Missing data: 99.2603814695344
Taxon: pteronotus_parnellii | Num gaps: 219292 | Missing taxon?: N | % Missing data: 93.3213042479126
Taxon: pteronotus_personatus | Num gaps: 234054 | Missing taxon?: N | % Missing data: 99.603380626931
Taxon: pteronotus_pusillus | Num gaps: 234222 | Missing taxon?: N | % Missing data: 99.6748742478275
Taxon: pteronotus_quadridens | Num gaps: 233250 | Missing taxon?: N | % Missing data: 99.2612325840688
Taxon: pteronotus_rubiginosus | Num gaps: 234448 | Missing taxon?: N | % Missing data: 99.7710501902241
Taxon: pygoderma_bilabiatum | Num gaps: 233276 | Missing taxon?: N | % Missing data: 99.2722970730171
Taxon: rhinophylla_alethina | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: rhinophylla_fischerae | Num gaps: 234664 | Missing taxon?: N | % Missing data: 99.8629705599483
Taxon: rhinophylla_pumilio | Num gaps: 232092 | Missing taxon?: N | % Missing data: 98.7684372686032
Taxon: rhogeessa_aeneus | Num gaps: 232438 | Missing taxon?: N | % Missing data: 98.9156800830688
Taxon: rhogeessa_alleni | Num gaps: 233864 | Missing taxon?: N | % Missing data: 99.5225247461551
Taxon: rhogeessa_genowaysi | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: rhogeessa_gracilis | Num gaps: 234256 | Missing taxon?: N | % Missing data: 99.6893431949137
