Parsing alignment laurasiatheria_therest_nt3cp ... ... 
Length alignment: 177439
Number of taxa: 659
Taxon: acinonyx_jubatus | Num gaps: 176118 | Missing taxon?: N | % Missing data: 99.2555187980095
Taxon: genetta_cristata | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: genetta_genetta | Num gaps: 171483 | Missing taxon?: N | % Missing data: 96.6433534904953
Taxon: genetta_johnstoni | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: genetta_maculata | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: genetta_pardina | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: genetta_poensis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: genetta_servalina | Num gaps: 177096 | Missing taxon?: N | % Missing data: 99.8066941315043
Taxon: genetta_thierryi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: genetta_tigrina | Num gaps: 177081 | Missing taxon?: N | % Missing data: 99.7982405220949
Taxon: genetta_victoriae | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: gulo_gulo | Num gaps: 175155 | Missing taxon?: N | % Missing data: 98.712797073924
Taxon: halichoerus_grypus | Num gaps: 175322 | Missing taxon?: N | % Missing data: 98.806913925349
Taxon: helarctos_malayanus | Num gaps: 176409 | Missing taxon?: N | % Missing data: 99.4195188205524
Taxon: helogale_hirtula | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: helogale_parvula | Num gaps: 176750 | Missing taxon?: N | % Missing data: 99.6116975411268
Taxon: hemiechinus_auritus | Num gaps: 176342 | Missing taxon?: N | % Missing data: 99.3817593651903
Taxon: hemigalus_derbyanus | Num gaps: 177096 | Missing taxon?: N | % Missing data: 99.8066941315043
Taxon: herpestes_auropunctatus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: herpestes_brachyurus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: herpestes_edwardsii | Num gaps: 177095 | Missing taxon?: N | % Missing data: 99.8061305575437
Taxon: herpestes_fuscus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: herpestes_ichneumon~ | Num gaps: 177108 | Missing taxon?: N | % Missing data: 99.8134570190319
Taxon: herpestes_javanicus | Num gaps: 176126 | Missing taxon?: N | % Missing data: 99.2600273896945
Taxon: herpestes_naso~ | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: herpestes_urva | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: hyaena_hyaena | Num gaps: 176397 | Missing taxon?: N | % Missing data: 99.4127559330249
Taxon: hydrictis_maculicollis | Num gaps: 176102 | Missing taxon?: N | % Missing data: 99.2465016146394
Taxon: hydrurga_leptonyx | Num gaps: 175664 | Missing taxon?: N | % Missing data: 98.999656219884
Taxon: hylomys_megalotis | Num gaps: 176372 | Missing taxon?: N | % Missing data: 99.3986665840091
Taxon: hylomys_parvus~ | Num gaps: 177173 | Missing taxon?: N | % Missing data: 99.8500893264728
Taxon: hylomys_suillus | Num gaps: 176317 | Missing taxon?: N | % Missing data: 99.3676700161746
Taxon: hylomys_suillus_microtinus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: hylomys_suillus_siamensis | Num gaps: 176892 | Missing taxon?: N | % Missing data: 99.6917250435361
Taxon: ichneumia_albicauda | Num gaps: 177163 | Missing taxon?: N | % Missing data: 99.8444535868665
Taxon: ictonyx_libyca | Num gaps: 176313 | Missing taxon?: N | % Missing data: 99.3654157203321
Taxon: ictonyx_striatus | Num gaps: 175968 | Missing taxon?: N | % Missing data: 99.1709827039151
Taxon: leopardus_colocolo | Num gaps: 176853 | Missing taxon?: N | % Missing data: 99.6697456590716
Taxon: leopardus_geoffroyi | Num gaps: 176853 | Missing taxon?: N | % Missing data: 99.6697456590716
Taxon: leopardus_guigna | Num gaps: 176854 | Missing taxon?: N | % Missing data: 99.6703092330322
Taxon: leopardus_jacobita | Num gaps: 176853 | Missing taxon?: N | % Missing data: 99.6697456590716
Taxon: leopardus_pardalis | Num gaps: 175064 | Missing taxon?: N | % Missing data: 98.6615118435068
Taxon: leopardus_tigrinus | Num gaps: 176853 | Missing taxon?: N | % Missing data: 99.6697456590716
Taxon: leopardus_wiedii | Num gaps: 176595 | Missing taxon?: N | % Missing data: 99.5243435772294
Taxon: leptailurus_serval | Num gaps: 176853 | Missing taxon?: N | % Missing data: 99.6697456590716
Taxon: leptonychotes_weddellii | Num gaps: 175238 | Missing taxon?: N | % Missing data: 98.7595737126562
Taxon: liberiictis_kuhni | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: lobodon_carcinophaga | Num gaps: 175999 | Missing taxon?: N | % Missing data: 99.1884534966946
Taxon: lontra_canadensis | Num gaps: 175417 | Missing taxon?: N | % Missing data: 98.8604534516087
Taxon: lontra_felina | Num gaps: 176102 | Missing taxon?: N | % Missing data: 99.2465016146394
Taxon: lontra_longicaudis | Num gaps: 175601 | Missing taxon?: N | % Missing data: 98.9641510603644
Taxon: lontra_provocax | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: lutra_lutra | Num gaps: 174598 | Missing taxon?: N | % Missing data: 98.3988863778538
Taxon: lutra_sumatrana | Num gaps: 176101 | Missing taxon?: N | % Missing data: 99.2459380406788
Taxon: lutrogale_perspicillata | Num gaps: 176107 | Missing taxon?: N | % Missing data: 99.2493194844425
Taxon: lycalopex_culpaeus | Num gaps: 176351 | Missing taxon?: N | % Missing data: 99.3868315308359
Taxon: lycalopex_fulvipes | Num gaps: 176379 | Missing taxon?: N | % Missing data: 99.4026116017336
Taxon: lycalopex_griseus | Num gaps: 176360 | Missing taxon?: N | % Missing data: 99.3919036964816
Taxon: lycalopex_gymnocercus | Num gaps: 176353 | Missing taxon?: N | % Missing data: 99.3879586787572
Taxon: lycalopex_sechurae | Num gaps: 176346 | Missing taxon?: N | % Missing data: 99.3840136610328
Taxon: lycalopex_vetulus | Num gaps: 176552 | Missing taxon?: N | % Missing data: 99.5001098969223
Taxon: lycaon_pictus | Num gaps: 176105 | Missing taxon?: N | % Missing data: 99.2481923365213
Taxon: lyncodon_patagonicus~ | Num gaps: 175943 | Missing taxon?: N | % Missing data: 99.1568933548994
Taxon: lynx_canadensis | Num gaps: 175303 | Missing taxon?: N | % Missing data: 98.796206020097
Taxon: lynx_lynx | Num gaps: 175872 | Missing taxon?: N | % Missing data: 99.1168796036948
Taxon: lynx_pardinus | Num gaps: 176561 | Missing taxon?: N | % Missing data: 99.505182062568
Taxon: lynx_rufus | Num gaps: 175961 | Missing taxon?: N | % Missing data: 99.1670376861908
Taxon: macrogalidia_musschenbroekii | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: manis_javanica | Num gaps: 177250 | Missing taxon?: N | % Missing data: 99.8934845214412
Taxon: manis_pentadactyla | Num gaps: 170709 | Missing taxon?: N | % Missing data: 96.2071472449687
Taxon: manis_temminckii | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: manis_tetradactyla | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: manis_tricuspis | Num gaps: 174566 | Missing taxon?: N | % Missing data: 98.3808520111137
Taxon: martes_americana | Num gaps: 174742 | Missing taxon?: N | % Missing data: 98.4800410281843
Taxon: martes_americana_caurina | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: martes_americana_humboldtensis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: martes_americana_sierrae | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: martes_flavigula | Num gaps: 175059 | Missing taxon?: N | % Missing data: 98.6586939737036
Taxon: martes_foina | Num gaps: 175117 | Missing taxon?: N | % Missing data: 98.6913812634201
Taxon: martes_martes | Num gaps: 174857 | Missing taxon?: N | % Missing data: 98.5448520336566
Taxon: martes_melampus | Num gaps: 175251 | Missing taxon?: N | % Missing data: 98.7669001741444
Taxon: martes_melampus_tsuensis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: pekania_pennanti~ | Num gaps: 175084 | Missing taxon?: N | % Missing data: 98.6727833227194
Taxon: martes_zibellina | Num gaps: 174849 | Missing taxon?: N | % Missing data: 98.5403434419716
Taxon: megasorex_gigas | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: meles_anakuma | Num gaps: 176298 | Missing taxon?: N | % Missing data: 99.3569621109226
Taxon: meles_canescens | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: meles_leucurus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: meles_meles | Num gaps: 170527 | Missing taxon?: N | % Missing data: 96.1045767841343
Taxon: meles_meles_arcalus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: mellivora_capensis | Num gaps: 175201 | Missing taxon?: N | % Missing data: 98.7387214761129
Taxon: melogale_moschata | Num gaps: 175405 | Missing taxon?: N | % Missing data: 98.8536905640812
Taxon: melogale_moschata_subaurantiaca | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: melogale_personata | Num gaps: 176534 | Missing taxon?: N | % Missing data: 99.489965565631
Taxon: melursus_ursinus | Num gaps: 176273 | Missing taxon?: N | % Missing data: 99.3428727619069
Taxon: mephitis_mephitis | Num gaps: 171207 | Missing taxon?: N | % Missing data: 96.4878070773618
Taxon: mesechinus_dauuricus | Num gaps: 176341 | Missing taxon?: N | % Missing data: 99.3811957912297
Taxon: mesechinus_hughi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: mirounga_angustirostris | Num gaps: 172902 | Missing taxon?: N | % Missing data: 97.4430649406275
Taxon: mirounga_leonina | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: mogera_imaizumii | Num gaps: 176810 | Missing taxon?: N | % Missing data: 99.6455119787645
Taxon: mogera_insularis | Num gaps: 176474 | Missing taxon?: N | % Missing data: 99.4561511279933
Taxon: mogera_insularis_latouchei~ | Num gaps: 176728 | Missing taxon?: N | % Missing data: 99.599298913993
Taxon: mogera_kanoana | Num gaps: 177105 | Missing taxon?: N | % Missing data: 99.81176629715
Taxon: mogera_robusta | Num gaps: 176750 | Missing taxon?: N | % Missing data: 99.6116975411268
Taxon: mogera_tokudae | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: mogera_wogura | Num gaps: 176203 | Missing taxon?: N | % Missing data: 99.3034225846629
Taxon: monachus_monachus | Num gaps: 175997 | Missing taxon?: N | % Missing data: 99.1873263487734
Taxon: monachus_schauinslandi | Num gaps: 175995 | Missing taxon?: N | % Missing data: 99.1861992008521
Taxon: mungos_mungo | Num gaps: 176737 | Missing taxon?: N | % Missing data: 99.6043710796386
Taxon: mungotictis_decemlineata | Num gaps: 177095 | Missing taxon?: N | % Missing data: 99.8061305575437
Taxon: mustela_africana | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: mustela_altaica | Num gaps: 175616 | Missing taxon?: N | % Missing data: 98.9726046697738
Taxon: mustela_erminea | Num gaps: 174850 | Missing taxon?: N | % Missing data: 98.5409070159322
Taxon: mustela_eversmannii | Num gaps: 175552 | Missing taxon?: N | % Missing data: 98.9365359362936
Taxon: mustela_felipei | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: mustela_frenata | Num gaps: 175562 | Missing taxon?: N | % Missing data: 98.9421716758999
Taxon: mustela_itatsi | Num gaps: 176300 | Missing taxon?: N | % Missing data: 99.3580892588439
Taxon: mustela_kathiah | Num gaps: 176118 | Missing taxon?: N | % Missing data: 99.2555187980095
Taxon: mustela_lutreola | Num gaps: 175084 | Missing taxon?: N | % Missing data: 98.6727833227194
Taxon: mustela_nigripes | Num gaps: 176107 | Missing taxon?: N | % Missing data: 99.2493194844425
Taxon: mustela_nivalis | Num gaps: 174912 | Missing taxon?: N | % Missing data: 98.5758486014912
Taxon: mustela_nudipes | Num gaps: 175752 | Missing taxon?: N | % Missing data: 99.0492507284193
Taxon: mustela_putorius | Num gaps: 174220 | Missing taxon?: N | % Missing data: 98.1858554207361
Taxon: mustela_putorius_furo | Num gaps: 88875 | Missing taxon?: N | % Missing data: 50.0876357508778
Taxon: mustela_sibirica | Num gaps: 175105 | Missing taxon?: N | % Missing data: 98.6846183758926
Taxon: mustela_strigidorsa | Num gaps: 175751 | Missing taxon?: N | % Missing data: 99.0486871544587
Taxon: mydaus | Num gaps: 175685 | Missing taxon?: N | % Missing data: 99.0114912730572
Taxon: myosorex_cafer | Num gaps: 177171 | Missing taxon?: N | % Missing data: 99.8489621785515
Taxon: myosorex_geata | Num gaps: 176974 | Missing taxon?: N | % Missing data: 99.7379381083076
Taxon: myosorex_kihaulei | Num gaps: 176974 | Missing taxon?: N | % Missing data: 99.7379381083076
Taxon: myosorex_sclateri | Num gaps: 177161 | Missing taxon?: N | % Missing data: 99.8433264389452
Taxon: myosorex_varius | Num gaps: 177180 | Missing taxon?: N | % Missing data: 99.8540343441972
Taxon: myosorex_zinki | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: nandinia_binotata | Num gaps: 172878 | Missing taxon?: N | % Missing data: 97.4295391655724
Taxon: nasua_narica | Num gaps: 176231 | Missing taxon?: N | % Missing data: 99.3192026555605
Taxon: nasua_nasua | Num gaps: 175954 | Missing taxon?: N | % Missing data: 99.1630926684663
Taxon: nasuella_olivacea | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: nectogale_elegans | Num gaps: 176958 | Missing taxon?: N | % Missing data: 99.7289209249376
Taxon: neofelis_nebulosa | Num gaps: 175916 | Missing taxon?: N | % Missing data: 99.1416768579625
Taxon: neohylomys_hainanensis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: neomys_anomalus | Num gaps: 177177 | Missing taxon?: N | % Missing data: 99.8523436223153
Taxon: neomys_anomalus_milleri | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: neomys_fodiens | Num gaps: 176961 | Missing taxon?: N | % Missing data: 99.7306116468195
Taxon: neomys_teres | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: neophoca_cinerea | Num gaps: 177285 | Missing taxon?: N | % Missing data: 99.9132096100632
Taxon: neotetracus_sinensis | Num gaps: 176652 | Missing taxon?: N | % Missing data: 99.5564672929852
Taxon: neovison_vison~ | Num gaps: 171007 | Missing taxon?: N | % Missing data: 96.3750922852361
Taxon: neurotrichus_gibbsii | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: notiosorex_cockrumi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: notiosorex_crawfordi | Num gaps: 177176 | Missing taxon?: N | % Missing data: 99.8517800483546
Taxon: nyctereutes_procyonoides | Num gaps: 173284 | Missing taxon?: N | % Missing data: 97.6583501935877
Taxon: nyctereutes_procyonoides_koreensis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: odobenus_rosmarus | Num gaps: 169806 | Missing taxon?: N | % Missing data: 95.698239958521
Taxon: odobenus_rosmarus_divergens | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: odobenus_rosmarus_laptevi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: ommatophoca_rossii | Num gaps: 175982 | Missing taxon?: N | % Missing data: 99.178872739364
Taxon: osbornictis_piscivora | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: otaria_byronia | Num gaps: 176787 | Missing taxon?: N | % Missing data: 99.6325497776701
Taxon: otocolobus_manul | Num gaps: 176180 | Missing taxon?: N | % Missing data: 99.2904603835684
Taxon: otocyon_megalotis | Num gaps: 176349 | Missing taxon?: N | % Missing data: 99.3857043829147
Taxon: paguma_larvata | Num gaps: 175473 | Missing taxon?: N | % Missing data: 98.8920135934039
Taxon: panthera_leo | Num gaps: 173968 | Missing taxon?: N | % Missing data: 98.0438347826577
Taxon: panthera_leo_krugeri | Num gaps: 177022 | Missing taxon?: N | % Missing data: 99.7649896584178
Taxon: panthera_leo_persica | Num gaps: 177180 | Missing taxon?: N | % Missing data: 99.8540343441972
Taxon: panthera_onca | Num gaps: 174414 | Missing taxon?: N | % Missing data: 98.2951887690981
Taxon: panthera_pardus | Num gaps: 174907 | Missing taxon?: N | % Missing data: 98.5730307316881
Taxon: panthera_pardus_fusca | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: panthera_pardus_orientalis | Num gaps: 177180 | Missing taxon?: N | % Missing data: 99.8540343441972
Taxon: panthera_pardus_saxicolor~ | Num gaps: 177180 | Missing taxon?: N | % Missing data: 99.8540343441972
Taxon: panthera_tigris | Num gaps: 175295 | Missing taxon?: N | % Missing data: 98.791697428412
Taxon: panthera_tigris_altaica | Num gaps: 175715 | Missing taxon?: N | % Missing data: 99.0283984918761
Taxon: panthera_tigris_amoyensis | Num gaps: 177193 | Missing taxon?: N | % Missing data: 99.8613608056853
Taxon: panthera_tigris_corbetti | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: panthera_tigris_sumatrae | Num gaps: 177180 | Missing taxon?: N | % Missing data: 99.8540343441972
Taxon: panthera_uncia | Num gaps: 175773 | Missing taxon?: N | % Missing data: 99.0610857815926
Taxon: paracynictis_selousi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: paradoxurus_hermaphroditus | Num gaps: 175736 | Missing taxon?: N | % Missing data: 99.0402335450493
Taxon: paradoxurus_jerdoni | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: paradoxurus_zeylonensis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: paraechinus_aethiopicus | Num gaps: 176198 | Missing taxon?: N | % Missing data: 99.3006047148598
Taxon: paraechinus_hypomelas | Num gaps: 176346 | Missing taxon?: N | % Missing data: 99.3840136610328
Taxon: parahyaena_brunnea | Num gaps: 176399 | Missing taxon?: N | % Missing data: 99.4138830809461
Taxon: parascalops_breweri | Num gaps: 176459 | Missing taxon?: N | % Missing data: 99.4476975185839
Taxon: parascaptor_leucura | Num gaps: 176205 | Missing taxon?: N | % Missing data: 99.3045497325841
Taxon: pardofelis_marmorata | Num gaps: 176853 | Missing taxon?: N | % Missing data: 99.6697456590716
Taxon: phoca_fasciata | Num gaps: 175999 | Missing taxon?: N | % Missing data: 99.1884534966946
Taxon: phoca_groenlandica | Num gaps: 175242 | Missing taxon?: N | % Missing data: 98.7618280084987
Taxon: phoca_largha~ | Num gaps: 175139 | Missing taxon?: N | % Missing data: 98.7037798905539
Taxon: phoca_vitulina | Num gaps: 169426 | Missing taxon?: N | % Missing data: 95.484081853482
Taxon: phoca_vitulina_concolor | Num gaps: 175983 | Missing taxon?: N | % Missing data: 99.1794363133246
Taxon: phoca_vitulina_richardii | Num gaps: 177169 | Missing taxon?: N | % Missing data: 99.8478350306303
Taxon: phoca_vitulina_stejnegeri | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: phocarctos_hookeri | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: podogymnura_truei | Num gaps: 172036 | Missing taxon?: N | % Missing data: 96.955009890723
Taxon: poecilogale_albinucha | Num gaps: 176102 | Missing taxon?: N | % Missing data: 99.2465016146394
Taxon: poiana_richardsonii | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: potos_flavus | Num gaps: 175827 | Missing taxon?: N | % Missing data: 99.0915187754665
Taxon: prionailurus_bengalensis | Num gaps: 175328 | Missing taxon?: N | % Missing data: 98.8102953691128
Taxon: prionailurus_bengalensis_euptilurus | Num gaps: 177049 | Missing taxon?: N | % Missing data: 99.7802061553548
Taxon: prionailurus_iriomotensis | Num gaps: 175940 | Missing taxon?: N | % Missing data: 99.1552026330175
Taxon: prionailurus_planiceps | Num gaps: 176854 | Missing taxon?: N | % Missing data: 99.6703092330322
Taxon: prionailurus_rubiginosus | Num gaps: 176853 | Missing taxon?: N | % Missing data: 99.6697456590716
Taxon: prionailurus_viverrinus | Num gaps: 176853 | Missing taxon?: N | % Missing data: 99.6697456590716
Taxon: prionodon_linsang | Num gaps: 170968 | Missing taxon?: N | % Missing data: 96.3531129007715
Taxon: prionodon_pardicolor | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: procyon_cancrivorus | Num gaps: 175474 | Missing taxon?: N | % Missing data: 98.8925771673646
Taxon: procyon_lotor | Num gaps: 170050 | Missing taxon?: N | % Missing data: 95.8357520049144
Taxon: profelis_aurata | Num gaps: 176853 | Missing taxon?: N | % Missing data: 99.6697456590716
Taxon: proteles_cristatus | Num gaps: 175458 | Missing taxon?: N | % Missing data: 98.8835599839945
Taxon: pteronura_brasiliensis | Num gaps: 176085 | Missing taxon?: N | % Missing data: 99.2369208573087
Taxon: puma_concolor | Num gaps: 175936 | Missing taxon?: N | % Missing data: 99.152948337175
Taxon: puma_concolor_couguar | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: puma_yagouaroundi | Num gaps: 176853 | Missing taxon?: N | % Missing data: 99.6697456590716
Taxon: pusa_caspica | Num gaps: 175997 | Missing taxon?: N | % Missing data: 99.1873263487734
Taxon: pusa_hispida | Num gaps: 174973 | Missing taxon?: N | % Missing data: 98.6102266130896
Taxon: pusa_sibirica | Num gaps: 174895 | Missing taxon?: N | % Missing data: 98.5662678441605
Taxon: rhinoceros_sondaicus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: rhinoceros_sondaicus_annamiticus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: rhinoceros_unicornis | Num gaps: 175239 | Missing taxon?: N | % Missing data: 98.7601372866168
Taxon: rhynchogale_melleri | Num gaps: 176880 | Missing taxon?: N | % Missing data: 99.6849621560085
Taxon: salanoia_concolor | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: scalopus_aquaticus | Num gaps: 175488 | Missing taxon?: N | % Missing data: 98.9004672028134
Taxon: scapanulus_oweni | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: scapanus_latimanus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: scapanus_orarius | Num gaps: 177285 | Missing taxon?: N | % Missing data: 99.9132096100632
Taxon: scapanus_townsendii | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: scaptochirus_moschatus | Num gaps: 176212 | Missing taxon?: N | % Missing data: 99.3084947503086
Taxon: scaptonyx_fusicaudus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: solenodon_cubanus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: solenodon_paradoxus | Num gaps: 173959 | Missing taxon?: N | % Missing data: 98.038762617012
Taxon: solisorex_pearsoni | Num gaps: 176973 | Missing taxon?: N | % Missing data: 99.737374534347
Taxon: sorex_alpinus | Num gaps: 177177 | Missing taxon?: N | % Missing data: 99.8523436223153
Taxon: sorex_antinorii | Num gaps: 177176 | Missing taxon?: N | % Missing data: 99.8517800483546
Taxon: sorex_araneus | Num gaps: 115023 | Missing taxon?: N | % Missing data: 64.8239676733976
Taxon: sorex_arcticus | Num gaps: 177181 | Missing taxon?: N | % Missing data: 99.8545979181578
Taxon: sorex_arizonae | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_asper | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_bairdi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_bedfordiae | Num gaps: 176936 | Missing taxon?: N | % Missing data: 99.7165222978037
Taxon: sorex_bendirii_bendirii | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_caecutiens | Num gaps: 177214 | Missing taxon?: N | % Missing data: 99.8731958588585
Taxon: sorex_camtschatica | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_cinereus | Num gaps: 176617 | Missing taxon?: N | % Missing data: 99.5367422043632
Taxon: sorex_coronatus | Num gaps: 177176 | Missing taxon?: N | % Missing data: 99.8517800483546
Taxon: sorex_cylindricauda | Num gaps: 177159 | Missing taxon?: N | % Missing data: 99.842199291024
Taxon: sorex_daphaenodon | Num gaps: 177200 | Missing taxon?: N | % Missing data: 99.8653058234097
Taxon: sorex_dispar_dispar | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_excelsus | Num gaps: 177159 | Missing taxon?: N | % Missing data: 99.842199291024
Taxon: sorex_fumeus | Num gaps: 177262 | Missing taxon?: N | % Missing data: 99.9002474089687
Taxon: sorex_gaspensis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_gracillimus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_granarius | Num gaps: 177176 | Missing taxon?: N | % Missing data: 99.8517800483546
Taxon: sorex_haydeni | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_hosonoi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_hoyi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_hydrodromus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_isodon | Num gaps: 177178 | Missing taxon?: N | % Missing data: 99.8529071962759
Taxon: sorex_jacksoni | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_longirostris | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_lyelli | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_maritimensis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_milleri | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_minutissimus | Num gaps: 177199 | Missing taxon?: N | % Missing data: 99.8647422494491
Taxon: sorex_minutus | Num gaps: 177176 | Missing taxon?: N | % Missing data: 99.8517800483546
Taxon: sorex_mirabilis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_monticolus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_ornatus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_pacificus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_palustris | Num gaps: 176591 | Missing taxon?: N | % Missing data: 99.5220892813868
Taxon: sorex_palustris_brooksi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_palustris_labradorensis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_palustris_navigator | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_portenkoi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_preblei | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_raddei | Num gaps: 177179 | Missing taxon?: N | % Missing data: 99.8534707702365
Taxon: sorex_roboratus | Num gaps: 177215 | Missing taxon?: N | % Missing data: 99.8737594328192
Taxon: sorex_rohweri | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_samniticus | Num gaps: 177176 | Missing taxon?: N | % Missing data: 99.8517800483546
Taxon: sorex_satunini | Num gaps: 177199 | Missing taxon?: N | % Missing data: 99.8647422494491
Taxon: sorex_satunini_tembotovi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_saussurei | Num gaps: 177260 | Missing taxon?: N | % Missing data: 99.8991202610475
