Parsing alignment laurasiatheria_cetartiodactyla_mt12cp ... ... 
Length alignment: 7240
Number of taxa: 431
Taxon: addax_nasomaculatus | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: nanger_soemmerringii | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: neophocaena_asiaeorientalis | Num gaps: 32 | Missing taxon?: N | % Missing data: 0.441988950276243
Taxon: neophocaena_phocaenoides~ | Num gaps: 32 | Missing taxon?: N | % Missing data: 0.441988950276243
Taxon: neophocaena_phocaenoides_sunameri | Num gaps: 562 | Missing taxon?: N | % Missing data: 7.76243093922652
Taxon: neotragus_batesi | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: neotragus_moschatus | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: neotragus_moschatus_livingstonianus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: neotragus_moschatus_zuluensis | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: neotragus_pygmaeus | Num gaps: 6480 | Missing taxon?: N | % Missing data: 89.5027624309392
Taxon: odocoileus_hemionus | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: odocoileus_hemionus_californicus | Num gaps: 6556 | Missing taxon?: N | % Missing data: 90.5524861878453
Taxon: odocoileus_hemionus_columbianus | Num gaps: 6556 | Missing taxon?: N | % Missing data: 90.5524861878453
Taxon: odocoileus_hemionus_crooki | Num gaps: 6556 | Missing taxon?: N | % Missing data: 90.5524861878453
Taxon: odocoileus_hemionus_eremicus | Num gaps: 6556 | Missing taxon?: N | % Missing data: 90.5524861878453
Taxon: odocoileus_hemionus_fuliginatus | Num gaps: 6556 | Missing taxon?: N | % Missing data: 90.5524861878453
Taxon: odocoileus_hemionus_inyoensis | Num gaps: 6556 | Missing taxon?: N | % Missing data: 90.5524861878453
Taxon: odocoileus_hemionus_peninsulae | Num gaps: 6556 | Missing taxon?: N | % Missing data: 90.5524861878453
Taxon: odocoileus_hemionus_sheldoni | Num gaps: 6556 | Missing taxon?: N | % Missing data: 90.5524861878453
Taxon: odocoileus_hemionus_sitkensis~ | Num gaps: 6556 | Missing taxon?: N | % Missing data: 90.5524861878453
Taxon: odocoileus_virginianus | Num gaps: 80 | Missing taxon?: N | % Missing data: 1.10497237569061
Taxon: okapia_johnstoni | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: orcaella_brevirostris | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: orcaella_heinsohni | Num gaps: 36 | Missing taxon?: N | % Missing data: 0.497237569060773
Taxon: orcinus_orca | Num gaps: 36 | Missing taxon?: N | % Missing data: 0.497237569060773
Taxon: oreamnos_americanus | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: oreotragus_oreotragus | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: oryx_beisa | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: oryx_dammah | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: oryx_gazella | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: oryx_leucoryx | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: ourebia_ourebi | Num gaps: 40 | Missing taxon?: N | % Missing data: 0.552486187845304
Taxon: ovibos_moschatus | Num gaps: 60 | Missing taxon?: N | % Missing data: 0.828729281767956
Taxon: ovis_ammon | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: ovis_ammon_collium~ | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: ovis_ammon_darwini | Num gaps: 6484 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: ovis_ammon_hodgsoni | Num gaps: 566 | Missing taxon?: N | % Missing data: 7.81767955801105
Taxon: ovis_ammon_severtzovi | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: ovis_aries | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: ovis_aries_musimon | Num gaps: 566 | Missing taxon?: N | % Missing data: 7.81767955801105
Taxon: ovis_canadensis | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: ovis_canadensis_mexicana | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: ovis_canadensis_nelsoni | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: ovis_dalli | Num gaps: 5472 | Missing taxon?: N | % Missing data: 75.5801104972376
Taxon: ovis_nivicola | Num gaps: 6484 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: ovis_orientalis~ | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: ovis_orientalis_anatolica~ | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: ovis_orientalis_gmelini | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: ovis_orientalis_isphahanica~ | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: ovis_orientalis_laristanica | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: ovis_orientalis_ophion | Num gaps: 566 | Missing taxon?: N | % Missing data: 7.81767955801105
Taxon: ovis_vignei | Num gaps: 40 | Missing taxon?: N | % Missing data: 0.552486187845304
Taxon: ovis_vignei_arkal | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: ovis_vignei_blanfordi~ | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: ovis_vignei_bochariensis | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: ovis_vignei_cycloceros~ | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: ovis_vignei_kermanensis~ | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: ovis_vignei_punjabiensis | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: ozotoceros_bezoarticus | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: pantholops_hodgsonii | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: pecari_tajacu | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: pelea_capreolus | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: peponocephala_electra | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: phacochoerus_aethiopicus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: phacochoerus_africanus | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: philantomba_maxwellii | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: philantomba_monticola | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: phocoena_dioptrica | Num gaps: 6514 | Missing taxon?: N | % Missing data: 89.9723756906077
Taxon: phocoena_phocoena | Num gaps: 32 | Missing taxon?: N | % Missing data: 0.441988950276243
Taxon: phocoena_sinus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: phocoenoides_dalli~ | Num gaps: 6786 | Missing taxon?: N | % Missing data: 93.7292817679558
Taxon: physeter_catodon | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: platanista_gangetica | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: platanista_minor | Num gaps: 40 | Missing taxon?: N | % Missing data: 0.552486187845304
Taxon: pontoporia_blainvillei | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: potamochoerus_larvatus | Num gaps: 5876 | Missing taxon?: N | % Missing data: 81.1602209944751
Taxon: potamochoerus_porcus | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: procapra_gutturosa | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: procapra_picticaudata | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: procapra_przewalskii | Num gaps: 54 | Missing taxon?: N | % Missing data: 0.74585635359116
Taxon: cervus_albirostris~ | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: pseudois_nayaur | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: pseudois_nayaur_szechuanensis | Num gaps: 566 | Missing taxon?: N | % Missing data: 7.81767955801105
Taxon: pseudois_schaeferi~ | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: pseudorca_crassidens | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: pseudoryx_nghetinhensis | Num gaps: 40 | Missing taxon?: N | % Missing data: 0.552486187845304
Taxon: pudu_mephistophiles~ | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: pudu_puda~ | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: rangifer_tarandus | Num gaps: 36 | Missing taxon?: N | % Missing data: 0.497237569060773
Taxon: rangifer_tarandus_caribou | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: rangifer_tarandus_granti | Num gaps: 6488 | Missing taxon?: N | % Missing data: 89.6132596685083
Taxon: rangifer_tarandus_groenlandicus | Num gaps: 6492 | Missing taxon?: N | % Missing data: 89.6685082872928
Taxon: raphicerus_campestris | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: raphicerus_melanotis | Num gaps: 5960 | Missing taxon?: N | % Missing data: 82.3204419889503
Taxon: raphicerus_sharpei | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: redunca_arundinum | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: redunca_fulvorufula | Num gaps: 52 | Missing taxon?: N | % Missing data: 0.718232044198895
Taxon: redunca_redunca | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: rucervus_duvaucelii | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: rucervus_eldii | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: rucervus_eldii_thamin | Num gaps: 6486 | Missing taxon?: N | % Missing data: 89.585635359116
Taxon: rucervus_schomburgki | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: rupicapra_pyrenaica | Num gaps: 36 | Missing taxon?: N | % Missing data: 0.497237569060773
Taxon: rupicapra_pyrenaica_ornata~ | Num gaps: 568 | Missing taxon?: N | % Missing data: 7.84530386740331
Taxon: rupicapra_pyrenaica_parva | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: rupicapra_rupicapra | Num gaps: 66 | Missing taxon?: N | % Missing data: 0.911602209944751
Taxon: rupicapra_rupicapra_balcanica | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: rupicapra_rupicapra_carpatica | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: rupicapra_rupicapra_cartusiana~ | Num gaps: 564 | Missing taxon?: N | % Missing data: 7.79005524861878
Taxon: rupicapra_rupicapra_tatrica | Num gaps: 6480 | Missing taxon?: N | % Missing data: 89.5027624309392
Taxon: cervus_alfredi | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: cervus_timorensis~ | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: cervus_timorensis_macassaricus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: cervus_unicolor | Num gaps: 6060 | Missing taxon?: N | % Missing data: 83.7016574585635
Taxon: cervus_unicolor_cambojensis | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: cervus_unicolor_swinhoei | Num gaps: 58 | Missing taxon?: N | % Missing data: 0.801104972375691
Taxon: saiga_tatarica | Num gaps: 36 | Missing taxon?: N | % Missing data: 0.497237569060773
Taxon: saiga_tatarica_mongolica | Num gaps: 6480 | Missing taxon?: N | % Missing data: 89.5027624309392
Taxon: sotalia_fluviatilis | Num gaps: 2694 | Missing taxon?: N | % Missing data: 37.2099447513812
Taxon: sotalia_guianensis | Num gaps: 1594 | Missing taxon?: N | % Missing data: 22.0165745856354
Taxon: sousa_chinensis | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: stenella_attenuata | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: stenella_clymene | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: stenella_coeruleoalba | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: stenella_frontalis | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: stenella_longirostris | Num gaps: 6028 | Missing taxon?: N | % Missing data: 83.2596685082873
Taxon: steno_bredanensis | Num gaps: 556 | Missing taxon?: N | % Missing data: 7.67955801104972
Taxon: sus_barbatus | Num gaps: 48 | Missing taxon?: N | % Missing data: 0.662983425414365
Taxon: sus_cebifrons | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: sus_celebensis | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: sus_philippensis | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: porcula_salvania | Num gaps: 6238 | Missing taxon?: N | % Missing data: 86.1602209944751
Taxon: sus_scrofa | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: sus_scrofa_coreanus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: sus_scrofa_domesticus | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: sus_scrofa_taiwanensis | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: sus_verrucosus | Num gaps: 48 | Missing taxon?: N | % Missing data: 0.662983425414365
Taxon: sylvicapra_grimmia | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: syncerus_caffer | Num gaps: 40 | Missing taxon?: N | % Missing data: 0.552486187845304
Taxon: tasmacetus_shepherdi | Num gaps: 6558 | Missing taxon?: N | % Missing data: 90.5801104972376
Taxon: tragelaphus_derbianus | Num gaps: 40 | Missing taxon?: N | % Missing data: 0.552486187845304
Taxon: tayassu_pecari | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: tetracerus_quadricornis | Num gaps: 42 | Missing taxon?: N | % Missing data: 0.580110497237569
Taxon: tragelaphus_angasii | Num gaps: 40 | Missing taxon?: N | % Missing data: 0.552486187845304
Taxon: tragelaphus_buxtoni | Num gaps: 6718 | Missing taxon?: N | % Missing data: 92.7900552486188
Taxon: tragelaphus_eurycerus | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: tragelaphus_imberbis | Num gaps: 42 | Missing taxon?: N | % Missing data: 0.580110497237569
Taxon: tragelaphus_oryx | Num gaps: 40 | Missing taxon?: N | % Missing data: 0.552486187845304
Taxon: tragelaphus_scriptus~ | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: tragelaphus_spekii | Num gaps: 40 | Missing taxon?: N | % Missing data: 0.552486187845304
Taxon: tragelaphus_strepsiceros | Num gaps: 42 | Missing taxon?: N | % Missing data: 0.580110497237569
Taxon: tragulus_javanicus | Num gaps: 6028 | Missing taxon?: N | % Missing data: 83.2596685082873
Taxon: tragulus_kanchil | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: tragulus_napu | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: tursiops_aduncus~ | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: tursiops_australis~ | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: tursiops_truncatus~ | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: vicugna_pacos | Num gaps: 36 | Missing taxon?: N | % Missing data: 0.497237569060773
Taxon: vicugna_pacos_huacaya | Num gaps: 6578 | Missing taxon?: N | % Missing data: 90.8563535911602
Taxon: vicugna_pacos_suri | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: vicugna_vicugna | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: vicugna_vicugna_mensalis | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: ziphius_cavirostris | Num gaps: 34 | Missing taxon?: N | % Missing data: 0.469613259668508
Taxon: ornithorhynchus_anatinus | Num gaps: 92 | Missing taxon?: N | % Missing data: 1.2707182320442
Taxon: zaglossus_bruijni | Num gaps: 92 | Missing taxon?: N | % Missing data: 1.2707182320442
Taxon: tachyglossus_aculeatus | Num gaps: 92 | Missing taxon?: N | % Missing data: 1.2707182320442

Number of missing taxa = 12
Number of present taxa = 419
Total number of taxa = 431

Eq: num_gaps / ( num_taxa * len_aln ) --> (86880+1031178)/((12+419)*7240)
Avg missing data before removing missing taxa = 0.358301393393239 = 35.8301393393239%
Eq: num_gaps / ( num_taxa * len_aln ) --> 1031178/(419*7240)
Avg missing data after removing missing taxa = 0.339923390340063 = 33.9923390340062%

