Parsing alignment rod_subt2_nt12cp ... ... 
Length alignment: 206736
Number of taxa: 691
Taxon: abeomelomys_sevia | Num gaps: 205224 | Missing taxon?: N | % Missing data: 99.268632458788
Taxon: hylomyscus_simus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: hylomyscus_stella | Num gaps: 205312 | Missing taxon?: N | % Missing data: 99.3111988236205
Taxon: hylomyscus_walterverheyeni | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: hyomys_goliath | Num gaps: 203762 | Missing taxon?: N | % Missing data: 98.5614503521399
Taxon: irenomys_tarsalis | Num gaps: 202448 | Missing taxon?: N | % Missing data: 97.9258571318009
Taxon: juliomys_pictipes | Num gaps: 204038 | Missing taxon?: N | % Missing data: 98.6949539509326
Taxon: juscelinomys_huanchacae | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: kunsia_tomentosus | Num gaps: 206202 | Missing taxon?: N | % Missing data: 99.7416995588577
Taxon: lamottemys_okuensis | Num gaps: 206134 | Missing taxon?: N | % Missing data: 99.7088073678508
Taxon: leggadina_forresti | Num gaps: 203918 | Missing taxon?: N | % Missing data: 98.6369089079793
Taxon: leggadina_lakedownensis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: lemniscomys_barbarus | Num gaps: 202640 | Missing taxon?: N | % Missing data: 98.0187292005263
Taxon: lemniscomys_bellieri | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: lemniscomys_macculus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: lemniscomys_rosalia | Num gaps: 206190 | Missing taxon?: N | % Missing data: 99.7358950545623
Taxon: lemniscomys_striatus | Num gaps: 205294 | Missing taxon?: N | % Missing data: 99.3024920671775
Taxon: lemniscomys_zebra | Num gaps: 206356 | Missing taxon?: N | % Missing data: 99.8161906973145
Taxon: lenoxus_apicalis | Num gaps: 203906 | Missing taxon?: N | % Missing data: 98.6311044036839
Taxon: leopoldamys_edwardsi | Num gaps: 200156 | Missing taxon?: N | % Missing data: 96.8171968113923
Taxon: leopoldamys_milleti | Num gaps: 206102 | Missing taxon?: N | % Missing data: 99.6933286897299
Taxon: leopoldamys_neilli | Num gaps: 204422 | Missing taxon?: N | % Missing data: 98.8806980883833
Taxon: leopoldamys_revertens | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: leopoldamys_sabanus | Num gaps: 198330 | Missing taxon?: N | % Missing data: 95.9339447411191
Taxon: leporillus_conditor | Num gaps: 202778 | Missing taxon?: N | % Missing data: 98.0854809999226
Taxon: leptomys_elegans | Num gaps: 203840 | Missing taxon?: N | % Missing data: 98.5991796300596
Taxon: limnomys_bryophilus | Num gaps: 205378 | Missing taxon?: N | % Missing data: 99.3431235972448
Taxon: limnomys_sibuanus | Num gaps: 205382 | Missing taxon?: N | % Missing data: 99.3450584320099
Taxon: lophiomys_imhausi | Num gaps: 205256 | Missing taxon?: N | % Missing data: 99.2841111369089
Taxon: lorentzimys_nouhuysi | Num gaps: 203276 | Missing taxon?: N | % Missing data: 98.3263679281789
Taxon: lundomys_molitor | Num gaps: 205130 | Missing taxon?: N | % Missing data: 99.2231638418079
Taxon: macruromys_major | Num gaps: 203764 | Missing taxon?: N | % Missing data: 98.5624177695225
Taxon: malacomys_edwardsi | Num gaps: 205578 | Missing taxon?: N | % Missing data: 99.4398653355003
Taxon: malacomys_longipes | Num gaps: 202040 | Missing taxon?: N | % Missing data: 97.7285039857596
Taxon: mallomys_rothschildi | Num gaps: 204266 | Missing taxon?: N | % Missing data: 98.8052395325439
Taxon: mammelomys_lanosus | Num gaps: 204314 | Missing taxon?: N | % Missing data: 98.8284575497253
Taxon: margaretamys_elegans | Num gaps: 204726 | Missing taxon?: N | % Missing data: 99.0277455305317
Taxon: mastacomys_fuscus | Num gaps: 202466 | Missing taxon?: N | % Missing data: 97.9345638882439
Taxon: mastomys_awashensis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: mastomys_coucha | Num gaps: 205680 | Missing taxon?: N | % Missing data: 99.4892036220107
Taxon: mastomys_erythroleucus | Num gaps: 202494 | Missing taxon?: N | % Missing data: 97.9481077315997
Taxon: mastomys_hildebrandtii | Num gaps: 203784 | Missing taxon?: N | % Missing data: 98.572091943348
Taxon: mastomys_huberti | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: mastomys_kollmannspergeri | Num gaps: 205744 | Missing taxon?: N | % Missing data: 99.5201609782525
Taxon: mastomys_natalensis | Num gaps: 201110 | Missing taxon?: N | % Missing data: 97.2786549028713
Taxon: mastomys_pernanus | Num gaps: 205570 | Missing taxon?: N | % Missing data: 99.4359956659701
Taxon: mastomys_verheyeni | Num gaps: 206192 | Missing taxon?: N | % Missing data: 99.7368624719449
Taxon: maxomys_bartelsii | Num gaps: 203874 | Missing taxon?: N | % Missing data: 98.615625725563
Taxon: maxomys_dollmani | Num gaps: 205626 | Missing taxon?: N | % Missing data: 99.4630833526817
Taxon: maxomys_hellwaldii | Num gaps: 204946 | Missing taxon?: N | % Missing data: 99.1341614426128
Taxon: maxomys_hylomyoides | Num gaps: 206196 | Missing taxon?: N | % Missing data: 99.73879730671
Taxon: maxomys_moi | Num gaps: 205128 | Missing taxon?: N | % Missing data: 99.2221964244253
Taxon: maxomys_musschenbroekii | Num gaps: 204550 | Missing taxon?: N | % Missing data: 98.9426128008668
Taxon: maxomys_ochraceiventer | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: maxomys_pagensis | Num gaps: 206238 | Missing taxon?: N | % Missing data: 99.7591130717437
Taxon: maxomys_panglima | Num gaps: 204786 | Missing taxon?: N | % Missing data: 99.0567680520084
Taxon: maxomys_rajah | Num gaps: 205688 | Missing taxon?: N | % Missing data: 99.4930732915409
Taxon: maxomys_surifer | Num gaps: 200404 | Missing taxon?: N | % Missing data: 96.9371565668292
Taxon: maxomys_tajuddinii | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: maxomys_whiteheadi | Num gaps: 204092 | Missing taxon?: N | % Missing data: 98.7210742202616
Taxon: melanomys_caliginosus | Num gaps: 203898 | Missing taxon?: N | % Missing data: 98.6272347341537
Taxon: melanomys_chrysomelas | Num gaps: 205892 | Missing taxon?: N | % Missing data: 99.5917498645616
Taxon: melanomys_columbianus | Num gaps: 205942 | Missing taxon?: N | % Missing data: 99.6159352991255
Taxon: melanomys_idoneus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: melasmothrix_naso | Num gaps: 204340 | Missing taxon?: N | % Missing data: 98.8410339756985
Taxon: melomys_cervinipes | Num gaps: 204612 | Missing taxon?: N | % Missing data: 98.972602739726
Taxon: melomys_rufescens | Num gaps: 204150 | Missing taxon?: N | % Missing data: 98.7491293243557
Taxon: meriones_chengi | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: meriones_crassus | Num gaps: 205890 | Missing taxon?: N | % Missing data: 99.590782447179
Taxon: meriones_libycus | Num gaps: 206180 | Missing taxon?: N | % Missing data: 99.7310579676496
Taxon: meriones_libycus_erythrourus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: meriones_meridianus | Num gaps: 205512 | Missing taxon?: N | % Missing data: 99.407940561876
Taxon: meriones_penicilliger | Num gaps: 206248 | Missing taxon?: N | % Missing data: 99.7639501586565
Taxon: meriones_rex | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: meriones_shawi | Num gaps: 204088 | Missing taxon?: N | % Missing data: 98.7191393854965
Taxon: meriones_tamariscinus~ | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: meriones_tristrami | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: meriones_unguiculatus | Num gaps: 195472 | Missing taxon?: N | % Missing data: 94.5515053014472
Taxon: mesembriomys_gouldii | Num gaps: 202676 | Missing taxon?: N | % Missing data: 98.0361427134123
Taxon: micaelamys_namaquensis | Num gaps: 202232 | Missing taxon?: N | % Missing data: 97.8213760544849
Taxon: micromys_minutus | Num gaps: 200586 | Missing taxon?: N | % Missing data: 97.0251915486417
Taxon: microryzomys_minutus | Num gaps: 204552 | Missing taxon?: N | % Missing data: 98.9435802182494
Taxon: millardia_kathleenae | Num gaps: 204852 | Missing taxon?: N | % Missing data: 99.0886928256327
Taxon: millardia_meltada | Num gaps: 205340 | Missing taxon?: N | % Missing data: 99.3247426669762
Taxon: mus_imberbis | Num gaps: 205930 | Missing taxon?: N | % Missing data: 99.6101307948301
Taxon: mus_baoulei | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: mus_booduga | Num gaps: 205164 | Missing taxon?: N | % Missing data: 99.2396099373114
Taxon: mus_bufo | Num gaps: 205938 | Missing taxon?: N | % Missing data: 99.6140004643603
Taxon: mus_caroli | Num gaps: 200188 | Missing taxon?: N | % Missing data: 96.8326754895132
Taxon: mus_cervicolor | Num gaps: 202690 | Missing taxon?: N | % Missing data: 98.0429146350902
Taxon: mus_cookii | Num gaps: 200128 | Missing taxon?: N | % Missing data: 96.8036529680365
Taxon: mus_crociduroides | Num gaps: 205288 | Missing taxon?: N | % Missing data: 99.2995898150298
Taxon: mus_famulus | Num gaps: 205888 | Missing taxon?: N | % Missing data: 99.5898150297965
Taxon: mus_fragilicauda | Num gaps: 204696 | Missing taxon?: N | % Missing data: 99.0132342697934
Taxon: mus_haussa | Num gaps: 205898 | Missing taxon?: N | % Missing data: 99.5946521167092
Taxon: mus_indutus | Num gaps: 205890 | Missing taxon?: N | % Missing data: 99.590782447179
Taxon: mus_macedonicus | Num gaps: 205140 | Missing taxon?: N | % Missing data: 99.2280009287207
Taxon: mus_mahomet | Num gaps: 205924 | Missing taxon?: N | % Missing data: 99.6072285426824
Taxon: mus_mattheyi | Num gaps: 204706 | Missing taxon?: N | % Missing data: 99.0180713567061
Taxon: mus_minutoides | Num gaps: 205890 | Missing taxon?: N | % Missing data: 99.590782447179
Taxon: mus_musculoides | Num gaps: 205896 | Missing taxon?: N | % Missing data: 99.5936846993267
Taxon: mus_musculus | Num gaps: 20488 | Missing taxon?: N | % Missing data: 9.91022366689885
Taxon: mus_musculus_bactrianus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: mus_musculus_castaneus | Num gaps: 202890 | Missing taxon?: N | % Missing data: 98.1396563733457
Taxon: mus_musculus_domesticus | Num gaps: 201910 | Missing taxon?: N | % Missing data: 97.6656218558935
Taxon: mus_musculus_helgolandicus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: mus_musculus_homourus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: mus_musculus_molossinus | Num gaps: 203088 | Missing taxon?: N | % Missing data: 98.2354306942187
Taxon: mus_neavei | Num gaps: 205934 | Missing taxon?: N | % Missing data: 99.6120656295952
Taxon: mus_pahari | Num gaps: 201250 | Missing taxon?: N | % Missing data: 97.3463741196502
Taxon: mus_platythrix | Num gaps: 205058 | Missing taxon?: N | % Missing data: 99.1883368160359
Taxon: mus_saxicola | Num gaps: 206438 | Missing taxon?: N | % Missing data: 99.8558548099992
Taxon: mus_setulosus | Num gaps: 205888 | Missing taxon?: N | % Missing data: 99.5898150297965
Taxon: mus_sorella | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: mus_spicilegus | Num gaps: 201378 | Missing taxon?: N | % Missing data: 97.4082888321337
Taxon: mus_spretus | Num gaps: 202362 | Missing taxon?: N | % Missing data: 97.8842581843511
Taxon: mus_tenellus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: mus_terricolor | Num gaps: 203778 | Missing taxon?: N | % Missing data: 98.5691896912004
Taxon: mus_triton | Num gaps: 206038 | Missing taxon?: N | % Missing data: 99.6623713334881
Taxon: mylomys_dybowskii | Num gaps: 206134 | Missing taxon?: N | % Missing data: 99.7088073678508
Taxon: myomyscus_brockmani | Num gaps: 206130 | Missing taxon?: N | % Missing data: 99.7068725330857
Taxon: myomyscus_verreauxii | Num gaps: 205570 | Missing taxon?: N | % Missing data: 99.4359956659701
Taxon: myotomys_sloggetti | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: myotomys_unisulcatus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: mystromys_albicaudatus | Num gaps: 204560 | Missing taxon?: N | % Missing data: 98.9474498877796
Taxon: neacomys_dubosti | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: neacomys_guianae | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: neacomys_minutus~ | Num gaps: 204174 | Missing taxon?: N | % Missing data: 98.7607383329464
Taxon: neacomys_musseri | Num gaps: 205892 | Missing taxon?: N | % Missing data: 99.5917498645616
Taxon: neacomys_paracou | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: neacomys_spinosus | Num gaps: 203284 | Missing taxon?: N | % Missing data: 98.3302375977092
Taxon: necromys_lactens | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: nectomys_apicalis | Num gaps: 203980 | Missing taxon?: N | % Missing data: 98.6668988468385
Taxon: nectomys_squamipes | Num gaps: 202072 | Missing taxon?: N | % Missing data: 97.7439826638805
Taxon: neotomys_ebriosus | Num gaps: 203968 | Missing taxon?: N | % Missing data: 98.6610943425432
Taxon: nephelomys_albigularis | Num gaps: 205892 | Missing taxon?: N | % Missing data: 99.5917498645616
Taxon: nephelomys_keaysi | Num gaps: 204734 | Missing taxon?: N | % Missing data: 99.0316152000619
Taxon: nephelomys_levipes | Num gaps: 205440 | Missing taxon?: N | % Missing data: 99.373113536104
Taxon: nesokia_indica~ | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: nesoryzomys_fernandinae | Num gaps: 205892 | Missing taxon?: N | % Missing data: 99.5917498645616
Taxon: nesoryzomys_narboroughi | Num gaps: 205904 | Missing taxon?: N | % Missing data: 99.5975543688569
Taxon: nesoryzomys_swarthi | Num gaps: 205898 | Missing taxon?: N | % Missing data: 99.5946521167092
Taxon: neusticomys_monticolus | Num gaps: 205918 | Missing taxon?: N | % Missing data: 99.6043262905348
Taxon: niviventer_andersoni | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: niviventer_bukit | Num gaps: 205128 | Missing taxon?: N | % Missing data: 99.2221964244253
Taxon: niviventer_confucianus | Num gaps: 204590 | Missing taxon?: N | % Missing data: 98.9619611485179
Taxon: niviventer_coninga | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: niviventer_cremoriventer | Num gaps: 202044 | Missing taxon?: N | % Missing data: 97.7304388205247
Taxon: niviventer_culturatus | Num gaps: 203260 | Missing taxon?: N | % Missing data: 98.3186285891185
Taxon: niviventer_eha | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: niviventer_excelsior | Num gaps: 205388 | Missing taxon?: N | % Missing data: 99.3479606841576
Taxon: niviventer_fulvescens | Num gaps: 201380 | Missing taxon?: N | % Missing data: 97.4092562495163
Taxon: niviventer_hinpoon | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: niviventer_huang | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: niviventer_niviventer | Num gaps: 205310 | Missing taxon?: N | % Missing data: 99.3102314062379
Taxon: niviventer_rapit | Num gaps: 204872 | Missing taxon?: N | % Missing data: 99.0983669994582
Taxon: niviventer_tenaster | Num gaps: 206196 | Missing taxon?: N | % Missing data: 99.73879730671
Taxon: nivivneter_brahma | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: notiomys_edwardsii | Num gaps: 203336 | Missing taxon?: N | % Missing data: 98.3553904496556
Taxon: notomys | Num gaps: 203772 | Missing taxon?: N | % Missing data: 98.5662874390527
Taxon: oecomys_auyantepui | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oecomys_bicolor | Num gaps: 203130 | Missing taxon?: N | % Missing data: 98.2557464592524
Taxon: oecomys_catherinae | Num gaps: 205228 | Missing taxon?: N | % Missing data: 99.2705672935531
Taxon: oecomys_concolor | Num gaps: 203622 | Missing taxon?: N | % Missing data: 98.493731135361
Taxon: oecomys_mamorae | Num gaps: 205918 | Missing taxon?: N | % Missing data: 99.6043262905348
Taxon: oecomys_roberti | Num gaps: 205806 | Missing taxon?: N | % Missing data: 99.5501509171117
Taxon: oecomys_rutilus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oecomys_superans | Num gaps: 205282 | Missing taxon?: N | % Missing data: 99.2966875628821
Taxon: oecomys_trinitatis | Num gaps: 205916 | Missing taxon?: N | % Missing data: 99.6033588731522
Taxon: oenomys_hypoxanthus | Num gaps: 201612 | Missing taxon?: N | % Missing data: 97.5214766658927
Taxon: oligoryzomys_andinus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oligoryzomys_chacoensis | Num gaps: 205892 | Missing taxon?: N | % Missing data: 99.5917498645616
Taxon: oligoryzomys_destructor | Num gaps: 205154 | Missing taxon?: N | % Missing data: 99.2347728503986
Taxon: oligoryzomys_eliurus | Num gaps: 205892 | Missing taxon?: N | % Missing data: 99.5917498645616
Taxon: oligoryzomys_flavescens | Num gaps: 205096 | Missing taxon?: N | % Missing data: 99.2067177463045
Taxon: oligoryzomys_fornesi | Num gaps: 205894 | Missing taxon?: N | % Missing data: 99.5927172819441
Taxon: oligoryzomys_fulvescens | Num gaps: 203496 | Missing taxon?: N | % Missing data: 98.43278384026
Taxon: oligoryzomys_longicaudatus | Num gaps: 205892 | Missing taxon?: N | % Missing data: 99.5917498645616
Taxon: oligoryzomys_longicaudatus_pampanus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oligoryzomys_magellanicus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oligoryzomys_microtis | Num gaps: 205014 | Missing taxon?: N | % Missing data: 99.1670536336197
Taxon: oligoryzomys_moojeni | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oligoryzomys_nigripes | Num gaps: 205892 | Missing taxon?: N | % Missing data: 99.5917498645616
Taxon: oligoryzomys_rupestris | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oligoryzomys_stramineus | Num gaps: 205900 | Missing taxon?: N | % Missing data: 99.5956195340918
Taxon: oligoryzomys_utiaritensis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oligoryzomys_vegetus | Num gaps: 205892 | Missing taxon?: N | % Missing data: 99.5917498645616
Taxon: oreoryzomys_balneator | Num gaps: 205892 | Missing taxon?: N | % Missing data: 99.5917498645616
Taxon: oryzomys_couesi | Num gaps: 202434 | Missing taxon?: N | % Missing data: 97.9190852101231
Taxon: oryzomys_couesi_azuerensis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oryzomys_mexicanus~ | Num gaps: 205896 | Missing taxon?: N | % Missing data: 99.5936846993267
Taxon: oryzomys_palustris | Num gaps: 201504 | Missing taxon?: N | % Missing data: 97.4692361272347
Taxon: oryzomys_palustris_argentatus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oryzomys_palustris_coloratus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oryzomys_palustris_planirostris | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oryzomys_palustris_sanibeli | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oryzomys_texensis | Num gaps: 205892 | Missing taxon?: N | % Missing data: 99.5917498645616
Taxon: otomys_anchietae | Num gaps: 205378 | Missing taxon?: N | % Missing data: 99.3431235972448
Taxon: otomys_angoniensis | Num gaps: 203610 | Missing taxon?: N | % Missing data: 98.4879266310657
Taxon: otomys_barbouri | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_dartmouthi | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_denti | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_denti_kempi | Num gaps: 204810 | Missing taxon?: N | % Missing data: 99.068377060599
Taxon: otomys_denti_sungae | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_irroratus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_jacksoni | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_lacustris | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_laminatus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_maximus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_occidentalis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_orestes | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_zinki | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_saundersiae_karoensis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_simiensis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_tropicalis~ | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_tropicalis_elgonis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_tropicalis_faradjius | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_typus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: otomys_typus_fortior | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oxymycterus_amazonicus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oxymycterus_dasytrichus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oxymycterus_delator | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oxymycterus_hiska | Num gaps: 205280 | Missing taxon?: N | % Missing data: 99.2957201454996
Taxon: brucepattersonius_iheringi | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oxymycterus_judex | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oxymycterus_nasutus | Num gaps: 203116 | Missing taxon?: N | % Missing data: 98.2489745375745
Taxon: oxymycterus_paramensis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oxymycterus_quaestor | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: oxymycterus_rufus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: pachyuromys_duprasi | Num gaps: 206252 | Missing taxon?: N | % Missing data: 99.7658849934216
Taxon: parahydromys_asper | Num gaps: 202744 | Missing taxon?: N | % Missing data: 98.0690349044192
Taxon: paramelomys_levipes | Num gaps: 203414 | Missing taxon?: N | % Missing data: 98.3931197275753
Taxon: parotomys_brantsii~ | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: parotomys_littledalei~ | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: paruromys_dominator | Num gaps: 203566 | Missing taxon?: N | % Missing data: 98.4666434486495
Taxon: paucidentomys_vermidax | Num gaps: 204278 | Missing taxon?: N | % Missing data: 98.8110440368392
Taxon: pearsonomys_annectens | Num gaps: 205996 | Missing taxon?: N | % Missing data: 99.6420555684545
Taxon: pelomys_campanae | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: pelomys_fallax | Num gaps: 205586 | Missing taxon?: N | % Missing data: 99.4437350050306
Taxon: petromyscus | Num gaps: 203446 | Missing taxon?: N | % Missing data: 98.4085984056962
Taxon: phaenomys_ferrugineus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: phloeomys_cumingi | Num gaps: 205916 | Missing taxon?: N | % Missing data: 99.6033588731522
Taxon: phyllotis_alisosiensis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: phyllotis_amicus | Num gaps: 205852 | Missing taxon?: N | % Missing data: 99.5724015169105
Taxon: phyllotis_andium | Num gaps: 205310 | Missing taxon?: N | % Missing data: 99.3102314062379
Taxon: phyllotis_bonariensis | Num gaps: 205856 | Missing taxon?: N | % Missing data: 99.5743363516756
Taxon: phyllotis_darwini | Num gaps: 205244 | Missing taxon?: N | % Missing data: 99.2783066326136
Taxon: phyllotis_gerbillus | Num gaps: 205882 | Missing taxon?: N | % Missing data: 99.5869127776488
Taxon: phyllotis_limatus | Num gaps: 205854 | Missing taxon?: N | % Missing data: 99.573368934293
Taxon: phyllotis_magister | Num gaps: 205854 | Missing taxon?: N | % Missing data: 99.573368934293
Taxon: phyllotis_osilae | Num gaps: 204946 | Missing taxon?: N | % Missing data: 99.1341614426128
Taxon: tapecomys_wolffsohni | Num gaps: 204870 | Missing taxon?: N | % Missing data: 99.0973995820757
Taxon: phyllotis_xanthopygus | Num gaps: 205904 | Missing taxon?: N | % Missing data: 99.5975543688569
Taxon: phyllotis_xanthopygus_chilensis | Num gaps: 205846 | Missing taxon?: N | % Missing data: 99.5694992647628
Taxon: phyllotis_xanthopygus_posticalis | Num gaps: 205984 | Missing taxon?: N | % Missing data: 99.6362510641591
Taxon: phyllotis_xanthopygus_rupestris | Num gaps: 205854 | Missing taxon?: N | % Missing data: 99.573368934293
Taxon: phyllotis_xanthopygus_vaccarum | Num gaps: 204826 | Missing taxon?: N | % Missing data: 99.0761163996595
Taxon: pogonomys_loriae | Num gaps: 204136 | Missing taxon?: N | % Missing data: 98.7423574026778
Taxon: pogonomys_macrourus | Num gaps: 203250 | Missing taxon?: N | % Missing data: 98.3137915022057
Taxon: pogonomys_sylvestris | Num gaps: 205630 | Missing taxon?: N | % Missing data: 99.4650181874468
Taxon: praomys_coetzeei | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: praomys_daltoni | Num gaps: 205576 | Missing taxon?: N | % Missing data: 99.4388979181178
Taxon: praomys_degraaffi | Num gaps: 204866 | Missing taxon?: N | % Missing data: 99.0954647473106
Taxon: praomys_delectorum | Num gaps: 205922 | Missing taxon?: N | % Missing data: 99.6062611252999
Taxon: praomys_derooi | Num gaps: 206182 | Missing taxon?: N | % Missing data: 99.7320253850321
Taxon: praomys_hartwigi | Num gaps: 206212 | Missing taxon?: N | % Missing data: 99.7465366457704
Taxon: praomys_jacksoni | Num gaps: 201710 | Missing taxon?: N | % Missing data: 97.568880117638
Taxon: praomys_lukolelae | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: praomys_minor | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: praomys_misonnei | Num gaps: 204720 | Missing taxon?: N | % Missing data: 99.024843278384
Taxon: praomys_morio | Num gaps: 205670 | Missing taxon?: N | % Missing data: 99.4843665350979
Taxon: praomys_mutoni | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: praomys_obscurus | Num gaps: 205658 | Missing taxon?: N | % Missing data: 99.4785620308026
Taxon: praomys_petteri | Num gaps: 206248 | Missing taxon?: N | % Missing data: 99.7639501586565
Taxon: praomys_rostratus | Num gaps: 205656 | Missing taxon?: N | % Missing data: 99.47759461342
Taxon: praomys_taitae | Num gaps: 206126 | Missing taxon?: N | % Missing data: 99.7049376983206
Taxon: praomys_tullbergi | Num gaps: 202298 | Missing taxon?: N | % Missing data: 97.8533008281093
Taxon: praomys_verschureni | Num gaps: 206218 | Missing taxon?: N | % Missing data: 99.7494388979181
Taxon: psammomys_obesus | Num gaps: 206092 | Missing taxon?: N | % Missing data: 99.6884916028171
