Parsing alignment lchiroptera_subt2_mt3cp ... ... 
Length alignment: 3620
Number of taxa: 634
Taxon: ametrida_centurio | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: miniopterus_tristis | Num gaps: 3275 | Missing taxon?: N | % Missing data: 90.4696132596685
Taxon: molossops_mattogrossensis | Num gaps: 3324 | Missing taxon?: N | % Missing data: 91.8232044198895
Taxon: molossops_temminckii | Num gaps: 3325 | Missing taxon?: N | % Missing data: 91.8508287292818
Taxon: molossus_ater | Num gaps: 2974 | Missing taxon?: N | % Missing data: 82.1546961325967
Taxon: molossus_molossus | Num gaps: 2945 | Missing taxon?: N | % Missing data: 81.353591160221
Taxon: molossus_rufus | Num gaps: 3332 | Missing taxon?: N | % Missing data: 92.0441988950276
Taxon: molossus_sinaloae | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: monophyllus_plethodon | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: monophyllus_redmani | Num gaps: 2940 | Missing taxon?: N | % Missing data: 81.2154696132597
Taxon: mops_bakarii | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: mops_condylurus | Num gaps: 3335 | Missing taxon?: N | % Missing data: 92.1270718232044
Taxon: mops_leucostigma | Num gaps: 2995 | Missing taxon?: N | % Missing data: 82.7348066298343
Taxon: mops_midas | Num gaps: 3261 | Missing taxon?: N | % Missing data: 90.0828729281768
Taxon: mormoops_blainvillei | Num gaps: 2936 | Missing taxon?: N | % Missing data: 81.1049723756906
Taxon: mormoops_megalophylla | Num gaps: 2898 | Missing taxon?: N | % Missing data: 80.0552486187845
Taxon: mormopterus_beccarii | Num gaps: 3273 | Missing taxon?: N | % Missing data: 90.414364640884
Taxon: mormopterus_cobourgianus | Num gaps: 3367 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_eleryi | Num gaps: 3367 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_halli | Num gaps: 3367 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_kitcheneri | Num gaps: 3367 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_loriae | Num gaps: 3367 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_lumsdenae | Num gaps: 3367 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_norfolkensis | Num gaps: 3367 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_petersi | Num gaps: 3367 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_planiceps | Num gaps: 3367 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: mormopterus_ridei | Num gaps: 3367 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: murina_aenea | Num gaps: 2956 | Missing taxon?: N | % Missing data: 81.6574585635359
Taxon: murina_aurata | Num gaps: 3302 | Missing taxon?: N | % Missing data: 91.2154696132597
Taxon: murina_bicolor | Num gaps: 2927 | Missing taxon?: N | % Missing data: 80.8563535911602
Taxon: murina_cineracea | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: murina_cyclotis | Num gaps: 2923 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: murina_eleryi | Num gaps: 3274 | Missing taxon?: N | % Missing data: 90.4419889502762
Taxon: murina_florium | Num gaps: 2956 | Missing taxon?: N | % Missing data: 81.6574585635359
Taxon: murina_gracilis | Num gaps: 2923 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: murina_hilgendorfi | Num gaps: 2956 | Missing taxon?: N | % Missing data: 81.6574585635359
Taxon: murina_huttoni | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: murina_jaintiana | Num gaps: 3257 | Missing taxon?: N | % Missing data: 89.9723756906077
Taxon: murina_leucogaster | Num gaps: 38 | Missing taxon?: N | % Missing data: 1.04972375690608
Taxon: murina_peninsularis | Num gaps: 2956 | Missing taxon?: N | % Missing data: 81.6574585635359
Taxon: murina_pluvialis | Num gaps: 3243 | Missing taxon?: N | % Missing data: 89.585635359116
Taxon: murina_puta | Num gaps: 2956 | Missing taxon?: N | % Missing data: 81.6574585635359
Taxon: murina_recondita | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: murina_rozendaali | Num gaps: 3302 | Missing taxon?: N | % Missing data: 91.2154696132597
Taxon: murina_ryukyuna | Num gaps: 3302 | Missing taxon?: N | % Missing data: 91.2154696132597
Taxon: murina_suilla | Num gaps: 2956 | Missing taxon?: N | % Missing data: 81.6574585635359
Taxon: murina_tiensa | Num gaps: 2956 | Missing taxon?: N | % Missing data: 81.6574585635359
Taxon: murina_tubinaris | Num gaps: 2956 | Missing taxon?: N | % Missing data: 81.6574585635359
Taxon: murina_ussuriensis | Num gaps: 20 | Missing taxon?: N | % Missing data: 0.552486187845304
Taxon: musonycteris_harrisoni | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: myopterus_daubentonii | Num gaps: 3329 | Missing taxon?: N | % Missing data: 91.9613259668508
Taxon: myotis_adversus | Num gaps: 2576 | Missing taxon?: N | % Missing data: 71.1602209944751
Taxon: myotis_adversus_taiwanensis | Num gaps: 2924 | Missing taxon?: N | % Missing data: 80.7734806629834
Taxon: myotis_adversus_tanimbarensis | Num gaps: 2940 | Missing taxon?: N | % Missing data: 81.2154696132597
Taxon: myotis_aff_alcathoe | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_albescens | Num gaps: 2982 | Missing taxon?: N | % Missing data: 82.3756906077348
Taxon: myotis_alcathoe | Num gaps: 2923 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_altarium | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_anjouanensis | Num gaps: 3244 | Missing taxon?: N | % Missing data: 89.6132596685083
Taxon: myotis_annamiticus | Num gaps: 3254 | Missing taxon?: N | % Missing data: 89.8895027624309
Taxon: myotis_annectans | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_atacamensis | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_ater | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_aurascens | Num gaps: 2924 | Missing taxon?: N | % Missing data: 80.7734806629834
Taxon: myotis_auriculus | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_austroriparius | Num gaps: 3247 | Missing taxon?: N | % Missing data: 89.6961325966851
Taxon: myotis_bechsteinii | Num gaps: 2936 | Missing taxon?: N | % Missing data: 81.1049723756906
Taxon: myotis_blythii_ancilla | Num gaps: 3242 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: myotis_blythii_blythii | Num gaps: 2975 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: myotis_blythii_omari | Num gaps: 3244 | Missing taxon?: N | % Missing data: 89.6132596685083
Taxon: myotis_bocagii | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_bocagii_cupreolus | Num gaps: 3277 | Missing taxon?: N | % Missing data: 90.524861878453
Taxon: myotis_bombinus | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_bombinus_amurensis | Num gaps: 3279 | Missing taxon?: N | % Missing data: 90.5801104972376
Taxon: myotis_brandtii | Num gaps: 40 | Missing taxon?: N | % Missing data: 1.10497237569061
Taxon: myotis_californicus | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: myotis_capaccinii | Num gaps: 2924 | Missing taxon?: N | % Missing data: 80.7734806629834
Taxon: myotis_chiloensis | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_chinensis | Num gaps: 2923 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_ciliolabrum | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_csorbai | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_dasycneme | Num gaps: 2941 | Missing taxon?: N | % Missing data: 81.2430939226519
Taxon: myotis_daubentonii | Num gaps: 2923 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_nathalinae | Num gaps: 2989 | Missing taxon?: N | % Missing data: 82.5690607734807
Taxon: myotis_davidii | Num gaps: 19 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: myotis_dominicensis | Num gaps: 2976 | Missing taxon?: N | % Missing data: 82.2099447513812
Taxon: myotis_elegans | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_emarginatus | Num gaps: 2923 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_escalerai | Num gaps: 2975 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: myotis_evotis | Num gaps: 3242 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: myotis_evotis_milleri | Num gaps: 3245 | Missing taxon?: N | % Missing data: 89.6408839779006
Taxon: myotis_fimbriatus | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_flavus | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_formosus | Num gaps: 19 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: myotis_fortidens | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_frater | Num gaps: 2923 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_goudoti | Num gaps: 3242 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: myotis_gracilis | Num gaps: 3354 | Missing taxon?: N | % Missing data: 92.6519337016575
Taxon: myotis_grisescens | Num gaps: 3274 | Missing taxon?: N | % Missing data: 90.4419889502762
Taxon: myotis_hajastanicus | Num gaps: 3243 | Missing taxon?: N | % Missing data: 89.585635359116
Taxon: myotis_hasseltii | Num gaps: 2976 | Missing taxon?: N | % Missing data: 82.2099447513812
Taxon: myotis_horsfieldii | Num gaps: 2975 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: myotis_horsfieldii_deignani | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_ikonnikovi | Num gaps: 19 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: myotis_keaysi | Num gaps: 2983 | Missing taxon?: N | % Missing data: 82.4033149171271
Taxon: myotis_keenii | Num gaps: 3314 | Missing taxon?: N | % Missing data: 91.5469613259668
Taxon: myotis_laniger | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_leibii | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_levis | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_longipes | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_lucifugus | Num gaps: 23 | Missing taxon?: N | % Missing data: 0.635359116022099
Taxon: myotis_lucifugus_alascensis | Num gaps: 3246 | Missing taxon?: N | % Missing data: 89.6685082872928
Taxon: myotis_lucifugus_carissima | Num gaps: 3066 | Missing taxon?: N | % Missing data: 84.6961325966851
Taxon: myotis_lucifugus_relictus | Num gaps: 3243 | Missing taxon?: N | % Missing data: 89.585635359116
Taxon: myotis_macrodactylus | Num gaps: 19 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: myotis_macropus | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_macrotarsus | Num gaps: 2984 | Missing taxon?: N | % Missing data: 82.4309392265193
Taxon: myotis_martiniquensis | Num gaps: 3258 | Missing taxon?: N | % Missing data: 90
Taxon: myotis_martiniquensis_nyctor | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_melanorhinus | Num gaps: 3245 | Missing taxon?: N | % Missing data: 89.6408839779006
Taxon: myotis_montivagus | Num gaps: 2976 | Missing taxon?: N | % Missing data: 82.2099447513812
Taxon: myotis_muricola | Num gaps: 2578 | Missing taxon?: N | % Missing data: 71.2154696132597
Taxon: myotis_muricola_browni | Num gaps: 2978 | Missing taxon?: N | % Missing data: 82.2651933701657
Taxon: myotis_myotis | Num gaps: 2975 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: myotis_myotis_blythii | Num gaps: 3355 | Missing taxon?: N | % Missing data: 92.6795580110497
Taxon: myotis_mystacinus | Num gaps: 2923 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_nattereri | Num gaps: 2923 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_nattereri_tschuliensis | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: myotis_nesopolus_nesopolus | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_nigricans | Num gaps: 2628 | Missing taxon?: N | % Missing data: 72.5966850828729
Taxon: myotis_oxygnathus | Num gaps: 2948 | Missing taxon?: N | % Missing data: 81.4364640883978
Taxon: myotis_oxyotus | Num gaps: 3002 | Missing taxon?: N | % Missing data: 82.9281767955801
Taxon: myotis_pequinius | Num gaps: 3287 | Missing taxon?: N | % Missing data: 90.8011049723757
Taxon: myotis_petax | Num gaps: 22 | Missing taxon?: N | % Missing data: 0.607734806629834
Taxon: myotis_phanluongi | Num gaps: 3246 | Missing taxon?: N | % Missing data: 89.6685082872928
Taxon: myotis_pruinosus | Num gaps: 2923 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_punicus | Num gaps: 2943 | Missing taxon?: N | % Missing data: 81.2983425414365
Taxon: myotis_ricketti | Num gaps: 2923 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_ridleyi | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_riparius | Num gaps: 2975 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: myotis_rosseti | Num gaps: 3258 | Missing taxon?: N | % Missing data: 90
Taxon: myotis_ruber | Num gaps: 2975 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: myotis_rufoniger | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_schaubi | Num gaps: 2991 | Missing taxon?: N | % Missing data: 82.6243093922652
Taxon: myotis_scotti | Num gaps: 3247 | Missing taxon?: N | % Missing data: 89.6961325966851
Taxon: myotis_secundus | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_septentrionalis | Num gaps: 3308 | Missing taxon?: N | % Missing data: 91.3812154696133
Taxon: myotis_sicarius | Num gaps: 3242 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: myotis_siligorensis | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_siligorensis_alticraniatus | Num gaps: 3243 | Missing taxon?: N | % Missing data: 89.585635359116
Taxon: myotis_simus | Num gaps: 2895 | Missing taxon?: N | % Missing data: 79.9723756906077
Taxon: myotis_sodalis | Num gaps: 3254 | Missing taxon?: N | % Missing data: 89.8895027624309
Taxon: myotis_thysanodes | Num gaps: 2975 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: myotis_tricolor | Num gaps: 3243 | Missing taxon?: N | % Missing data: 89.585635359116
Taxon: myotis_velifer | Num gaps: 2718 | Missing taxon?: N | % Missing data: 75.0828729281768
Taxon: myotis_vivesi | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_volans | Num gaps: 2975 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: myotis_watasei | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: myotis_welwitschii | Num gaps: 3020 | Missing taxon?: N | % Missing data: 83.4254143646409
Taxon: myotis_yanbarensis | Num gaps: 2923 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: myotis_yumanensis | Num gaps: 2748 | Missing taxon?: N | % Missing data: 75.9116022099447
Taxon: mystacina_tuberculata | Num gaps: 19 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: myzopoda_aurita | Num gaps: 3244 | Missing taxon?: N | % Missing data: 89.6132596685083
Taxon: myzopoda_schliemanni | Num gaps: 3244 | Missing taxon?: N | % Missing data: 89.6132596685083
Taxon: natalus_jamaicensis | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: natalus_major | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: natalus_saturatus | Num gaps: 3242 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: natalus_stramineus | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: natalus_stramineus_mexicanus | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: natalus_tumidirostris | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: neoromicia_brunneus | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: neoromicia_capensis | Num gaps: 3232 | Missing taxon?: N | % Missing data: 89.2817679558011
Taxon: neoromicia_guineensis | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: neoromicia_malagasyensis | Num gaps: 3235 | Missing taxon?: N | % Missing data: 89.3646408839779
Taxon: neoromicia_matroka | Num gaps: 3232 | Missing taxon?: N | % Missing data: 89.2817679558011
Taxon: neoromicia_nanus | Num gaps: 3244 | Missing taxon?: N | % Missing data: 89.6132596685083
Taxon: neoromicia_rendalli | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: neoromicia_robertsi | Num gaps: 3235 | Missing taxon?: N | % Missing data: 89.3646408839779
Taxon: neoromicia_somalicus | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: neoromicia_tenuipinnis | Num gaps: 3335 | Missing taxon?: N | % Missing data: 92.1270718232044
Taxon: neoromicia_zuluensis | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: noctilio_albiventris | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: noctilio_leporinus | Num gaps: 2576 | Missing taxon?: N | % Missing data: 71.1602209944751
Taxon: nyctalus_aviator | Num gaps: 3302 | Missing taxon?: N | % Missing data: 91.2154696132597
Taxon: nyctalus_lasiopterus | Num gaps: 2975 | Missing taxon?: N | % Missing data: 82.1823204419889
Taxon: nyctalus_leisleri | Num gaps: 2941 | Missing taxon?: N | % Missing data: 81.2430939226519
Taxon: nyctalus_noctula | Num gaps: 21 | Missing taxon?: N | % Missing data: 0.580110497237569
Taxon: nyctalus_plancyi | Num gaps: 2923 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: nyctalus_velutinus | Num gaps: 3302 | Missing taxon?: N | % Missing data: 91.2154696132597
Taxon: nycteris_arge | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: nycteris_grandis | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: nycteris_hispida | Num gaps: 2897 | Missing taxon?: N | % Missing data: 80.0276243093923
Taxon: nycteris_javanica | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: nycteris_thebaica | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: nycteris_tragata | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: nycticeinops_schlieffeni | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: nycticeius_humeralis | Num gaps: 3243 | Missing taxon?: N | % Missing data: 89.585635359116
Taxon: nyctiellus_lepidus~ | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: nyctinomops_aurispinosus | Num gaps: 2961 | Missing taxon?: N | % Missing data: 81.7955801104972
Taxon: nyctinomops_femorosaccus | Num gaps: 2957 | Missing taxon?: N | % Missing data: 81.6850828729282
Taxon: nyctinomops_macrotis | Num gaps: 2948 | Missing taxon?: N | % Missing data: 81.4364640883978
Taxon: nyctophilus_geoffroyi | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: nyctophilus_gouldi | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: otomops_madagascariensis | Num gaps: 2991 | Missing taxon?: N | % Missing data: 82.6243093922652
Taxon: otomops_martiensseni | Num gaps: 2951 | Missing taxon?: N | % Missing data: 81.5193370165746
Taxon: otomops_wroughtoni | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: otonycteris_hemprichii | Num gaps: 2927 | Missing taxon?: N | % Missing data: 80.8563535911602
Taxon: otonycteris_leucophaea | Num gaps: 2928 | Missing taxon?: N | % Missing data: 80.8839779005525
Taxon: parastrellus_hesperus | Num gaps: 3242 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: peropteryx_kappleri | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: peropteryx_leucoptera | Num gaps: 3242 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: peropteryx_macrotis | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: peropteryx_trinitatis | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: philetor_brachypterus | Num gaps: 3311 | Missing taxon?: N | % Missing data: 91.4640883977901
Taxon: phylloderma_stenops | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: phyllonycteris_aphylla | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: phyllonycteris_obtusa | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: phyllonycteris_poeyi | Num gaps: 2596 | Missing taxon?: N | % Missing data: 71.7127071823204
Taxon: phyllops_falcatus | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: phyllostomus_discolor | Num gaps: 3319 | Missing taxon?: N | % Missing data: 91.6850828729282
Taxon: phyllostomus_elongatus | Num gaps: 2577 | Missing taxon?: N | % Missing data: 71.1878453038674
Taxon: phyllostomus_hastatus | Num gaps: 2713 | Missing taxon?: N | % Missing data: 74.9447513812155
Taxon: phyllostomus_latifolius | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_abramus | Num gaps: 19 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: pipistrellus_ceylonicus | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_coromandra | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_deserti | Num gaps: 3322 | Missing taxon?: N | % Missing data: 91.767955801105
Taxon: pipistrellus_hanaki | Num gaps: 3320 | Missing taxon?: N | % Missing data: 91.7127071823204
Taxon: pipistrellus_hesperidus | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: pipistrellus_javanicus | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_kuhlii | Num gaps: 2946 | Missing taxon?: N | % Missing data: 81.3812154696133
Taxon: pipistrellus_maderensis | Num gaps: 3323 | Missing taxon?: N | % Missing data: 91.7955801104972
Taxon: pipistrellus_nathusii | Num gaps: 2930 | Missing taxon?: N | % Missing data: 80.939226519337
Taxon: pipistrellus_paterculus | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: pipistrellus_pipistrellus | Num gaps: 2944 | Missing taxon?: N | % Missing data: 81.3259668508287
Taxon: pipistrellus_pygmaeus | Num gaps: 3354 | Missing taxon?: N | % Missing data: 92.6519337016575
Taxon: pipistrellus_raceyi | Num gaps: 3232 | Missing taxon?: N | % Missing data: 89.2817679558011
Taxon: pipistrellus_rueppellii | Num gaps: 2923 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: perimyotis_subflavus | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: pipistrellus_tenuis | Num gaps: 3620 | Missing taxon?: Y | % Missing data: 100
Taxon: platalina_genovensium | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: platyrrhinus_albericoi | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_aurarius | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_brachycephalus | Num gaps: 2435 | Missing taxon?: N | % Missing data: 67.2651933701657
Taxon: platyrrhinus_dorsalis | Num gaps: 2435 | Missing taxon?: N | % Missing data: 67.2651933701657
Taxon: platyrrhinus_guianensis | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_helleri | Num gaps: 2435 | Missing taxon?: N | % Missing data: 67.2651933701657
Taxon: platyrrhinus_incarum | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_infuscus | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_ismaeli | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_lineatus | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_nigellus | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_masu | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_matapalensis | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_recifinus | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: platyrrhinus_vittatus | Num gaps: 2894 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: plecotus_auritus | Num gaps: 19 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: plecotus_austriacus | Num gaps: 3323 | Missing taxon?: N | % Missing data: 91.7955801104972
Taxon: plecotus_kolombatovici | Num gaps: 3322 | Missing taxon?: N | % Missing data: 91.767955801105
Taxon: plecotus_macrobullaris | Num gaps: 19 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: plecotus_ognevi | Num gaps: 3354 | Missing taxon?: N | % Missing data: 92.6519337016575
Taxon: corynorhinus_rafinesquii | Num gaps: 19 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: plecotus_sacrimontis | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: plecotus_sardus | Num gaps: 3323 | Missing taxon?: N | % Missing data: 91.7955801104972
Taxon: plecotus_teneriffae_gaisleri | Num gaps: 3321 | Missing taxon?: N | % Missing data: 91.7403314917127
Taxon: plecotus_turkmenicus | Num gaps: 3360 | Missing taxon?: N | % Missing data: 92.8176795580111
Taxon: promops_centralis | Num gaps: 3324 | Missing taxon?: N | % Missing data: 91.8232044198895
Taxon: pteronotus_davyi | Num gaps: 2593 | Missing taxon?: N | % Missing data: 71.6298342541436
Taxon: pteronotus_gymnonotus | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: pteronotus_macleayii | Num gaps: 2955 | Missing taxon?: N | % Missing data: 81.6298342541436
Taxon: pteronotus_parnellii | Num gaps: 20 | Missing taxon?: N | % Missing data: 0.552486187845304
Taxon: pteronotus_personatus | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: pteronotus_pusillus | Num gaps: 3241 | Missing taxon?: N | % Missing data: 89.5303867403315
