Parsing alignment rod_subt1_nt3cp ... ... 
Length alignment: 94825
Number of taxa: 630
Taxon: acomys_cahirinus | Num gaps: 92977 | Missing taxon?: N | % Missing data: 98.0511468494595
Taxon: microtus_longicaudus | Num gaps: 93953 | Missing taxon?: N | % Missing data: 99.0804112839441
Taxon: microtus_lusitanicus | Num gaps: 94484 | Missing taxon?: N | % Missing data: 99.6403901924598
Taxon: microtus_majori | Num gaps: 94535 | Missing taxon?: N | % Missing data: 99.6941734774585
Taxon: microtus_maximowiczii | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_mexicanus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_middendorffii | Num gaps: 94552 | Missing taxon?: N | % Missing data: 99.7121012391247
Taxon: microtus_miurus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_mongolicus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_montanus | Num gaps: 93881 | Missing taxon?: N | % Missing data: 99.0044819404166
Taxon: microtus_montebelli | Num gaps: 94151 | Missing taxon?: N | % Missing data: 99.2892169786449
Taxon: microtus_multiplex | Num gaps: 94566 | Missing taxon?: N | % Missing data: 99.7268652781439
Taxon: microtus_oaxacensis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_obscurus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_ochrogaster | Num gaps: 94066 | Missing taxon?: N | % Missing data: 99.1995781703137
Taxon: microtus_oeconomus | Num gaps: 91166 | Missing taxon?: N | % Missing data: 96.1413129448985
Taxon: microtus_oregoni | Num gaps: 94566 | Missing taxon?: N | % Missing data: 99.7268652781439
Taxon: microtus_paradoxus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_pennsylvanicus | Num gaps: 92960 | Missing taxon?: N | % Missing data: 98.0332190877933
Taxon: microtus_pinetorum | Num gaps: 94566 | Missing taxon?: N | % Missing data: 99.7268652781439
Taxon: microtus_pyrenaicus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_quasiater | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_richardsoni | Num gaps: 94272 | Missing taxon?: N | % Missing data: 99.4168204587398
Taxon: microtus_sachalinensis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_savii | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_schelkovnikovi | Num gaps: 94566 | Missing taxon?: N | % Missing data: 99.7268652781439
Taxon: microtus_socialis | Num gaps: 93140 | Missing taxon?: N | % Missing data: 98.2230424466122
Taxon: microtus_subterraneus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_tatricus | Num gaps: 94566 | Missing taxon?: N | % Missing data: 99.7268652781439
Taxon: microtus_thomasi | Num gaps: 94304 | Missing taxon?: N | % Missing data: 99.4505668336409
Taxon: microtus_townsendii | Num gaps: 94566 | Missing taxon?: N | % Missing data: 99.7268652781439
Taxon: microtus_transcaspicus | Num gaps: 94528 | Missing taxon?: N | % Missing data: 99.6867914579489
Taxon: microtus_umbrosus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_xanthognathus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: monticolomys_koopmani | Num gaps: 94115 | Missing taxon?: N | % Missing data: 99.2512523068811
Taxon: myodes_andersoni | Num gaps: 93422 | Missing taxon?: N | % Missing data: 98.5204323754284
Taxon: myodes_californicus | Num gaps: 94472 | Missing taxon?: N | % Missing data: 99.6277353018719
Taxon: myodes_centralis~ | Num gaps: 94472 | Missing taxon?: N | % Missing data: 99.6277353018719
Taxon: myodes_gapperi | Num gaps: 92461 | Missing taxon?: N | % Missing data: 97.5069865541788
Taxon: myodes_glareolus | Num gaps: 91085 | Missing taxon?: N | % Missing data: 96.05589243343
Taxon: myodes_regulus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: myodes_rex | Num gaps: 94052 | Missing taxon?: N | % Missing data: 99.1848141312945
Taxon: myodes_rufocanus~ | Num gaps: 92986 | Missing taxon?: N | % Missing data: 98.0606380174005
Taxon: myodes_rufocanus_bedfordiae | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: myodes_rutilus | Num gaps: 93198 | Missing taxon?: N | % Missing data: 98.2842077511205
Taxon: myospalax_aspalax | Num gaps: 93348 | Missing taxon?: N | % Missing data: 98.4423938834695
Taxon: myospalax_psilurus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_ceyhanus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_ehrenbergi | Num gaps: 90193 | Missing taxon?: N | % Missing data: 95.1152122330609
Taxon: nannospalax_ehrenbergi_aegyptiacus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_galili | Num gaps: 94118 | Missing taxon?: N | % Missing data: 99.2544160295281
Taxon: nannospalax_golani | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_judaei | Num gaps: 93435 | Missing taxon?: N | % Missing data: 98.534141840232
Taxon: nannospalax_leucodon | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_leucodon_hungaricus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_leucodon_montanosyrmiensis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_leucodon_srebarnensis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_leucodon_transsylvanicus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_nehringi | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_nehringi_xanthodon | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: napaeozapus_insignis | Num gaps: 92600 | Missing taxon?: N | % Missing data: 97.6535723701555
Taxon: napaeozapus_insignis_abietorum | Num gaps: 94563 | Missing taxon?: N | % Missing data: 99.723701555497
Taxon: napaeozapus_insignis_frutectanus | Num gaps: 94563 | Missing taxon?: N | % Missing data: 99.723701555497
Taxon: napaeozapus_insignis_roanensis | Num gaps: 94571 | Missing taxon?: N | % Missing data: 99.7321381492223
Taxon: napaeozapus_insignis_saguenayensis | Num gaps: 94580 | Missing taxon?: N | % Missing data: 99.7416293171632
Taxon: neodon_clarkei | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neodon_fuscus | Num gaps: 94204 | Missing taxon?: N | % Missing data: 99.3451094120749
Taxon: neodon_irene | Num gaps: 93451 | Missing taxon?: N | % Missing data: 98.5510150276826
Taxon: neodon_juldaschi | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neodon_juldaschi_carruthersi | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neodon_leucurus | Num gaps: 94546 | Missing taxon?: N | % Missing data: 99.7057737938307
Taxon: neodon_sikimensis | Num gaps: 94570 | Missing taxon?: N | % Missing data: 99.7310835750066
Taxon: neofiber_alleni | Num gaps: 94547 | Missing taxon?: N | % Missing data: 99.7068283680464
Taxon: neotoma_albigula | Num gaps: 94437 | Missing taxon?: N | % Missing data: 99.5908252043237
Taxon: neotoma_albigula_melanura | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_albigula_seri | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_albigula_sheldoni | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_albigula_varia | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_albigula_venusta | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_bryanti | Num gaps: 93788 | Missing taxon?: N | % Missing data: 98.9064065383601
Taxon: neotoma_cinerea | Num gaps: 94146 | Missing taxon?: N | % Missing data: 99.2839441075666
Taxon: neotoma_devia | Num gaps: 94505 | Missing taxon?: N | % Missing data: 99.6625362509887
Taxon: neotoma_ferruginea | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_ferruginea_chamula | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_ferruginea_vulcani | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_floridana | Num gaps: 93312 | Missing taxon?: N | % Missing data: 98.4044292117058
Taxon: neotoma_fuscipes | Num gaps: 93975 | Missing taxon?: N | % Missing data: 99.1036119166886
Taxon: neotoma_goldmani | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_isthmica~ | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_lepida~ | Num gaps: 94416 | Missing taxon?: N | % Missing data: 99.5686791457949
Taxon: neotoma_lepida_insularis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_leucodon | Num gaps: 94442 | Missing taxon?: N | % Missing data: 99.5960980754021
Taxon: neotoma_macrotis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_magister | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_mexicana | Num gaps: 94145 | Missing taxon?: N | % Missing data: 99.2828895333509
Taxon: neotoma_mexicana_distincta | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_mexicana_tenicauda | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_micropus | Num gaps: 94239 | Missing taxon?: N | % Missing data: 99.382019509623
Taxon: neotoma_nelsoni | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_picta | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_stephensi | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: neotomodon_alstoni | Num gaps: 92702 | Missing taxon?: N | % Missing data: 97.7611389401529
Taxon: nesomys_audeberti | Num gaps: 94529 | Missing taxon?: N | % Missing data: 99.6878460321645
Taxon: nesomys_rufus | Num gaps: 92837 | Missing taxon?: N | % Missing data: 97.9035064592671
Taxon: nyctomys_sumichrasti | Num gaps: 93653 | Missing taxon?: N | % Missing data: 98.764039019246
Taxon: nyctomys_sumichrasti_colimensis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: nyctomys_sumichrasti_decolorus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: nyctomys_sumichrasti_florencei | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: nyctomys_sumichrasti_salvini | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: ochrotomys_nuttalli | Num gaps: 93895 | Missing taxon?: N | % Missing data: 99.0192459794358
Taxon: ochrotomys_nuttalli_aureolus | Num gaps: 94044 | Missing taxon?: N | % Missing data: 99.1763775375692
Taxon: ondatra_zibethicus | Num gaps: 93326 | Missing taxon?: N | % Missing data: 98.419193250725
Taxon: onychomys_arenicola | Num gaps: 93880 | Missing taxon?: N | % Missing data: 99.0034273662009
Taxon: onychomys_leucogaster | Num gaps: 92851 | Missing taxon?: N | % Missing data: 97.9182704982863
Taxon: onychomys_torridus | Num gaps: 93987 | Missing taxon?: N | % Missing data: 99.1162668072766
Taxon: orthogeomys_cavator | Num gaps: 94489 | Missing taxon?: N | % Missing data: 99.6456630635381
Taxon: orthogeomys_cherriei | Num gaps: 94489 | Missing taxon?: N | % Missing data: 99.6456630635381
Taxon: orthogeomys_dariensis | Num gaps: 94489 | Missing taxon?: N | % Missing data: 99.6456630635381
Taxon: orthogeomys_grandis~ | Num gaps: 94489 | Missing taxon?: N | % Missing data: 99.6456630635381
Taxon: orthogeomys_heterodus | Num gaps: 94489 | Missing taxon?: N | % Missing data: 99.6456630635381
Taxon: orthogeomys_hispidus | Num gaps: 93689 | Missing taxon?: N | % Missing data: 98.8020036910098
Taxon: orthogeomys_lanius | Num gaps: 94548 | Missing taxon?: N | % Missing data: 99.7078829422621
Taxon: orthogeomys_matagalpae | Num gaps: 94489 | Missing taxon?: N | % Missing data: 99.6456630635381
Taxon: orthogeomys_thaeleri | Num gaps: 94490 | Missing taxon?: N | % Missing data: 99.6467176377538
Taxon: orthogeomys_underwoodi | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: osgoodomys_banderanus | Num gaps: 93869 | Missing taxon?: N | % Missing data: 98.9918270498286
Taxon: otonyctomys_hatti | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: ototylomys_phyllotis | Num gaps: 92655 | Missing taxon?: N | % Missing data: 97.7115739520169
Taxon: pappogeomys_bulleri | Num gaps: 94408 | Missing taxon?: N | % Missing data: 99.5602425520696
Taxon: paradipus_ctenodactylus | Num gaps: 93575 | Missing taxon?: N | % Missing data: 98.6817822304245
Taxon: pedetes_capensis | Num gaps: 90554 | Missing taxon?: N | % Missing data: 95.4959135249143
Taxon: pedetes_capensis_surdaster | Num gaps: 93994 | Missing taxon?: N | % Missing data: 99.1236488267862
Taxon: perognathus_alticolus | Num gaps: 94137 | Missing taxon?: N | % Missing data: 99.2744529396256
Taxon: perognathus_amplus | Num gaps: 94101 | Missing taxon?: N | % Missing data: 99.2364882678618
Taxon: perognathus_fasciatus | Num gaps: 94115 | Missing taxon?: N | % Missing data: 99.2512523068811
Taxon: perognathus_flavescens | Num gaps: 94448 | Missing taxon?: N | % Missing data: 99.602425520696
Taxon: perognathus_apache | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: perognathus_flavus | Num gaps: 93016 | Missing taxon?: N | % Missing data: 98.0922752438703
Taxon: perognathus_inornatus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: perognathus_longimembris | Num gaps: 94114 | Missing taxon?: N | % Missing data: 99.2501977326654
Taxon: perognathus_merriami | Num gaps: 94468 | Missing taxon?: N | % Missing data: 99.6235170050092
Taxon: perognathus_parvus | Num gaps: 94114 | Missing taxon?: N | % Missing data: 99.2501977326654
Taxon: perognathus_mollipilosus | Num gaps: 94137 | Missing taxon?: N | % Missing data: 99.2744529396256
Taxon: peromyscus_attwateri | Num gaps: 94146 | Missing taxon?: N | % Missing data: 99.2839441075666
Taxon: peromyscus_aztecus | Num gaps: 93560 | Missing taxon?: N | % Missing data: 98.6659636171896
Taxon: peromyscus_aztecus_evides | Num gaps: 94518 | Missing taxon?: N | % Missing data: 99.6762457157922
Taxon: peromyscus_aztecus_oaxacensis~ | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_beatae | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_beatae_sacarensis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_boylii_glasselli | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_boylii_rowleyi | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_boylii_utahensis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_californicus | Num gaps: 93887 | Missing taxon?: N | % Missing data: 99.0108093857105
Taxon: peromyscus_californicus_insignis | Num gaps: 94399 | Missing taxon?: N | % Missing data: 99.5507513841287
Taxon: peromyscus_caniceps | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_collatus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_crinitus~ | Num gaps: 93994 | Missing taxon?: N | % Missing data: 99.1236488267862
Taxon: peromyscus_crinitus_stephensi | Num gaps: 93810 | Missing taxon?: N | % Missing data: 98.9296071711047
Taxon: peromyscus_dickeyi | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_difficilis | Num gaps: 94206 | Missing taxon?: N | % Missing data: 99.3472185605062
Taxon: peromyscus_difficilis_amplus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_difficilis_saxicola | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_eremicus | Num gaps: 93564 | Missing taxon?: N | % Missing data: 98.6701819140522
Taxon: peromyscus_eva | Num gaps: 94580 | Missing taxon?: N | % Missing data: 99.7416293171632
Taxon: peromyscus_fraterculus | Num gaps: 93881 | Missing taxon?: N | % Missing data: 99.0044819404166
Taxon: peromyscus_furvus | Num gaps: 94243 | Missing taxon?: N | % Missing data: 99.3862378064856
Taxon: peromyscus_gossypinus | Num gaps: 94266 | Missing taxon?: N | % Missing data: 99.4104930134458
Taxon: peromyscus_grandis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_gratus | Num gaps: 94518 | Missing taxon?: N | % Missing data: 99.6762457157922
Taxon: peromyscus_gratus_gentilis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_gratus_zapotecae | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_guatemalensis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_gymnotis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_hooperi | Num gaps: 94518 | Missing taxon?: N | % Missing data: 99.6762457157922
Taxon: peromyscus_hylocetes | Num gaps: 94398 | Missing taxon?: N | % Missing data: 99.549696809913
Taxon: peromyscus_interparietalis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_keeni | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_leucopus | Num gaps: 91726 | Missing taxon?: N | % Missing data: 96.7318745056683
Taxon: peromyscus_levipes | Num gaps: 94243 | Missing taxon?: N | % Missing data: 99.3862378064856
Taxon: peromyscus_levipes_ambiguus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_maniculatus | Num gaps: 91754 | Missing taxon?: N | % Missing data: 96.7614025837068
Taxon: peromyscus_maniculatus_anacapae | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_maniculatus_bairdii | Num gaps: 94248 | Missing taxon?: N | % Missing data: 99.3915106775639
Taxon: peromyscus_maniculatus_blandus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_maniculatus_coolidgei | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_maniculatus_elusus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_maniculatus_gambelli | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_maniculatus_pallescens | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_maniculatus_santacruzae | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_maniculatus_sonoriensis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_mayensis | Num gaps: 94238 | Missing taxon?: N | % Missing data: 99.3809649354073
Taxon: peromyscus_megalops | Num gaps: 94520 | Missing taxon?: N | % Missing data: 99.6783548642236
Taxon: peromyscus_melanocarpus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_melanophrys | Num gaps: 93987 | Missing taxon?: N | % Missing data: 99.1162668072766
Taxon: peromyscus_melanophrys_xenurus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_melanotis | Num gaps: 94240 | Missing taxon?: N | % Missing data: 99.3830740838387
Taxon: peromyscus_merriami | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_mexicanus | Num gaps: 93620 | Missing taxon?: N | % Missing data: 98.7292380701292
Taxon: peromyscus_nicaraguae | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_salvadorensis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_tropicalis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_nasutus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_nudipes | Num gaps: 94248 | Missing taxon?: N | % Missing data: 99.3915106775639
Taxon: peromyscus_ochraventer | Num gaps: 94544 | Missing taxon?: N | % Missing data: 99.7036646453994
Taxon: peromyscus_pectoralis | Num gaps: 94518 | Missing taxon?: N | % Missing data: 99.6762457157922
Taxon: peromyscus_pectoralis_laceianus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_perfulvus | Num gaps: 94550 | Missing taxon?: N | % Missing data: 99.7099920906934
Taxon: peromyscus_polionotus | Num gaps: 92998 | Missing taxon?: N | % Missing data: 98.0732929079884
Taxon: peromyscus_polionotus_allophrys | Num gaps: 94512 | Missing taxon?: N | % Missing data: 99.6699182704983
Taxon: peromyscus_polionotus_ammobates | Num gaps: 94510 | Missing taxon?: N | % Missing data: 99.667809122067
Taxon: peromyscus_polionotus_leucocephalus | Num gaps: 94509 | Missing taxon?: N | % Missing data: 99.6667545478513
Taxon: peromyscus_polionotus_niveiventris | Num gaps: 94557 | Missing taxon?: N | % Missing data: 99.717374110203
Taxon: peromyscus_polionotus_peninsularis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_polionotus_phasma | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_polionotus_rhoadsi | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_polionotus_subgriseus | Num gaps: 94398 | Missing taxon?: N | % Missing data: 99.549696809913
Taxon: peromyscus_polionotus_sumneri | Num gaps: 94557 | Missing taxon?: N | % Missing data: 99.717374110203
Taxon: peromyscus_polionotus_trissyllepsis | Num gaps: 94509 | Missing taxon?: N | % Missing data: 99.6667545478513
Taxon: peromyscus_schmidlyi | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_sejugis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_simulus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_slevini | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_spicilegus | Num gaps: 94518 | Missing taxon?: N | % Missing data: 99.6762457157922
Taxon: peromyscus_stephani | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_stirtoni | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_truei | Num gaps: 94186 | Missing taxon?: N | % Missing data: 99.326127076193
Taxon: peromyscus_truei_comanche | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_truei_montipinoris | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_winkelmanni | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_yucatanicus | Num gaps: 94477 | Missing taxon?: N | % Missing data: 99.6330081729502
Taxon: peromyscus_zarhynchus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: phenacomys_intermedius | Num gaps: 94529 | Missing taxon?: N | % Missing data: 99.6878460321645
Taxon: phodopus_campbelli | Num gaps: 93650 | Missing taxon?: N | % Missing data: 98.760875296599
Taxon: phodopus_roborovskii | Num gaps: 94440 | Missing taxon?: N | % Missing data: 99.5939889269707
Taxon: phodopus_sungorus | Num gaps: 91557 | Missing taxon?: N | % Missing data: 96.5536514632217
Taxon: podomys_floridanus | Num gaps: 94245 | Missing taxon?: N | % Missing data: 99.388346954917
Taxon: proedromys_bedfordi | Num gaps: 94205 | Missing taxon?: N | % Missing data: 99.3461639862905
Taxon: proedromys_liangshanensis | Num gaps: 94205 | Missing taxon?: N | % Missing data: 99.3461639862905
Taxon: prometheomys_schaposchnikowi | Num gaps: 94532 | Missing taxon?: N | % Missing data: 99.6910097548115
Taxon: pygeretmus_pumilio~ | Num gaps: 93402 | Missing taxon?: N | % Missing data: 98.4993408911152
Taxon: reithrodontomys_bakeri | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: reithrodontomys_brevirostris | Num gaps: 94240 | Missing taxon?: N | % Missing data: 99.3830740838387
Taxon: reithrodontomys_chrysopsis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: reithrodontomys_creper | Num gaps: 93636 | Missing taxon?: N | % Missing data: 98.7461112575798
Taxon: reithrodontomys_dariensis | Num gaps: 94252 | Missing taxon?: N | % Missing data: 99.3957289744266
Taxon: reithrodontomys_fulvescens | Num gaps: 92323 | Missing taxon?: N | % Missing data: 97.3614553124176
Taxon: reithrodontomys_gracilis | Num gaps: 93576 | Missing taxon?: N | % Missing data: 98.6828368046401
Taxon: reithrodontomys_hirsutus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: reithrodontomys_humulis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: reithrodontomys_megalotis | Num gaps: 93563 | Missing taxon?: N | % Missing data: 98.6691273398365
Taxon: reithrodontomys_mexicanus | Num gaps: 94238 | Missing taxon?: N | % Missing data: 99.3809649354073
Taxon: reithrodontomys_microdon | Num gaps: 94238 | Missing taxon?: N | % Missing data: 99.3809649354073
Taxon: reithrodontomys_montanus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: reithrodontomys_raviventris | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: reithrodontomys_spectabilis | Num gaps: 94240 | Missing taxon?: N | % Missing data: 99.3830740838387
Taxon: reithrodontomys_sumichrasti | Num gaps: 94266 | Missing taxon?: N | % Missing data: 99.4104930134458
Taxon: reithrodontomys_tenuirostris | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: reithrodontomys_zacatecae | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: rhizomys_pruinosus | Num gaps: 93434 | Missing taxon?: N | % Missing data: 98.5330872660164
Taxon: rhizomys_sinensis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: saccostomus_campestris | Num gaps: 92590 | Missing taxon?: N | % Missing data: 97.6430266279989
Taxon: saccostomus_mashonae | Num gaps: 94420 | Missing taxon?: N | % Missing data: 99.5728974426575
Taxon: saccostomus_mearnsi | Num gaps: 94453 | Missing taxon?: N | % Missing data: 99.6076983917743
Taxon: saccostomus_umbriventer | Num gaps: 94502 | Missing taxon?: N | % Missing data: 99.6593725283417
Taxon: salpingotus_kozlovi | Num gaps: 93412 | Missing taxon?: N | % Missing data: 98.5098866332718
Taxon: scotinomys_teguina | Num gaps: 93062 | Missing taxon?: N | % Missing data: 98.1407856577907
Taxon: scotinomys_xerampelinus | Num gaps: 94152 | Missing taxon?: N | % Missing data: 99.2902715528605
Taxon: sicista_betulina | Num gaps: 94459 | Missing taxon?: N | % Missing data: 99.6140258370683
Taxon: sicista_caucasica | Num gaps: 93662 | Missing taxon?: N | % Missing data: 98.7735301871869
Taxon: sicista_concolor | Num gaps: 93628 | Missing taxon?: N | % Missing data: 98.7376746638545
Taxon: sicista_kazbegica | Num gaps: 93113 | Missing taxon?: N | % Missing data: 98.1945689427893
Taxon: sicista_kluchorica | Num gaps: 93616 | Missing taxon?: N | % Missing data: 98.7250197732665
Taxon: sicista_napaea | Num gaps: 93664 | Missing taxon?: N | % Missing data: 98.7756393356182
