Parsing alignment rod_subt1_mt3cp ... ... 
Length alignment: 3694
Number of taxa: 630
Taxon: acomys_cahirinus | Num gaps: 95 | Missing taxon?: N | % Missing data: 2.57173795343801
Taxon: microtus_gerbei | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_guatemalensis | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_guentheri | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: microtus_irani | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_kikuchii | Num gaps: 97 | Missing taxon?: N | % Missing data: 2.62587980508933
Taxon: microtus_kirgisorum | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_levis | Num gaps: 98 | Missing taxon?: N | % Missing data: 2.652950730915
Taxon: microtus_liechtensteini | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_limnophilus | Num gaps: 2901 | Missing taxon?: N | % Missing data: 78.5327558202491
Taxon: microtus_longicaudus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_lusitanicus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_majori | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_maximowiczii | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_mexicanus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_middendorffii | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_miurus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_mongolicus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: microtus_montanus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_montebelli | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_multiplex | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_oaxacensis | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_obscurus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_ochrogaster | Num gaps: 98 | Missing taxon?: N | % Missing data: 2.652950730915
Taxon: microtus_oeconomus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_oregoni | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_paradoxus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_pennsylvanicus | Num gaps: 3094 | Missing taxon?: N | % Missing data: 83.7574445046021
Taxon: microtus_pinetorum | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_pyrenaicus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_quasiater | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_richardsoni | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_sachalinensis | Num gaps: 3324 | Missing taxon?: N | % Missing data: 89.9837574445046
Taxon: microtus_savii | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_schelkovnikovi | Num gaps: 3404 | Missing taxon?: N | % Missing data: 92.1494315105577
Taxon: microtus_socialis | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_subterraneus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_tatricus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_thomasi | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_townsendii | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_transcaspicus | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_umbrosus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: microtus_xanthognathus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: monticolomys_koopmani | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: myodes_andersoni | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: myodes_californicus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: myodes_centralis~ | Num gaps: 3321 | Missing taxon?: N | % Missing data: 89.9025446670276
Taxon: myodes_gapperi | Num gaps: 3091 | Missing taxon?: N | % Missing data: 83.6762317271251
Taxon: myodes_glareolus | Num gaps: 98 | Missing taxon?: N | % Missing data: 2.652950730915
Taxon: myodes_regulus | Num gaps: 98 | Missing taxon?: N | % Missing data: 2.652950730915
Taxon: myodes_rex | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: myodes_rufocanus~ | Num gaps: 2801 | Missing taxon?: N | % Missing data: 75.8256632376827
Taxon: myodes_rufocanus_bedfordiae | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: myodes_rutilus | Num gaps: 2801 | Missing taxon?: N | % Missing data: 75.8256632376827
Taxon: myospalax_aspalax | Num gaps: 90 | Missing taxon?: N | % Missing data: 2.43638332430969
Taxon: myospalax_psilurus | Num gaps: 89 | Missing taxon?: N | % Missing data: 2.40931239848403
Taxon: nannospalax_ceyhanus | Num gaps: 3379 | Missing taxon?: N | % Missing data: 91.4726583649161
Taxon: nannospalax_ehrenbergi | Num gaps: 95 | Missing taxon?: N | % Missing data: 2.57173795343801
Taxon: nannospalax_ehrenbergi_aegyptiacus | Num gaps: 3379 | Missing taxon?: N | % Missing data: 91.4726583649161
Taxon: nannospalax_galili | Num gaps: 95 | Missing taxon?: N | % Missing data: 2.57173795343801
Taxon: nannospalax_golani | Num gaps: 95 | Missing taxon?: N | % Missing data: 2.57173795343801
Taxon: nannospalax_judaei | Num gaps: 95 | Missing taxon?: N | % Missing data: 2.57173795343801
Taxon: nannospalax_leucodon | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: nannospalax_leucodon_hungaricus | Num gaps: 3105 | Missing taxon?: N | % Missing data: 84.0552246886843
Taxon: nannospalax_leucodon_montanosyrmiensis | Num gaps: 3105 | Missing taxon?: N | % Missing data: 84.0552246886843
Taxon: nannospalax_leucodon_srebarnensis | Num gaps: 3379 | Missing taxon?: N | % Missing data: 91.4726583649161
Taxon: nannospalax_leucodon_transsylvanicus | Num gaps: 3107 | Missing taxon?: N | % Missing data: 84.1093665403357
Taxon: nannospalax_nehringi | Num gaps: 3000 | Missing taxon?: N | % Missing data: 81.2127774769897
Taxon: nannospalax_nehringi_xanthodon | Num gaps: 3379 | Missing taxon?: N | % Missing data: 91.4726583649161
Taxon: napaeozapus_insignis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: napaeozapus_insignis_abietorum | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: napaeozapus_insignis_frutectanus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: napaeozapus_insignis_roanensis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: napaeozapus_insignis_saguenayensis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: neodon_clarkei | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: neodon_fuscus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: neodon_irene | Num gaps: 98 | Missing taxon?: N | % Missing data: 2.652950730915
Taxon: neodon_juldaschi | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: neodon_juldaschi_carruthersi | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: neodon_leucurus | Num gaps: 3407 | Missing taxon?: N | % Missing data: 92.2306442880347
Taxon: neodon_sikimensis | Num gaps: 2901 | Missing taxon?: N | % Missing data: 78.5327558202491
Taxon: neofiber_alleni | Num gaps: 3321 | Missing taxon?: N | % Missing data: 89.9025446670276
Taxon: neotoma_albigula | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: neotoma_albigula_melanura | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: neotoma_albigula_seri | Num gaps: 3418 | Missing taxon?: N | % Missing data: 92.528424472117
Taxon: neotoma_albigula_sheldoni | Num gaps: 3420 | Missing taxon?: N | % Missing data: 92.5825663237683
Taxon: neotoma_albigula_varia | Num gaps: 3419 | Missing taxon?: N | % Missing data: 92.5554953979426
Taxon: neotoma_albigula_venusta | Num gaps: 3419 | Missing taxon?: N | % Missing data: 92.5554953979426
Taxon: neotoma_bryanti | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: neotoma_cinerea | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: neotoma_devia | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: neotoma_ferruginea | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: neotoma_ferruginea_chamula | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: neotoma_ferruginea_vulcani | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: neotoma_floridana | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: neotoma_fuscipes | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: neotoma_goldmani | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: neotoma_isthmica~ | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: neotoma_lepida~ | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: neotoma_lepida_insularis | Num gaps: 3336 | Missing taxon?: N | % Missing data: 90.3086085544126
Taxon: neotoma_leucodon | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: neotoma_macrotis | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: neotoma_magister | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: neotoma_mexicana | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: neotoma_mexicana_distincta | Num gaps: 3317 | Missing taxon?: N | % Missing data: 89.794260963725
Taxon: neotoma_mexicana_tenicauda | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: neotoma_micropus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: neotoma_nelsoni | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: neotoma_picta | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: neotoma_stephensi | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: neotomodon_alstoni | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: nesomys_audeberti | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: nesomys_rufus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: nyctomys_sumichrasti | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: nyctomys_sumichrasti_colimensis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: nyctomys_sumichrasti_decolorus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: nyctomys_sumichrasti_florencei | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: nyctomys_sumichrasti_salvini | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: ochrotomys_nuttalli | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: ochrotomys_nuttalli_aureolus | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: ondatra_zibethicus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: onychomys_arenicola | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: onychomys_leucogaster | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: onychomys_torridus | Num gaps: 3060 | Missing taxon?: N | % Missing data: 82.8370330265295
Taxon: orthogeomys_cavator | Num gaps: 2829 | Missing taxon?: N | % Missing data: 76.5836491608013
Taxon: orthogeomys_cherriei | Num gaps: 2800 | Missing taxon?: N | % Missing data: 75.7985923118571
Taxon: orthogeomys_dariensis | Num gaps: 2830 | Missing taxon?: N | % Missing data: 76.610720086627
Taxon: orthogeomys_grandis~ | Num gaps: 2801 | Missing taxon?: N | % Missing data: 75.8256632376827
Taxon: orthogeomys_heterodus | Num gaps: 2830 | Missing taxon?: N | % Missing data: 76.610720086627
Taxon: orthogeomys_hispidus | Num gaps: 2800 | Missing taxon?: N | % Missing data: 75.7985923118571
Taxon: orthogeomys_lanius | Num gaps: 2829 | Missing taxon?: N | % Missing data: 76.5836491608013
Taxon: orthogeomys_matagalpae | Num gaps: 2829 | Missing taxon?: N | % Missing data: 76.5836491608013
Taxon: orthogeomys_thaeleri | Num gaps: 2829 | Missing taxon?: N | % Missing data: 76.5836491608013
Taxon: orthogeomys_underwoodi | Num gaps: 2801 | Missing taxon?: N | % Missing data: 75.8256632376827
Taxon: osgoodomys_banderanus | Num gaps: 3086 | Missing taxon?: N | % Missing data: 83.5408770979968
Taxon: otonyctomys_hatti | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: ototylomys_phyllotis | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: pappogeomys_bulleri | Num gaps: 2800 | Missing taxon?: N | % Missing data: 75.7985923118571
Taxon: paradipus_ctenodactylus | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: pedetes_capensis | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: pedetes_capensis_surdaster | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: perognathus_alticolus | Num gaps: 3082 | Missing taxon?: N | % Missing data: 83.4325933946941
Taxon: perognathus_amplus | Num gaps: 3082 | Missing taxon?: N | % Missing data: 83.4325933946941
Taxon: perognathus_fasciatus | Num gaps: 3082 | Missing taxon?: N | % Missing data: 83.4325933946941
Taxon: perognathus_flavescens | Num gaps: 2567 | Missing taxon?: N | % Missing data: 69.4910665944775
Taxon: perognathus_apache | Num gaps: 3099 | Missing taxon?: N | % Missing data: 83.8927991337304
Taxon: perognathus_flavus | Num gaps: 2347 | Missing taxon?: N | % Missing data: 63.5354629128316
Taxon: perognathus_inornatus | Num gaps: 3084 | Missing taxon?: N | % Missing data: 83.4867352463454
Taxon: perognathus_longimembris | Num gaps: 2568 | Missing taxon?: N | % Missing data: 69.5181375203032
Taxon: perognathus_merriami | Num gaps: 2567 | Missing taxon?: N | % Missing data: 69.4910665944775
Taxon: perognathus_parvus | Num gaps: 2567 | Missing taxon?: N | % Missing data: 69.4910665944775
Taxon: perognathus_mollipilosus | Num gaps: 3461 | Missing taxon?: N | % Missing data: 93.6924742826205
Taxon: peromyscus_attwateri | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: peromyscus_aztecus | Num gaps: 3058 | Missing taxon?: N | % Missing data: 82.7828911748782
Taxon: peromyscus_aztecus_evides | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_aztecus_oaxacensis~ | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_beatae | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_beatae_sacarensis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_boylii_glasselli | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_boylii_rowleyi | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_boylii_utahensis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_californicus | Num gaps: 3058 | Missing taxon?: N | % Missing data: 82.7828911748782
Taxon: peromyscus_californicus_insignis | Num gaps: 3439 | Missing taxon?: N | % Missing data: 93.0969139144559
Taxon: peromyscus_caniceps | Num gaps: 3462 | Missing taxon?: N | % Missing data: 93.7195452084461
Taxon: peromyscus_collatus | Num gaps: 3462 | Missing taxon?: N | % Missing data: 93.7195452084461
Taxon: peromyscus_crinitus~ | Num gaps: 3058 | Missing taxon?: N | % Missing data: 82.7828911748782
Taxon: peromyscus_crinitus_stephensi | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_dickeyi | Num gaps: 3462 | Missing taxon?: N | % Missing data: 93.7195452084461
Taxon: peromyscus_difficilis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_difficilis_amplus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: peromyscus_difficilis_saxicola | Num gaps: 3316 | Missing taxon?: N | % Missing data: 89.7671900378993
Taxon: peromyscus_eremicus | Num gaps: 2837 | Missing taxon?: N | % Missing data: 76.8002165674066
Taxon: peromyscus_eva | Num gaps: 3461 | Missing taxon?: N | % Missing data: 93.6924742826205
Taxon: peromyscus_fraterculus | Num gaps: 3461 | Missing taxon?: N | % Missing data: 93.6924742826205
Taxon: peromyscus_furvus | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_gossypinus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_grandis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_gratus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_gratus_gentilis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_gratus_zapotecae | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_guatemalensis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_gymnotis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_hooperi | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_hylocetes | Num gaps: 3058 | Missing taxon?: N | % Missing data: 82.7828911748782
Taxon: peromyscus_interparietalis | Num gaps: 3461 | Missing taxon?: N | % Missing data: 93.6924742826205
Taxon: peromyscus_keeni | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_leucopus | Num gaps: 825 | Missing taxon?: N | % Missing data: 22.3335138061722
Taxon: peromyscus_levipes | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_levipes_ambiguus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_maniculatus | Num gaps: 3058 | Missing taxon?: N | % Missing data: 82.7828911748782
Taxon: peromyscus_maniculatus_anacapae | Num gaps: 3471 | Missing taxon?: N | % Missing data: 93.9631835408771
Taxon: peromyscus_maniculatus_bairdii | Num gaps: 2852 | Missing taxon?: N | % Missing data: 77.2062804547916
Taxon: peromyscus_maniculatus_blandus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_maniculatus_coolidgei | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_maniculatus_elusus | Num gaps: 3487 | Missing taxon?: N | % Missing data: 94.3963183540877
Taxon: peromyscus_maniculatus_gambelli | Num gaps: 3094 | Missing taxon?: N | % Missing data: 83.7574445046021
Taxon: peromyscus_maniculatus_pallescens | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: peromyscus_maniculatus_santacruzae | Num gaps: 3471 | Missing taxon?: N | % Missing data: 93.9631835408771
Taxon: peromyscus_maniculatus_sonoriensis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_mayensis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_megalops | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_melanocarpus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_melanophrys | Num gaps: 3058 | Missing taxon?: N | % Missing data: 82.7828911748782
Taxon: peromyscus_melanophrys_xenurus | Num gaps: 3439 | Missing taxon?: N | % Missing data: 93.0969139144559
Taxon: peromyscus_melanotis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_merriami | Num gaps: 3461 | Missing taxon?: N | % Missing data: 93.6924742826205
Taxon: peromyscus_mexicanus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_nicaraguae | Num gaps: 3323 | Missing taxon?: N | % Missing data: 89.9566865186789
Taxon: peromyscus_salvadorensis | Num gaps: 3323 | Missing taxon?: N | % Missing data: 89.9566865186789
Taxon: peromyscus_tropicalis | Num gaps: 3323 | Missing taxon?: N | % Missing data: 89.9566865186789
Taxon: peromyscus_nasutus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_nudipes | Num gaps: 3324 | Missing taxon?: N | % Missing data: 89.9837574445046
Taxon: peromyscus_ochraventer | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_pectoralis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_pectoralis_laceianus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_perfulvus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_polionotus | Num gaps: 3060 | Missing taxon?: N | % Missing data: 82.8370330265295
Taxon: peromyscus_polionotus_allophrys | Num gaps: 3441 | Missing taxon?: N | % Missing data: 93.1510557661072
Taxon: peromyscus_polionotus_ammobates | Num gaps: 3441 | Missing taxon?: N | % Missing data: 93.1510557661072
Taxon: peromyscus_polionotus_leucocephalus | Num gaps: 3439 | Missing taxon?: N | % Missing data: 93.0969139144559
Taxon: peromyscus_polionotus_niveiventris | Num gaps: 3072 | Missing taxon?: N | % Missing data: 83.1618841364375
Taxon: peromyscus_polionotus_peninsularis | Num gaps: 3452 | Missing taxon?: N | % Missing data: 93.4488359501895
Taxon: peromyscus_polionotus_phasma | Num gaps: 3076 | Missing taxon?: N | % Missing data: 83.2701678397401
Taxon: peromyscus_polionotus_rhoadsi | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: peromyscus_polionotus_subgriseus | Num gaps: 3060 | Missing taxon?: N | % Missing data: 82.8370330265295
Taxon: peromyscus_polionotus_sumneri | Num gaps: 3441 | Missing taxon?: N | % Missing data: 93.1510557661072
Taxon: peromyscus_polionotus_trissyllepsis | Num gaps: 3452 | Missing taxon?: N | % Missing data: 93.4488359501895
Taxon: peromyscus_schmidlyi | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_sejugis | Num gaps: 3469 | Missing taxon?: N | % Missing data: 93.9090416892258
Taxon: peromyscus_simulus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_slevini | Num gaps: 3461 | Missing taxon?: N | % Missing data: 93.6924742826205
Taxon: peromyscus_spicilegus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_stephani | Num gaps: 3082 | Missing taxon?: N | % Missing data: 83.4325933946941
Taxon: peromyscus_stirtoni | Num gaps: 3342 | Missing taxon?: N | % Missing data: 90.4710341093665
Taxon: peromyscus_truei | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_truei_comanche | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_truei_montipinoris | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_winkelmanni | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: peromyscus_yucatanicus | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: peromyscus_zarhynchus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: phenacomys_intermedius | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: phodopus_campbelli | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: phodopus_roborovskii | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: phodopus_sungorus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: podomys_floridanus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: proedromys_bedfordi | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: proedromys_liangshanensis | Num gaps: 97 | Missing taxon?: N | % Missing data: 2.62587980508933
Taxon: prometheomys_schaposchnikowi | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: pygeretmus_pumilio~ | Num gaps: 3322 | Missing taxon?: N | % Missing data: 89.9296155928533
Taxon: reithrodontomys_bakeri | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: reithrodontomys_brevirostris | Num gaps: 3343 | Missing taxon?: N | % Missing data: 90.4981050351922
Taxon: reithrodontomys_chrysopsis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: reithrodontomys_creper | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: reithrodontomys_dariensis | Num gaps: 3343 | Missing taxon?: N | % Missing data: 90.4981050351922
Taxon: reithrodontomys_fulvescens | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: reithrodontomys_gracilis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: reithrodontomys_hirsutus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: reithrodontomys_humulis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: reithrodontomys_megalotis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: reithrodontomys_mexicanus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: reithrodontomys_microdon | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: reithrodontomys_montanus | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: reithrodontomys_raviventris | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: reithrodontomys_spectabilis | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: reithrodontomys_sumichrasti | Num gaps: 3318 | Missing taxon?: N | % Missing data: 89.8213318895506
